x,y,yaw,v
0.524211495139209,0.112324993678572,-0.0103950632983624,1
0.544860984564964,0.112110333196976,-0.00572969767388636,1
0.56556210538925,0.111991720735146,-0.000994583135162984,1
0.586316771217308,0.111971078487731,0.00298225046707532,1
0.607111032828834,0.112033092367982,0.00660481369749131,1
0.627940784421626,0.11217067099718,0.0102239739110743,1
0.648810807414959,0.112384053002754,0.0136822314253911,1
0.669723435754689,0.112670202279679,0.0169619379366482,1
0.690679121138899,0.113025685406941,0.0201199841164148,1
0.711677453469779,0.11344822853854,0.0231836639924966,1
0.732716464487903,0.113936077307206,0.0261541935690618,1
0.753792816433746,0.114487438019393,0.0289948813945995,1
0.774902061232236,0.115099669646623,0.0316490138933434,1
0.796038730623041,0.115768847834446,0.0340598902982009,1
0.817196787406251,0.116489767722951,0.0362592783468534,1
0.838371810705841,0.117257895444483,0.0383146847188406,1
0.85956165095889,0.118070175011474,0.0402979628802072,1
0.880766184378934,0.118925137360714,0.0422461395815703,1
0.901986431292655,0.119822144577741,0.0441068435421209,1
0.923222894516707,0.1207594258173,0.0458241708200506,1
0.944475470654753,0.121733989739651,0.0473939072877111,1
0.965744146510869,0.122742750791556,0.0487300854704358,1
0.987028209865604,0.123780746763846,0.0496763555344601,1
1.0083254780161,0.124839588553912,0.0507057143403765,1
1.02964021855763,0.12592129490538,0.0519701209434656,1
1.05098205752777,0.127031432492275,0.0521397244570901,1
1.07235337443856,0.128146737922021,0.0514919115186472,1
1.09374817966903,0.129249372026459,0.0514504781417036,1
1.11515563049274,0.130351768515757,0.0516167081382975,1
1.13657270558231,0.13145823024738,0.0515059451825151,1
1.1580021776998,0.132562952528432,0.0512904975772476,1
1.17944475536227,0.133663718442596,0.0509934027260026,1
1.20090059882605,0.134758774241519,0.0505788150017826,1
1.22237048047893,0.135845622369467,0.0501003649869081,1
1.24385582715164,0.136922947609351,0.0495056962592759,1
1.26535642424103,0.137988220041992,0.0487496760915311,1
1.28687093624196,0.139037877179289,0.0482999059331324,1
1.30840846353966,0.140078947412028,0.0481399149258849,1
1.32997756225489,0.141118084830076,0.0474443942433212,1
1.35156789308896,0.142143194277184,0.0463690307091059,1
1.37317243860744,0.143145694702509,0.0453873666448492,1
1.39479472262916,0.144127747675044,0.0444187142999805,1
1.41643625502692,0.145089669433851,0.0434121790524923,1
1.43809712108249,0.146030606005545,0.0424072099403653,1
1.45977819369066,0.146950591361304,0.041392497127907,1
1.48148048463414,0.147849416766313,0.0403806663729329,1
1.50320446543506,0.148727122701106,0.0394113384404675,1
1.52495011901028,0.149584592015512,0.0383599280232287,1
1.54671997116095,0.150420091825518,0.0373455952574825,1
1.56851447697282,0.15123439922335,0.037017327914891,1
1.59032240705309,0.152042039454423,0.0368614478455334,1
1.61213841801921,0.152846573629179,0.0360034146662037,1
1.63397180639599,0.153632989990163,0.0354285678917312,1
1.65583605767804,0.15440793336027,0.0351253051083754,1
1.67773477241646,0.155177448895741,0.0336230214351309,1
1.69964611011832,0.155914452023102,0.0322094689595346,1
1.7215541080986,0.156620341129091,0.0321456506170893,1
1.74346086983184,0.157324790900683,0.031974139302412,1
1.76537478826702,0.158025708457662,0.0313847627870806,1
1.78730043332956,0.158714065653124,0.0309701914635764,1
1.8092352962365,0.159393609833198,0.0305805863874993,1
1.83117668467522,0.160064799596872,0.0301721656837482,1
1.85312408533963,0.160727201226137,0.0298971600492979,1
1.87507843198033,0.16138376947545,0.0293108264364761,1
1.89703011315313,0.162027375715492,0.0282478404288477,1
1.91896576746362,0.162647175441359,0.0275562904218589,1
1.94089064723858,0.163251496767274,0.0272791469273013,1
1.96281100539714,0.163849613808843,0.0269481109451587,1
1.98472252994513,0.164440230979126,0.0266195900242442,1
2.00662079526839,0.165023291550187,0.0262321954626801,1
2.02850450623598,0.165597481045084,0.025561679734508,1
2.05037447398268,0.166156635945574,0.0252170719381469,1
2.07221814740866,0.166707586217925,0.025440328544741,1
2.09402025016214,0.1672623585649,0.0247901000820368,1
2.11579841353887,0.167802352036638,0.0239208877625518,1
2.13755830906066,0.168322967359164,0.0245265918659438,1
2.15926918022314,0.168855567835434,0.0253237208342524,1
2.18092492967139,0.169404089247849,0.0253327980873984,1
2.2025373898099,0.169951710487153,0.0250506057260384,1
2.22410573295413,0.170492123594477,0.0250965250781228,1
2.24561722265131,0.171032100605467,0.02561214341496,1
2.26705850616574,0.171581377944421,0.0258527328196136,1
2.28843436143326,0.172134125370386,0.0258395463923734,1
2.30975053476754,0.172685048239414,0.0260411282310925,1
2.3310025977407,0.173238601070969,0.0263733593638303,1
2.35218720436161,0.173797439887913,0.0267042499176425,1
2.37330290873909,0.174361453010278,0.0270123665384791,1
2.39434789922789,0.174930066313522,0.027297553311862,1
2.41531985689135,0.175502691684784,0.0274939854437447,1
2.43621734129379,0.176077391632969,0.0274450561580809,1
2.45704187300719,0.176649065616727,0.0276350232017204,1
2.47778823342698,0.177222537761554,0.0286101161832313,1
2.49844326346949,0.177813641860176,0.0294480542154743,1
2.51900749961542,0.17841939371145,0.0299995017142932,1
2.53949240257787,0.179034115014319,0.0314105929763593,1
2.55991095273168,0.179675684792584,0.0325540151469994,1
2.58025725370682,0.180338272661487,0.0324698369896521,1
2.60050802955044,0.180996043228672,0.0332195249197191,1
2.62065665082133,0.181665617173037,0.0347967246269813,1
2.64071057281911,0.182363709750198,0.0356703477058374,1
2.66068044921387,0.18307634445637,0.0362998147009635,1
2.680570142878,0.183798653935463,0.0371911892912881,1
2.70037970539929,0.184535734996026,0.0382354781736481,1
2.72011127569469,0.185290548891085,0.039491861799993,1
2.73976739339544,0.186067209378584,0.0409599442226506,1
2.75935040929542,0.186869777495166,0.0424900106537106,1
