s,x,y,kappa,n_l,n_r
4.0,3.965,-0.451,0.027,0.455,0.468
4.05,4.015,-0.447,0.03,0.456,0.469
4.1,4.065,-0.442,0.032,0.458,0.471
4.15,4.115,-0.437,0.033,0.46,0.473
4.2,4.164,-0.433,0.035,0.461,0.475
4.25,4.214,-0.428,0.037,0.463,0.477
4.3,4.264,-0.423,0.039,0.464,0.479
4.35,4.314,-0.418,0.042,0.465,0.481
4.4,4.363,-0.413,0.044,0.467,0.483
4.45,4.413,-0.407,0.048,0.468,0.486
4.5,4.463,-0.402,0.052,0.469,0.489
4.55,4.513,-0.397,0.058,0.47,0.492
4.6,4.562,-0.391,0.064,0.472,0.496
4.65,4.612,-0.385,0.071,0.473,0.5
4.7,4.662,-0.379,0.08,0.475,0.504
4.75,4.711,-0.373,0.09,0.476,0.508
4.8,4.761,-0.367,0.102,0.478,0.514
4.85,4.81,-0.36,0.116,0.48,0.519
4.9,4.86,-0.353,0.132,0.482,0.525
4.95,4.909,-0.346,0.151,0.484,0.532
5.0,4.959,-0.338,0.173,0.486,0.539
5.05,5.008,-0.33,0.198,0.489,0.546
5.1,5.057,-0.322,0.227,0.492,0.554
5.15,5.107,-0.312,0.26,0.495,0.562
5.2,5.156,-0.303,0.298,0.498,0.571
5.25,5.205,-0.292,0.342,0.502,0.58
5.3,5.253,-0.281,0.392,0.506,0.59
5.35,5.302,-0.269,0.45,0.511,0.599
5.4,5.35,-0.255,0.514,0.515,0.609
5.45,5.398,-0.241,0.587,0.52,0.62
5.5,5.445,-0.225,0.668,0.526,0.63
5.55,5.492,-0.207,0.757,0.531,0.64
5.6,5.538,-0.188,0.854,0.537,0.65
5.65,5.583,-0.167,0.957,0.544,0.66
5.7,5.628,-0.144,1.063,0.551,0.669
5.75,5.67,-0.118,1.168,0.558,0.678
5.8,5.712,-0.09,1.266,0.566,0.687
5.85,5.751,-0.059,1.348,0.574,0.695
5.9,5.789,-0.026,1.408,0.583,0.702
5.95,5.823,0.01,1.439,0.592,0.708
6.0,5.856,0.048,1.437,0.602,0.713
6.05,5.885,0.089,1.401,0.613,0.717
6.1,5.911,0.131,1.334,0.624,0.721
6.15,5.935,0.175,1.243,0.636,0.723
6.2,5.955,0.221,1.135,0.648,0.724
6.25,5.974,0.267,1.017,0.661,0.723
6.3,5.989,0.315,0.896,0.675,0.722
6.35,6.003,0.363,0.776,0.69,0.72
6.4,6.014,0.412,0.66,0.706,0.716
6.45,6.024,0.461,0.551,0.722,0.711
6.5,6.033,0.51,0.45,0.739,0.705
6.55,6.041,0.559,0.358,0.757,0.698
6.6,6.048,0.609,0.275,0.776,0.689
6.65,6.054,0.659,0.2,0.795,0.68
6.7,6.059,0.708,0.135,0.815,0.669
6.75,6.064,0.758,0.079,0.836,0.657
6.8,6.069,0.808,0.032,0.857,0.644
6.85,6.074,0.857,-0.006,0.878,0.63
6.9,6.079,0.907,-0.037,0.899,0.615
6.95,6.084,0.957,-0.059,0.921,0.599
7.0,6.09,1.007,-0.075,0.942,0.582
7.05,6.095,1.056,-0.084,0.962,0.563
7.1,6.101,1.106,-0.087,0.982,0.544
7.15,6.106,1.156,-0.085,1.001,0.523
7.2,6.113,1.205,-0.078,1.019,0.502
7.25,6.119,1.255,-0.067,1.035,0.481
7.3,6.125,1.305,-0.053,1.05,0.458
7.35,6.132,1.354,-0.035,1.063,0.436
7.4,6.138,1.404,-0.014,1.074,0.413
7.45,6.145,1.453,0.011,1.082,0.39
7.5,6.152,1.503,0.04,1.089,0.368
7.55,6.158,1.552,0.074,1.092,0.345
7.6,6.165,1.602,0.114,1.093,0.324
7.65,6.171,1.652,0.161,1.092,0.303
7.7,6.176,1.701,0.217,1.088,0.284
7.75,6.182,1.751,0.285,1.082,0.265
7.8,6.186,1.801,0.37,1.073,0.248
7.85,6.19,1.851,0.477,1.062,0.232
7.9,6.192,1.901,0.614,1.049,0.218
7.95,6.193,1.951,0.793,1.035,0.206
8.0,6.192,2.001,1.031,1.019,0.194
8.05,6.188,2.05,1.35,1.002,0.185
8.1,6.181,2.1,1.773,0.985,0.176
8.15,6.17,2.149,2.315,0.967,0.169
8.2,6.154,2.196,2.938,0.949,0.163
8.25,6.13,2.24,3.519,0.932,0.158
8.3,6.099,2.279,3.861,0.915,0.154
8.35,6.061,2.312,3.831,0.899,0.151
8.4,6.018,2.336,3.493,0.885,0.149
8.45,5.971,2.352,3.037,0.872,0.146
8.5,5.922,2.362,2.625,0.861,0.144
8.55,5.872,2.364,2.324,0.852,0.143
8.6,5.822,2.361,2.132,0.845,0.141
8.65,5.772,2.353,2.024,0.84,0.14
8.7,5.724,2.34,1.965,0.837,0.138
8.75,5.678,2.322,1.926,0.836,0.137
8.8,5.633,2.3,1.879,0.837,0.136
8.85,5.59,2.273,1.806,0.839,0.135
8.9,5.55,2.243,1.7,0.843,0.135
8.95,5.513,2.21,1.562,0.848,0.134
9.0,5.479,2.173,1.401,0.854,0.135
9.05,5.447,2.135,1.228,0.86,0.135
9.1,5.418,2.094,1.055,0.866,0.137
9.15,5.39,2.053,0.889,0.872,0.14
9.2,5.365,2.009,0.734,0.878,0.143
9.25,5.341,1.965,0.591,0.883,0.147
9.3,5.319,1.921,0.46,0.887,0.153
9.35,5.297,1.876,0.339,0.89,0.16
9.4,5.277,1.83,0.226,0.891,0.168
9.45,5.257,1.784,0.117,0.891,0.177
9.5,5.237,1.738,0.01,0.889,0.187
9.55,5.217,1.693,-0.098,0.885,0.198
9.6,5.197,1.647,-0.208,0.879,0.211
9.65,5.176,1.601,-0.325,0.871,0.224
9.7,5.155,1.556,-0.449,0.862,0.238
9.75,5.133,1.511,-0.582,0.851,0.252
9.8,5.109,1.467,-0.723,0.838,0.267
9.85,5.084,1.424,-0.87,0.824,0.282
9.9,5.057,1.382,-1.018,0.809,0.297
9.95,5.028,1.341,-1.155,0.794,0.312
10.0,4.996,1.302,-1.27,0.777,0.327
10.05,4.963,1.265,-1.348,0.76,0.341
10.1,4.926,1.231,-1.379,0.743,0.355
10.15,4.888,1.199,-1.359,0.726,0.368
10.2,4.847,1.17,-1.293,0.708,0.38
10.25,4.805,1.144,-1.193,0.691,0.392
10.3,4.761,1.12,-1.072,0.675,0.402
10.35,4.715,1.099,-0.946,0.659,0.411
10.4,4.669,1.079,-0.823,0.644,0.419
10.45,4.622,1.062,-0.712,0.629,0.427
10.5,4.575,1.046,-0.613,0.616,0.433
10.55,4.527,1.032,-0.529,0.603,0.438
10.6,4.479,1.019,-0.458,0.59,0.442
10.65,4.43,1.007,-0.398,0.579,0.445
10.7,4.381,0.996,-0.349,0.569,0.447
10.75,4.332,0.986,-0.308,0.559,0.449
10.8,4.283,0.977,-0.273,0.55,0.45
10.85,4.234,0.968,-0.243,0.542,0.45
10.9,4.185,0.96,-0.216,0.534,0.45
10.95,4.135,0.953,-0.192,0.527,0.449
11.0,4.086,0.946,-0.169,0.521,0.448
11.05,4.036,0.939,-0.147,0.516,0.447
11.1,3.986,0.933,-0.126,0.51,0.446
11.15,3.937,0.927,-0.106,0.506,0.444
11.2,3.887,0.922,-0.087,0.502,0.443
11.25,3.837,0.916,-0.071,0.498,0.441
11.3,3.788,0.911,-0.059,0.495,0.439
11.35,3.738,0.906,-0.05,0.492,0.438
11.4,3.688,0.901,-0.047,0.49,0.437
11.45,3.638,0.896,-0.049,0.488,0.435
11.5,3.589,0.891,-0.056,0.486,0.434
11.55,3.539,0.886,-0.068,0.485,0.434
11.6,3.489,0.882,-0.083,0.484,0.433
11.65,3.439,0.878,-0.101,0.484,0.433
11.7,3.389,0.874,-0.12,0.484,0.433
11.75,3.34,0.87,-0.139,0.485,0.433
11.8,3.29,0.867,-0.157,0.485,0.434
11.85,3.24,0.864,-0.173,0.487,0.435
11.9,3.19,0.861,-0.187,0.488,0.436
11.95,3.14,0.859,-0.2,0.49,0.438
12.0,3.09,0.857,-0.209,0.493,0.44
12.05,3.04,0.856,-0.217,0.496,0.442
12.1,2.99,0.856,-0.223,0.499,0.445
12.15,2.94,0.856,-0.227,0.502,0.448
12.2,2.89,0.857,-0.229,0.506,0.451
12.25,2.84,0.858,-0.231,0.51,0.455
12.3,2.79,0.86,-0.231,0.515,0.459
12.35,2.74,0.862,-0.231,0.519,0.463
12.4,2.69,0.865,-0.23,0.524,0.467
12.45,2.64,0.868,-0.229,0.53,0.472
12.5,2.59,0.872,-0.228,0.535,0.476
12.55,2.541,0.877,-0.226,0.541,0.481
12.6,2.491,0.882,-0.225,0.547,0.486
12.65,2.441,0.888,-0.224,0.553,0.491
12.7,2.392,0.894,-0.223,0.559,0.496
12.75,2.342,0.901,-0.222,0.565,0.5
12.8,2.293,0.909,-0.222,0.572,0.505
12.85,2.243,0.917,-0.223,0.578,0.509
12.9,2.194,0.925,-0.225,0.584,0.514
12.95,2.145,0.934,-0.228,0.591,0.518
13.0,2.096,0.944,-0.235,0.597,0.521
13.05,2.047,0.954,-0.246,0.603,0.525
13.1,1.998,0.965,-0.264,0.609,0.528
13.15,1.949,0.976,-0.296,0.615,0.531
13.2,1.901,0.988,-0.358,0.621,0.533
13.25,1.853,1.001,-0.509,0.626,0.536
13.3,1.805,1.016,-1.728,0.631,0.537
13.35,1.757,1.031,-7.073,0.635,0.539
13.4,1.734,1.053,-134.538,0.64,0.54
13.45,1.783,1.049,-2.415,0.643,0.541
13.5,1.833,1.042,-0.455,0.647,0.542
13.55,1.882,1.034,0.43,0.65,0.543
13.6,1.932,1.027,2.195,0.652,0.544
13.65,1.981,1.024,722.535,0.654,0.544
13.7,1.935,1.043,2.108,0.656,0.545
13.75,1.887,1.058,0.584,0.657,0.545
13.8,1.839,1.073,0.174,0.657,0.546
13.85,1.791,1.087,0.107,0.657,0.546
13.9,1.743,1.101,0.079,0.657,0.547
13.95,1.695,1.114,0.065,0.656,0.547
14.0,1.647,1.128,0.058,0.654,0.548
14.05,1.599,1.141,0.053,0.653,0.548
14.1,1.551,1.155,0.05,0.651,0.549
14.15,1.502,1.168,0.047,0.649,0.549
14.2,1.454,1.181,0.043,0.647,0.55
14.25,1.406,1.194,0.037,0.644,0.55
14.3,1.358,1.207,0.029,0.642,0.55
14.35,1.309,1.22,0.017,0.64,0.549
14.4,1.261,1.233,0.0,0.638,0.548
14.45,1.212,1.245,-0.021,0.636,0.547
14.5,1.164,1.258,-0.048,0.634,0.546
14.55,1.116,1.271,-0.081,0.632,0.544
14.6,1.068,1.284,-0.121,0.631,0.541
14.65,1.019,1.298,-0.168,0.63,0.538
14.7,0.971,1.311,-0.222,0.63,0.535
14.75,0.923,1.326,-0.285,0.629,0.531
14.8,0.876,1.341,-0.355,0.63,0.526
14.85,0.828,1.357,-0.433,0.63,0.521
14.9,0.781,1.374,-0.517,0.631,0.516
14.95,0.735,1.392,-0.608,0.632,0.51
15.0,0.689,1.411,-0.704,0.634,0.505
15.05,0.643,1.432,-0.803,0.635,0.498
15.1,0.599,1.455,-0.902,0.637,0.492
15.15,0.556,1.48,-0.999,0.639,0.486
15.2,0.513,1.507,-1.091,0.64,0.48
15.25,0.473,1.536,-1.175,0.642,0.473
15.3,0.434,1.568,-1.247,0.644,0.467
15.35,0.397,1.602,-1.305,0.645,0.461
15.4,0.363,1.638,-1.35,0.646,0.455
15.45,0.331,1.677,-1.382,0.647,0.45
15.5,0.302,1.717,-1.403,0.648,0.444
15.55,0.276,1.76,-1.417,0.648,0.439
15.6,0.253,1.804,-1.426,0.648,0.434
15.65,0.233,1.85,-1.435,0.648,0.43
15.7,0.216,1.897,-1.447,0.647,0.426
15.75,0.203,1.945,-1.465,0.645,0.422
15.8,0.194,1.995,-1.491,0.643,0.418
15.85,0.188,2.044,-1.528,0.641,0.415
15.9,0.186,2.094,-1.575,0.638,0.412
15.95,0.188,2.144,-1.631,0.634,0.409
16.0,0.194,2.194,-1.694,0.63,0.407
16.05,0.204,2.243,-1.759,0.626,0.405
16.1,0.218,2.291,-1.821,0.621,0.403
16.15,0.237,2.337,-1.873,0.616,0.401
16.2,0.26,2.381,-1.905,0.611,0.4
16.25,0.287,2.423,-1.91,0.605,0.399
16.3,0.318,2.463,-1.883,0.599,0.399
16.35,0.352,2.499,-1.824,0.592,0.398
16.4,0.39,2.532,-1.735,0.586,0.399
16.45,0.43,2.561,-1.623,0.579,0.399
16.5,0.473,2.587,-1.495,0.573,0.4
16.55,0.518,2.61,-1.36,0.566,0.401
16.6,0.564,2.63,-1.224,0.56,0.402
16.65,0.611,2.647,-1.093,0.553,0.404
16.7,0.658,2.661,-0.969,0.547,0.406
16.75,0.707,2.673,-0.855,0.542,0.408
16.8,0.756,2.683,-0.751,0.536,0.411
16.85,0.805,2.691,-0.658,0.531,0.414
16.9,0.855,2.697,-0.575,0.527,0.417
16.95,0.905,2.702,-0.502,0.523,0.421
17.0,0.955,2.706,-0.437,0.52,0.424
17.05,1.005,2.708,-0.381,0.517,0.428
17.1,1.055,2.71,-0.332,0.515,0.432
17.15,1.105,2.711,-0.29,0.514,0.436
17.2,1.155,2.711,-0.255,0.513,0.44
17.25,1.205,2.711,-0.225,0.513,0.444
17.3,1.254,2.71,-0.2,0.514,0.449
17.35,1.304,2.708,-0.181,0.515,0.453
17.4,1.354,2.706,-0.167,0.516,0.457
17.45,1.404,2.704,-0.157,0.519,0.461
17.5,1.454,2.701,-0.151,0.522,0.465
17.55,1.504,2.698,-0.149,0.525,0.469
17.6,1.554,2.694,-0.152,0.529,0.473
17.65,1.604,2.69,-0.158,0.534,0.476
17.7,1.654,2.686,-0.169,0.539,0.48
17.75,1.704,2.681,-0.184,0.544,0.482
17.8,1.753,2.676,-0.203,0.55,0.485
17.85,1.803,2.67,-0.226,0.556,0.487
17.9,1.853,2.664,-0.256,0.562,0.489
17.95,1.902,2.657,-0.291,0.568,0.491
18.0,1.951,2.65,-0.334,0.575,0.492
18.05,2.001,2.641,-0.388,0.581,0.493
18.1,2.05,2.632,-0.457,0.587,0.493
18.15,2.099,2.622,-0.55,0.594,0.492
18.2,2.147,2.61,-0.684,0.6,0.491
18.25,2.196,2.596,-0.904,0.605,0.49
18.3,2.243,2.581,-1.356,0.611,0.488
18.35,2.29,2.563,-3.282,0.616,0.485
18.4,2.334,2.54,-8.54,0.62,0.482
18.45,2.363,2.502,-55.296,0.624,0.479
18.5,2.318,2.486,-7.848,0.627,0.475
18.55,2.268,2.486,-2.807,0.63,0.471
18.6,2.218,2.492,-0.998,0.632,0.467
18.65,2.169,2.499,-0.551,0.633,0.462
18.7,2.12,2.507,-0.328,0.634,0.457
18.75,2.071,2.517,-0.189,0.633,0.452
18.8,2.022,2.526,-0.093,0.633,0.447
18.85,1.973,2.536,-0.02,0.631,0.442
18.9,1.924,2.546,0.036,0.629,0.437
18.95,1.875,2.556,0.081,0.627,0.433
19.0,1.825,2.566,0.117,0.624,0.428
19.05,1.776,2.575,0.145,0.621,0.424
19.1,1.727,2.585,0.168,0.618,0.419
19.15,1.678,2.593,0.185,0.615,0.415
19.2,1.629,2.601,0.197,0.611,0.411
19.25,1.579,2.609,0.207,0.608,0.408
19.3,1.53,2.616,0.213,0.605,0.404
19.35,1.48,2.623,0.218,0.602,0.401
19.4,1.431,2.629,0.223,0.6,0.398
19.45,1.381,2.635,0.229,0.598,0.395
19.5,1.331,2.64,0.241,0.596,0.392
19.55,1.281,2.644,0.264,0.595,0.39
19.6,1.231,2.648,0.319,0.595,0.387
19.65,1.182,2.651,0.533,0.595,0.385
19.7,1.132,2.653,1.627,0.596,0.383
19.75,1.082,2.652,268.236,0.597,0.381
19.8,1.114,2.64,3.533,0.599,0.379
19.85,1.164,2.633,0.823,0.602,0.377
19.9,1.213,2.626,0.057,0.606,0.375
19.95,1.263,2.62,-0.049,0.61,0.374
20.0,1.312,2.613,-0.107,0.615,0.373
20.05,1.362,2.606,-0.148,0.62,0.372
20.1,1.411,2.599,-0.182,0.625,0.371
20.15,1.461,2.591,-0.21,0.631,0.37
20.2,1.51,2.583,-0.235,0.638,0.37
20.25,1.559,2.574,-0.257,0.644,0.369
20.3,1.608,2.565,-0.275,0.651,0.37
20.35,1.657,2.554,-0.291,0.658,0.37
20.4,1.706,2.544,-0.302,0.664,0.371
20.45,1.755,2.532,-0.309,0.67,0.372
20.5,1.803,2.52,-0.312,0.676,0.374
20.55,1.851,2.506,-0.311,0.681,0.376
20.6,1.899,2.492,-0.305,0.685,0.379
20.65,1.947,2.478,-0.294,0.689,0.381
20.7,1.995,2.463,-0.28,0.691,0.385
20.75,2.042,2.447,-0.261,0.693,0.389
20.8,2.089,2.43,-0.238,0.693,0.393
20.85,2.136,2.413,-0.213,0.692,0.397
20.9,2.183,2.395,-0.184,0.689,0.402
20.95,2.23,2.377,-0.153,0.685,0.407
21.0,2.276,2.359,-0.121,0.679,0.412
21.05,2.323,2.34,-0.087,0.672,0.418
21.1,2.369,2.321,-0.052,0.664,0.423
21.15,2.415,2.302,-0.016,0.654,0.428
21.2,2.461,2.283,0.02,0.643,0.434
21.25,2.508,2.264,0.056,0.63,0.439
21.3,2.554,2.245,0.093,0.617,0.444
21.35,2.6,2.226,0.13,0.602,0.448
21.4,2.647,2.208,0.167,0.587,0.453
21.45,2.693,2.19,0.204,0.571,0.456
21.5,2.74,2.172,0.241,0.555,0.459
21.55,2.787,2.155,0.278,0.539,0.462
21.6,2.834,2.139,0.315,0.523,0.464
21.65,2.882,2.123,0.351,0.507,0.465
21.7,2.93,2.108,0.387,0.492,0.466
21.75,2.978,2.095,0.423,0.478,0.466
21.8,3.026,2.082,0.457,0.464,0.465
21.85,3.075,2.07,0.49,0.452,0.464
21.9,3.124,2.06,0.52,0.441,0.462
21.95,3.173,2.05,0.549,0.432,0.459
22.0,3.222,2.042,0.574,0.425,0.456
22.05,3.272,2.036,0.596,0.419,0.452
22.1,3.321,2.031,0.613,0.415,0.448
22.15,3.371,2.028,0.625,0.413,0.443
22.2,3.421,2.026,0.633,0.413,0.438
22.25,3.471,2.026,0.634,0.415,0.432
22.3,3.521,2.027,0.63,0.418,0.426
22.35,3.571,2.03,0.62,0.424,0.42
22.4,3.621,2.034,0.604,0.431,0.414
22.45,3.671,2.04,0.582,0.439,0.407
22.5,3.72,2.047,0.556,0.449,0.401
22.55,3.769,2.056,0.525,0.46,0.395
22.6,3.818,2.066,0.491,0.472,0.389
22.65,3.867,2.078,0.454,0.485,0.383
22.7,3.915,2.09,0.415,0.499,0.378
22.75,3.964,2.103,0.374,0.512,0.373
22.8,4.012,2.118,0.333,0.526,0.368
22.85,4.059,2.133,0.293,0.54,0.364
22.9,4.107,2.148,0.252,0.553,0.36
22.95,4.154,2.165,0.214,0.566,0.357
23.0,4.201,2.182,0.177,0.579,0.354
23.05,4.248,2.199,0.142,0.59,0.352
23.1,4.295,2.216,0.11,0.601,0.35
23.15,4.341,2.234,0.081,0.61,0.349
23.2,4.388,2.252,0.056,0.619,0.349
23.25,4.435,2.27,0.034,0.627,0.348
23.3,4.481,2.289,0.018,0.634,0.349
23.35,4.528,2.307,0.007,0.64,0.349
23.4,4.574,2.325,0.006,0.644,0.35
23.45,4.621,2.344,0.021,0.648,0.352
23.5,4.667,2.362,0.079,0.652,0.353
23.55,4.714,2.38,0.713,0.654,0.355
23.6,4.76,2.399,3.113,0.656,0.358
23.65,4.789,2.418,281.76,0.657,0.36
23.7,4.741,2.406,1.453,0.658,0.363
23.75,4.693,2.392,0.434,0.659,0.366
23.8,4.645,2.377,0.202,0.658,0.369
23.85,4.598,2.361,0.122,0.658,0.372
23.9,4.55,2.346,0.064,0.657,0.376
23.95,4.503,2.33,0.009,0.656,0.379
24.0,4.455,2.314,-0.051,0.654,0.383
24.05,4.408,2.298,-0.126,0.652,0.387
24.1,4.36,2.283,-0.227,0.649,0.392
24.15,4.313,2.268,-0.379,0.646,0.396
24.2,4.265,2.254,-0.648,0.643,0.4
24.25,4.216,2.241,-1.287,0.639,0.405
24.3,4.167,2.231,-4.371,0.634,0.409
24.35,4.117,2.227,-15.131,0.629,0.414
24.4,4.087,2.255,-34.956,0.624,0.418
24.45,4.119,2.293,-6.458,0.618,0.423
24.5,4.16,2.323,-2.459,0.612,0.427
24.55,4.202,2.348,-1.394,0.606,0.431
24.6,4.247,2.371,-1.051,0.599,0.435
24.65,4.293,2.391,-0.875,0.592,0.438
24.7,4.339,2.41,-0.766,0.584,0.441
24.75,4.386,2.427,-0.689,0.576,0.444
24.8,4.434,2.442,-0.629,0.569,0.446
24.85,4.482,2.455,-0.578,0.561,0.448
24.9,4.53,2.467,-0.533,0.553,0.45
24.95,4.579,2.478,-0.492,0.545,0.451
25.0,4.628,2.488,-0.453,0.537,0.452
25.05,4.678,2.497,-0.416,0.529,0.452
25.1,4.727,2.504,-0.381,0.521,0.453
25.15,4.777,2.511,-0.347,0.514,0.453
25.2,4.826,2.517,-0.314,0.506,0.452
25.25,4.876,2.522,-0.282,0.499,0.452
25.3,4.926,2.526,-0.251,0.493,0.451
25.35,4.976,2.529,-0.222,0.487,0.45
25.4,5.026,2.533,-0.195,0.481,0.45
25.45,5.075,2.535,-0.168,0.475,0.449
25.5,5.125,2.537,-0.142,0.47,0.449
25.55,5.175,2.539,-0.117,0.466,0.449
25.6,5.225,2.541,-0.091,0.461,0.449
25.65,5.275,2.542,-0.066,0.458,0.449
25.7,5.325,2.543,-0.038,0.454,0.45
25.75,5.375,2.544,-0.008,0.451,0.452
25.8,5.425,2.545,0.026,0.449,0.453
25.85,5.475,2.546,0.067,0.447,0.456
25.9,5.525,2.548,0.117,0.446,0.458
25.95,5.575,2.549,0.18,0.445,0.462
26.0,5.625,2.551,0.26,0.444,0.465
26.05,5.675,2.554,0.363,0.444,0.47
26.1,5.725,2.557,0.497,0.444,0.474
26.15,5.775,2.562,0.67,0.444,0.479
26.2,5.824,2.568,0.89,0.444,0.485
26.25,5.874,2.577,1.16,0.445,0.49
26.3,5.922,2.588,1.474,0.446,0.496
26.35,5.97,2.603,1.808,0.448,0.503
26.4,6.016,2.622,2.114,0.449,0.509
26.45,6.06,2.646,2.33,0.451,0.515
26.5,6.101,2.675,2.407,0.453,0.521
26.55,6.138,2.709,2.338,0.455,0.528
26.6,6.17,2.747,2.159,0.457,0.534
26.65,6.199,2.788,1.924,0.459,0.539
26.7,6.223,2.831,1.683,0.461,0.545
26.75,6.244,2.877,1.465,0.463,0.55
26.8,6.261,2.924,1.282,0.466,0.555
26.85,6.275,2.972,1.135,0.468,0.56
26.9,6.286,3.021,1.021,0.47,0.564
26.95,6.295,3.07,0.937,0.472,0.568
27.0,6.302,3.119,0.877,0.474,0.571
27.05,6.307,3.169,0.838,0.476,0.574
27.1,6.309,3.219,0.818,0.477,0.576
27.15,6.309,3.269,0.814,0.478,0.577
27.2,6.308,3.319,0.825,0.479,0.578
27.25,6.304,3.369,0.85,0.48,0.578
27.3,6.298,3.419,0.891,0.481,0.578
27.35,6.29,3.468,0.946,0.481,0.577
27.4,6.28,3.517,1.018,0.481,0.575
27.45,6.267,3.565,1.107,0.48,0.572
27.5,6.252,3.613,1.216,0.479,0.569
27.55,6.233,3.659,1.346,0.478,0.565
27.6,6.212,3.704,1.497,0.476,0.56
27.65,6.187,3.748,1.665,0.474,0.555
27.7,6.159,3.789,1.842,0.472,0.549
27.75,6.127,3.828,2.01,0.47,0.543
27.8,6.092,3.863,2.143,0.467,0.536
27.85,6.053,3.894,2.208,0.465,0.529
27.9,6.01,3.92,2.182,0.462,0.522
27.95,5.965,3.942,2.061,0.459,0.515
28.0,5.918,3.959,1.86,0.457,0.507
28.05,5.87,3.971,1.612,0.454,0.5
28.1,5.82,3.98,1.349,0.452,0.493
28.15,5.771,3.985,1.096,0.45,0.486
28.2,5.721,3.987,0.864,0.448,0.48
