s,x,y,kappa,n_l,n_r
4.5,4.548,0.678,0.47,0.639,0.942
4.6,4.634,0.729,0.519,0.667,0.975
4.7,4.717,0.785,0.568,0.647,1.024
4.8,4.797,0.845,0.614,0.659,1.107
4.9,4.873,0.91,0.654,0.639,1.187
5.0,4.944,0.98,0.685,0.661,1.307
5.1,5.011,1.055,0.704,0.615,1.386
5.2,5.072,1.134,0.709,0.62,1.323
5.3,5.127,1.217,0.701,0.632,1.209
5.4,5.176,1.304,0.68,0.596,1.122
5.5,5.219,1.395,0.65,0.592,1.059
5.6,5.257,1.487,0.613,0.572,1.013
5.7,5.288,1.582,0.573,0.58,0.986
5.8,5.314,1.679,0.535,0.588,0.945
5.9,5.335,1.777,0.499,0.572,0.883
6.0,5.351,1.875,0.469,0.56,0.85
6.1,5.362,1.975,0.445,0.542,0.811
6.2,5.369,2.075,0.429,0.549,0.79
6.3,5.371,2.175,0.421,0.539,0.766
6.4,5.37,2.275,0.423,0.527,0.759
6.5,5.364,2.374,0.434,0.513,0.736
6.6,5.354,2.474,0.457,0.495,0.725
6.7,5.339,2.573,0.493,0.468,0.704
6.8,5.32,2.671,0.543,0.479,0.721
6.9,5.295,2.768,0.609,0.458,0.721
7.0,5.265,2.863,0.693,0.463,0.768
7.1,5.228,2.956,0.794,0.441,0.827
7.2,5.183,3.046,0.909,0.47,0.879
7.3,5.131,3.131,1.027,0.465,0.996
7.4,5.07,3.21,1.131,0.495,1.175
7.5,5.001,3.282,1.201,0.492,1.396
7.6,4.924,3.346,1.216,0.477,1.501
7.7,4.839,3.399,1.172,0.485,1.356
7.8,4.749,3.441,1.079,0.487,1.099
7.9,4.654,3.474,0.958,0.49,0.926
8.0,4.557,3.498,0.831,0.494,0.826
8.1,4.458,3.513,0.713,0.509,0.77
8.2,4.359,3.521,0.611,0.529,0.738
8.3,4.259,3.524,0.53,0.556,0.734
8.4,4.159,3.521,0.468,0.563,0.643
8.5,4.059,3.513,0.425,0.583,0.648
8.6,3.96,3.501,0.397,0.584,0.663
8.7,3.861,3.486,0.384,0.569,0.69
8.8,3.763,3.466,0.384,0.587,0.708
8.9,3.665,3.443,0.396,0.593,0.744
9.0,3.569,3.416,0.417,0.567,0.78
9.1,3.474,3.385,0.448,0.585,0.814
9.2,3.38,3.35,0.485,0.568,0.85
9.3,3.289,3.31,0.525,0.576,0.89
9.4,3.199,3.266,0.564,0.584,0.959
9.5,3.112,3.216,0.597,0.589,1.038
9.6,3.028,3.162,0.618,0.602,1.097
9.7,2.948,3.102,0.622,0.586,1.186
9.8,2.872,3.038,0.604,0.606,1.264
9.9,2.799,2.969,0.563,0.608,1.386
10.0,2.731,2.896,0.501,0.644,1.415
10.1,2.667,2.819,0.421,0.649,1.371
10.2,2.605,2.74,0.328,0.661,1.177
10.3,2.547,2.659,0.225,0.692,1.02
10.4,2.49,2.577,0.115,0.703,0.916
10.5,2.434,2.494,0.001,0.751,0.839
10.6,2.379,2.411,-0.119,0.809,0.769
10.7,2.322,2.328,-0.246,0.882,0.715
10.8,2.263,2.247,-0.38,0.957,0.664
10.9,2.202,2.169,-0.524,1.052,0.615
11.0,2.136,2.093,-0.68,1.213,0.558
11.1,2.065,2.022,-0.847,1.304,0.491
11.2,1.989,1.958,-1.022,1.188,0.373
11.3,1.906,1.901,-1.198,1.094,0.346
11.4,1.818,1.855,-1.358,1.05,0.321
11.5,1.724,1.822,-1.481,1.02,0.323
11.6,1.626,1.803,-1.545,1.016,0.317
11.7,1.526,1.799,-1.533,1.047,0.329
11.8,1.426,1.811,-1.444,1.129,0.333
11.9,1.33,1.837,-1.293,1.262,0.349
12.0,1.238,1.875,-1.103,1.452,0.38
12.1,1.15,1.924,-0.897,1.294,0.448
12.2,1.068,1.98,-0.691,1.136,0.539
12.3,0.989,2.042,-0.493,1.009,0.615
12.4,0.913,2.107,-0.304,0.91,0.743
12.5,0.84,2.175,-0.125,0.827,0.819
12.6,0.767,2.243,0.049,0.753,0.9
12.7,0.694,2.312,0.218,0.713,1.014
12.8,0.619,2.378,0.385,0.654,1.101
12.9,0.542,2.442,0.548,0.616,1.277
13.0,0.462,2.501,0.702,0.586,1.412
13.1,0.377,2.555,0.84,0.583,1.477
13.2,0.289,2.601,0.955,0.553,1.318
13.3,0.196,2.639,1.043,0.554,1.184
13.4,0.1,2.666,1.103,0.547,1.074
13.5,0.001,2.683,1.141,0.537,1.026
13.6,-0.099,2.688,1.165,0.535,0.99
13.7,-0.198,2.682,1.184,0.528,1.004
13.8,-0.297,2.664,1.204,0.516,1.044
13.9,-0.392,2.634,1.227,0.504,1.084
14.0,-0.483,2.593,1.25,0.504,1.137
14.1,-0.569,2.541,1.265,0.474,1.189
14.2,-0.647,2.478,1.262,0.46,1.279
14.3,-0.716,2.406,1.234,0.46,1.329
14.4,-0.776,2.326,1.177,0.427,1.265
14.5,-0.826,2.24,1.095,0.417,1.117
14.6,-0.866,2.148,0.997,0.41,1.018
14.7,-0.897,2.053,0.893,0.382,0.913
14.8,-0.92,1.956,0.791,0.384,0.852
14.9,-0.934,1.857,0.698,0.38,0.796
15.0,-0.942,1.757,0.616,0.39,0.751
15.1,-0.944,1.657,0.547,0.391,0.729
15.2,-0.94,1.557,0.492,0.418,0.714
15.3,-0.931,1.458,0.448,0.425,0.712
15.4,-0.918,1.358,0.416,0.436,0.687
15.5,-0.901,1.26,0.394,0.447,0.659
15.6,-0.88,1.162,0.382,0.46,0.639
15.7,-0.855,1.065,0.381,0.454,0.614
15.8,-0.827,0.969,0.389,0.456,0.635
15.9,-0.794,0.875,0.406,0.454,0.662
16.0,-0.759,0.781,0.434,0.443,0.657
16.1,-0.719,0.69,0.472,0.448,0.659
16.2,-0.675,0.6,0.52,0.452,0.697
16.3,-0.626,0.513,0.577,0.447,0.811
16.4,-0.572,0.428,0.642,0.448,0.835
16.5,-0.513,0.347,0.712,0.45,0.902
16.6,-0.449,0.271,0.78,0.445,1.017
16.7,-0.378,0.2,0.838,0.435,1.133
16.8,-0.302,0.135,0.877,0.43,1.284
16.9,-0.221,0.077,0.89,0.412,1.279
17.0,-0.135,0.027,0.874,0.406,1.14
17.1,-0.044,-0.016,0.638,0.384,1.016
17.2,0.05,-0.051,0.417,0.388,0.914
