s,x,y,kappa,n_l,n_r
6.0,5.702,1.194,0.647,0.514,0.98
6.1,5.745,1.284,0.648,0.517,0.987
6.2,5.782,1.377,0.647,0.521,0.994
6.3,5.813,1.472,0.645,0.525,1.001
6.4,5.839,1.569,0.643,0.529,1.008
6.5,5.857,1.667,0.642,0.534,1.014
6.6,5.87,1.766,0.643,0.539,1.019
6.7,5.876,1.866,0.647,0.545,1.024
6.8,5.876,1.966,0.653,0.551,1.029
6.9,5.869,2.066,0.664,0.558,1.033
7.0,5.855,2.165,0.68,0.565,1.037
7.1,5.835,2.263,0.702,0.572,1.04
7.2,5.808,2.359,0.729,0.579,1.042
7.3,5.774,2.453,0.764,0.587,1.043
7.4,5.733,2.544,0.806,0.594,1.043
7.5,5.685,2.632,0.854,0.602,1.042
7.6,5.629,2.715,0.907,0.61,1.04
7.7,5.567,2.793,0.961,0.617,1.036
7.8,5.497,2.864,1.011,0.625,1.03
7.9,5.42,2.928,1.05,0.632,1.022
8.0,5.337,2.984,1.072,0.638,1.013
8.1,5.248,3.03,1.069,0.645,1.002
8.2,5.155,3.067,1.039,0.65,0.989
8.3,5.059,3.093,0.983,0.656,0.974
8.4,4.96,3.11,0.906,0.661,0.957
8.5,4.861,3.118,0.816,0.665,0.938
8.6,4.761,3.118,0.719,0.669,0.918
8.7,4.661,3.11,0.623,0.673,0.896
8.8,4.562,3.097,0.531,0.676,0.873
8.9,4.464,3.078,0.444,0.679,0.848
9.0,4.366,3.055,0.365,0.682,0.823
9.1,4.27,3.028,0.293,0.684,0.798
9.2,4.174,2.999,0.227,0.686,0.771
9.3,4.079,2.967,0.167,0.688,0.745
9.4,3.985,2.934,0.111,0.691,0.719
9.5,3.891,2.9,0.059,0.693,0.693
9.6,3.797,2.865,0.01,0.695,0.668
9.7,3.704,2.83,-0.036,0.698,0.643
9.8,3.61,2.796,-0.081,0.7,0.62
9.9,3.516,2.762,-0.125,0.703,0.597
10.0,3.421,2.729,-0.168,0.706,0.576
10.1,3.326,2.698,-0.211,0.709,0.557
10.2,3.23,2.669,-0.253,0.712,0.539
10.3,3.134,2.643,-0.294,0.714,0.523
10.4,3.037,2.619,-0.334,0.717,0.51
10.5,2.939,2.599,-0.373,0.719,0.498
10.6,2.84,2.582,-0.409,0.72,0.488
10.7,2.741,2.569,-0.44,0.721,0.481
10.8,2.641,2.561,-0.465,0.721,0.476
10.9,2.541,2.557,-0.483,0.721,0.473
11.0,2.442,2.559,-0.492,0.719,0.472
11.1,2.342,2.565,-0.491,0.716,0.474
11.2,2.242,2.576,-0.479,0.713,0.479
11.3,2.144,2.592,-0.457,0.708,0.485
11.4,2.046,2.612,-0.427,0.702,0.494
11.5,1.949,2.636,-0.388,0.696,0.505
11.6,1.853,2.665,-0.344,0.688,0.518
11.7,1.758,2.696,-0.295,0.68,0.532
11.8,1.664,2.731,-0.243,0.67,0.549
11.9,1.571,2.767,-0.189,0.661,0.567
12.0,1.479,2.806,-0.135,0.65,0.586
12.1,1.387,2.845,-0.08,0.64,0.606
12.2,1.295,2.886,-0.025,0.63,0.628
12.3,1.204,2.926,0.029,0.619,0.65
12.4,1.112,2.967,0.084,0.609,0.672
12.5,1.021,3.006,0.138,0.599,0.695
12.6,0.928,3.045,0.193,0.59,0.718
12.7,0.835,3.081,0.247,0.581,0.74
12.8,0.741,3.115,0.302,0.573,0.762
12.9,0.646,3.147,0.358,0.566,0.783
13.0,0.55,3.175,0.415,0.56,0.803
13.1,0.453,3.199,0.474,0.554,0.823
13.2,0.355,3.218,0.535,0.55,0.84
13.3,0.256,3.232,0.599,0.546,0.857
13.4,0.156,3.24,0.666,0.542,0.871
13.5,0.056,3.242,0.736,0.54,0.884
13.6,-0.043,3.236,0.81,0.538,0.894
13.7,-0.142,3.222,0.884,0.536,0.903
13.8,-0.24,3.199,0.955,0.535,0.91
13.9,-0.335,3.167,1.019,0.534,0.914
14.0,-0.426,3.126,1.066,0.533,0.917
14.1,-0.512,3.075,1.091,0.532,0.917
14.2,-0.592,3.015,1.088,0.531,0.915
14.3,-0.665,2.947,1.054,0.53,0.912
14.4,-0.73,2.871,0.996,0.529,0.907
14.5,-0.787,2.789,0.918,0.527,0.901
14.6,-0.837,2.702,0.832,0.525,0.893
14.7,-0.879,2.612,0.744,0.523,0.885
14.8,-0.915,2.518,0.661,0.521,0.876
14.9,-0.944,2.422,0.586,0.518,0.866
15.0,-0.967,2.325,0.521,0.515,0.857
15.1,-0.986,2.227,0.466,0.512,0.847
15.2,-1.0,2.128,0.423,0.508,0.838
15.3,-1.009,2.028,0.39,0.505,0.829
15.4,-1.015,1.929,0.367,0.501,0.821
15.5,-1.018,1.829,0.353,0.497,0.815
15.6,-1.016,1.729,0.349,0.493,0.809
15.7,-1.012,1.629,0.354,0.489,0.804
15.8,-1.003,1.529,0.368,0.485,0.8
15.9,-0.991,1.43,0.392,0.482,0.797
16.0,-0.976,1.331,0.425,0.479,0.796
16.1,-0.956,1.233,0.469,0.476,0.795
16.2,-0.931,1.136,0.521,0.474,0.795
16.3,-0.902,1.041,0.583,0.472,0.795
16.4,-0.867,0.947,0.65,0.471,0.796
16.5,-0.826,0.856,0.719,0.47,0.797
16.6,-0.779,0.768,0.784,0.471,0.797
16.7,-0.724,0.683,0.837,0.471,0.798
16.8,-0.663,0.604,0.872,0.473,0.798
16.9,-0.596,0.531,0.881,0.475,0.797
17.0,-0.522,0.464,0.864,0.478,0.796
17.1,-0.442,0.403,0.823,0.482,0.794
17.2,-0.358,0.349,0.764,0.486,0.791
17.3,-0.27,0.302,0.694,0.491,0.787
17.4,-0.178,0.261,0.483,0.496,0.782
17.5,-0.085,0.226,0.309,0.502,0.777
