s,x,y,kappa,n_l,n_r
7.2,-2.901,5.668,0.564,0.741,0.888
7.3,-2.981,5.728,0.628,0.746,0.943
7.4,-3.064,5.783,0.685,0.749,0.998
7.5,-3.152,5.832,0.735,0.748,1.042
7.6,-3.242,5.874,0.778,0.744,1.066
7.7,-3.336,5.909,0.814,0.737,1.061
7.8,-3.432,5.937,0.84,0.726,1.026
7.9,-3.53,5.956,0.853,0.711,0.966
8.0,-3.629,5.967,0.847,0.694,0.896
8.1,-3.729,5.969,0.816,0.676,0.827
8.2,-3.829,5.963,0.756,0.656,0.769
8.3,-3.928,5.95,0.672,0.634,0.725
8.4,-4.026,5.93,0.577,0.613,0.692
8.5,-4.123,5.904,0.488,0.591,0.667
8.6,-4.218,5.873,0.417,0.571,0.645
8.7,-4.312,5.839,0.364,0.551,0.625
8.8,-4.404,5.801,0.327,0.533,0.608
8.9,-4.496,5.761,0.302,0.517,0.595
9.0,-4.586,5.717,0.286,0.504,0.587
9.1,-4.675,5.671,0.278,0.495,0.586
9.2,-4.762,5.623,0.277,0.489,0.59
9.3,-4.848,5.572,0.282,0.488,0.598
9.4,-4.933,5.519,0.293,0.49,0.609
9.5,-5.016,5.464,0.311,0.495,0.62
9.6,-5.098,5.405,0.336,0.501,0.628
9.7,-5.177,5.345,0.369,0.508,0.634
9.8,-5.254,5.281,0.411,0.515,0.639
9.9,-5.328,5.214,0.46,0.519,0.645
10.0,-5.4,5.144,0.513,0.522,0.655
10.1,-5.467,5.07,0.568,0.521,0.669
10.2,-5.531,4.993,0.618,0.519,0.685
10.3,-5.589,4.912,0.658,0.515,0.702
10.4,-5.642,4.827,0.687,0.509,0.715
10.5,-5.689,4.738,0.704,0.502,0.721
10.6,-5.729,4.647,0.712,0.494,0.72
10.7,-5.763,4.553,0.714,0.484,0.717
10.8,-5.79,4.457,0.715,0.473,0.716
10.9,-5.811,4.359,0.715,0.459,0.721
11.0,-5.824,4.26,0.716,0.442,0.729
11.1,-5.83,4.16,0.716,0.423,0.738
11.2,-5.828,4.06,0.713,0.402,0.748
11.3,-5.82,3.96,0.706,0.38,0.758
11.4,-5.805,3.862,0.693,0.358,0.765
11.5,-5.783,3.764,0.673,0.336,0.765
11.6,-5.754,3.668,0.644,0.318,0.758
11.7,-5.719,3.574,0.609,0.304,0.741
11.8,-5.679,3.483,0.569,0.297,0.717
11.9,-5.633,3.394,0.525,0.299,0.691
12.0,-5.583,3.308,0.478,0.309,0.665
12.1,-5.529,3.224,0.432,0.327,0.644
12.2,-5.471,3.142,0.386,0.35,0.629
12.3,-5.41,3.063,0.342,0.377,0.621
12.4,-5.346,2.986,0.299,0.406,0.621
12.5,-5.28,2.91,0.259,0.435,0.627
12.6,-5.213,2.837,0.221,0.463,0.637
12.7,-5.143,2.765,0.184,0.49,0.649
12.8,-5.072,2.694,0.148,0.515,0.661
12.9,-5.001,2.625,0.112,0.539,0.67
13.0,-4.928,2.556,0.076,0.561,0.676
13.1,-4.855,2.488,0.039,0.582,0.677
13.2,-4.782,2.42,0.001,0.602,0.674
13.3,-4.708,2.352,-0.04,0.623,0.667
13.4,-4.635,2.283,-0.084,0.646,0.655
13.5,-4.563,2.215,-0.131,0.674,0.641
13.6,-4.491,2.145,-0.182,0.705,0.624
13.7,-4.421,2.074,-0.235,0.738,0.606
13.8,-4.352,2.001,-0.29,0.771,0.588
13.9,-4.285,1.926,-0.345,0.801,0.569
14.0,-4.222,1.849,-0.4,0.822,0.55
14.1,-4.161,1.77,-0.45,0.834,0.533
14.2,-4.104,1.688,-0.492,0.835,0.518
14.3,-4.051,1.603,-0.524,0.826,0.505
14.4,-4.002,1.516,-0.542,0.811,0.497
14.5,-3.959,1.426,-0.545,0.794,0.492
14.6,-3.92,1.333,-0.532,0.779,0.493
14.7,-3.886,1.239,-0.505,0.768,0.497
14.8,-3.858,1.144,-0.466,0.761,0.506
14.9,-3.833,1.047,-0.416,0.756,0.519
15.0,-3.813,0.949,-0.359,0.751,0.534
15.1,-3.797,0.85,-0.297,0.743,0.553
15.2,-3.783,0.751,-0.232,0.73,0.576
15.3,-3.771,0.652,-0.164,0.713,0.603
15.4,-3.762,0.552,-0.095,0.694,0.635
15.5,-3.753,0.452,-0.026,0.674,0.672
15.6,-3.744,0.353,0.044,0.654,0.712
15.7,-3.735,0.253,0.113,0.636,0.751
15.8,-3.725,0.154,0.181,0.62,0.786
15.9,-3.713,0.054,0.248,0.604,0.814
16.0,-3.699,-0.045,0.314,0.589,0.831
16.1,-3.681,-0.143,0.379,0.577,0.838
16.2,-3.66,-0.241,0.443,0.569,0.835
16.3,-3.635,-0.337,0.506,0.565,0.825
16.4,-3.604,-0.433,0.569,0.568,0.81
16.5,-3.569,-0.526,0.632,0.577,0.794
16.6,-3.527,-0.617,0.695,0.589,0.782
16.7,-3.479,-0.705,0.758,0.605,0.778
16.8,-3.425,-0.789,0.823,0.622,0.787
16.9,-3.364,-0.868,0.89,0.638,0.81
17.0,-3.296,-0.941,0.959,0.652,0.849
17.1,-3.222,-1.008,1.034,0.663,0.903
17.2,-3.141,-1.067,1.115,0.672,0.973
17.3,-3.054,-1.116,1.205,0.677,1.049
17.4,-2.961,-1.154,1.3,0.679,1.122
17.5,-2.865,-1.181,1.389,0.68,1.179
17.6,-2.766,-1.193,1.459,0.68,1.216
17.7,-2.666,-1.191,1.488,0.679,1.233
17.8,-2.567,-1.174,1.461,0.677,1.231
17.9,-2.473,-1.142,1.373,0.671,1.204
18.0,-2.383,-1.098,1.233,0.661,1.15
18.1,-2.299,-1.043,1.061,0.644,1.068
18.2,-2.222,-0.98,0.877,0.623,0.968
18.3,-2.151,-0.91,0.695,0.6,0.864
18.4,-2.085,-0.835,0.522,0.578,0.769
18.5,-2.022,-0.757,0.358,0.564,0.685
18.6,-1.963,-0.676,0.201,0.561,0.611
18.7,-1.905,-0.595,0.044,0.572,0.544
18.8,-1.847,-0.513,-0.119,0.598,0.488
18.9,-1.789,-0.432,-0.297,0.64,0.45
19.0,-1.728,-0.352,-0.501,0.695,0.432
19.1,-1.663,-0.276,-0.739,0.763,0.432
19.2,-1.593,-0.205,-1.011,0.836,0.443
19.3,-1.517,-0.141,-1.292,0.901,0.461
19.4,-1.432,-0.087,-1.522,0.94,0.483
19.5,-1.34,-0.048,-1.613,0.936,0.507
19.6,-1.243,-0.024,-1.506,0.887,0.531
19.7,-1.144,-0.015,-1.227,0.807,0.55
19.8,-1.044,-0.019,-0.858,0.715,0.561
19.9,-0.945,-0.031,-0.489,0.631,0.561
20.0,-0.846,-0.049,-0.178,0.562,0.551
20.1,-0.748,-0.067,0.03,0.511,0.535
20.2,-0.65,-0.085,0.106,0.48,0.517
20.3,-0.551,-0.102,0.069,0.468,0.505
20.4,-0.452,-0.117,0.059,0.477,0.506
20.5,-0.354,-0.133,0.093,0.504,0.529
20.6,-0.255,-0.147,0.098,0.539,0.577
