s,x,y,kappa,n_l,n_r
11.4,-2.437,2.313,0.015,0.672,0.678
11.5,-2.523,2.262,0.017,0.665,0.675
11.6,-2.609,2.21,0.019,0.66,0.664
11.7,-2.694,2.159,0.022,0.659,0.66
11.8,-2.78,2.107,0.025,0.654,0.671
11.9,-2.866,2.056,0.029,0.653,0.672
12.0,-2.951,2.003,0.033,0.655,0.669
12.1,-3.036,1.951,0.038,0.649,0.674
12.2,-3.121,1.898,0.043,0.65,0.685
12.3,-3.206,1.845,0.049,0.644,0.687
12.4,-3.29,1.792,0.055,0.651,0.693
12.5,-3.375,1.738,0.063,0.646,0.692
12.6,-3.459,1.684,0.073,0.653,0.695
12.7,-3.542,1.629,0.085,0.654,0.706
12.8,-3.625,1.573,0.102,0.662,0.699
12.9,-3.708,1.516,0.124,0.661,0.704
13.0,-3.789,1.459,0.155,0.673,0.714
13.1,-3.87,1.4,0.195,0.699,0.735
13.2,-3.95,1.34,0.248,0.717,0.741
13.3,-4.028,1.277,0.313,0.751,0.777
13.4,-4.105,1.213,0.385,0.764,0.79
13.5,-4.178,1.145,0.461,0.781,0.845
13.6,-4.249,1.074,0.532,0.788,0.874
13.7,-4.315,1.0,0.596,0.812,0.918
13.8,-4.377,0.921,0.652,0.811,0.962
13.9,-4.434,0.839,0.7,0.825,1.018
14.0,-4.485,0.753,0.742,0.822,1.1
14.1,-4.529,0.663,0.779,0.822,1.182
14.2,-4.567,0.571,0.81,0.786,1.211
14.3,-4.596,0.475,0.833,0.804,1.156
14.4,-4.618,0.377,0.844,0.791,1.083
14.5,-4.631,0.278,0.836,0.76,0.967
14.6,-4.636,0.178,0.803,0.725,0.848
14.7,-4.632,0.079,0.743,0.711,0.804
14.8,-4.622,-0.021,0.658,0.679,0.77
14.9,-4.604,-0.119,0.562,0.664,0.75
15.0,-4.581,-0.217,0.472,0.643,0.723
15.1,-4.554,-0.313,0.404,0.622,0.694
15.2,-4.523,-0.408,0.361,0.606,0.651
15.3,-4.488,-0.502,0.338,0.594,0.649
15.4,-4.451,-0.594,0.329,0.551,0.643
15.5,-4.41,-0.686,0.326,0.547,0.642
15.6,-4.366,-0.776,0.328,0.523,0.634
15.7,-4.32,-0.864,0.332,0.542,0.666
15.8,-4.27,-0.951,0.34,0.52,0.661
15.9,-4.218,-1.036,0.35,0.533,0.677
16.0,-4.163,-1.12,0.364,0.534,0.677
16.1,-4.105,-1.201,0.38,0.543,0.696
16.2,-4.043,-1.28,0.4,0.539,0.701
16.3,-3.979,-1.356,0.421,0.554,0.711
16.4,-3.911,-1.43,0.443,0.55,0.715
16.5,-3.84,-1.501,0.465,0.553,0.713
16.6,-3.766,-1.568,0.486,0.546,0.741
16.7,-3.689,-1.632,0.505,0.567,0.741
16.8,-3.609,-1.691,0.521,0.554,0.746
16.9,-3.526,-1.747,0.533,0.554,0.814
17.0,-3.44,-1.797,0.543,0.548,0.803
17.1,-3.351,-1.843,0.55,0.532,0.816
17.2,-3.26,-1.884,0.557,0.531,0.786
17.3,-3.166,-1.92,0.565,0.531,0.766
17.4,-3.071,-1.951,0.574,0.522,0.75
17.5,-2.974,-1.976,0.585,0.514,0.759
17.6,-2.876,-1.996,0.6,0.513,0.758
17.7,-2.777,-2.009,0.618,0.497,0.75
17.8,-2.677,-2.017,0.638,0.492,0.78
17.9,-2.577,-2.018,0.659,0.487,0.743
18.0,-2.478,-2.012,0.68,0.459,0.726
18.1,-2.378,-2.0,0.697,0.45,0.725
18.2,-2.28,-1.98,0.707,3.263,0.754
18.3,-2.184,-1.954,0.708,0.434,0.712
18.4,-2.089,-1.921,0.697,0.404,0.691
18.5,-1.998,-1.882,0.674,0.412,0.636
18.6,-1.909,-1.836,0.64,0.41,0.599
18.7,-1.823,-1.785,0.598,0.417,0.56
18.8,-1.74,-1.729,0.551,0.435,0.538
18.9,-1.661,-1.668,0.502,0.446,0.529
19.0,-1.584,-1.603,0.452,0.48,0.53
19.1,-1.511,-1.535,0.403,0.494,0.546
19.2,-1.44,-1.464,0.352,0.518,0.564
19.3,-1.373,-1.391,0.299,0.54,0.572
19.4,-1.307,-1.316,0.244,0.57,0.594
19.5,-1.243,-1.239,0.187,0.586,0.629
19.6,-1.181,-1.161,0.13,0.598,0.656
19.7,-1.119,-1.082,0.071,0.619,0.669
19.8,-1.058,-1.002,0.013,0.619,0.654
19.9,-0.998,-0.923,-0.046,0.645,0.674
20.0,-0.936,-0.844,-0.106,0.644,0.677
20.1,-0.875,-0.765,-0.167,0.66,0.648
20.2,-0.811,-0.688,-0.229,0.681,0.653
20.3,-0.746,-0.612,-0.291,0.697,0.613
20.4,-0.679,-0.538,-0.352,0.727,0.596
20.5,-0.609,-0.466,-0.412,0.764,0.563
20.6,-0.537,-0.397,-0.467,0.814,0.556
20.7,-0.461,-0.332,-0.515,0.858,0.526
20.8,-0.382,-0.271,-0.553,0.886,0.526
20.9,-0.3,-0.214,-0.581,0.881,0.498
21.0,-0.214,-0.162,-0.595,0.87,0.474
21.1,-0.126,-0.116,-0.45,0.841,0.479
21.2,-0.035,-0.074,-0.3,0.823,0.473
