s,x,y,kappa,n_l,n_r
0.0,0.609,0.889,0.421,1.263,1.453
0.1,0.682,0.821,0.617,1.252,1.435
0.2,0.761,0.76,0.775,1.241,1.415
0.3,0.845,0.705,0.701,1.229,1.394
0.4,0.932,0.655,0.624,1.217,1.372
0.5,1.022,0.612,0.55,1.205,1.35
0.6,1.114,0.573,0.48,1.192,1.328
0.7,1.208,0.539,0.416,1.18,1.306
0.8,1.303,0.508,0.359,1.168,1.285
0.9,1.399,0.481,0.309,1.157,1.264
1.0,1.496,0.457,0.264,1.146,1.244
1.1,1.594,0.436,0.226,1.135,1.225
1.2,1.692,0.417,0.192,1.125,1.207
1.3,1.791,0.4,0.162,1.115,1.19
1.4,1.889,0.384,0.136,1.106,1.175
1.5,1.988,0.369,0.113,1.098,1.161
1.6,2.088,0.356,0.094,1.09,1.149
1.7,2.187,0.344,0.078,1.083,1.139
1.8,2.286,0.332,0.064,1.076,1.13
1.9,2.386,0.321,0.053,1.07,1.123
2.0,2.485,0.311,0.046,1.065,1.118
2.1,2.584,0.301,0.041,1.06,1.115
2.2,2.684,0.291,0.04,1.055,1.113
2.3,2.784,0.282,0.043,1.051,1.114
2.4,2.883,0.273,0.05,1.047,1.115
2.5,2.983,0.265,0.061,1.044,1.119
2.6,3.083,0.257,0.077,1.041,1.124
2.7,3.182,0.25,0.097,1.038,1.131
2.8,3.282,0.244,0.121,1.036,1.139
2.9,3.382,0.239,0.151,1.034,1.148
3.0,3.482,0.236,0.185,1.032,1.159
3.1,3.582,0.235,0.225,1.031,1.17
3.2,3.682,0.236,0.27,1.03,1.182
3.3,3.782,0.239,0.321,1.029,1.195
3.4,3.882,0.246,0.38,1.029,1.208
3.5,3.981,0.256,0.447,1.028,1.222
3.6,4.08,0.271,0.522,1.028,1.235
3.7,4.178,0.291,0.605,1.028,1.248
3.8,4.275,0.317,0.696,1.029,1.261
3.9,4.369,0.349,0.791,1.029,1.274
4.0,4.461,0.389,0.885,1.03,1.285
4.1,4.549,0.437,0.967,1.031,1.296
4.2,4.631,0.493,1.028,1.032,1.306
4.3,4.708,0.557,1.059,1.032,1.315
4.4,4.777,0.629,1.057,1.033,1.322
4.5,4.838,0.708,1.025,1.034,1.329
4.6,4.891,0.793,0.97,1.034,1.334
4.7,4.935,0.883,0.906,1.035,1.337
4.8,4.971,0.976,0.841,1.035,1.34
4.9,4.999,1.072,0.784,1.035,1.341
5.0,5.019,1.17,0.739,1.035,1.34
5.1,5.033,1.269,0.71,1.035,1.338
5.2,5.039,1.369,0.697,1.034,1.335
5.3,5.038,1.469,0.702,1.033,1.331
5.4,5.03,1.569,0.725,1.032,1.325
5.5,5.015,1.668,0.765,1.031,1.319
5.6,4.993,1.765,0.819,1.029,1.311
5.7,4.962,1.861,0.883,1.027,1.302
5.8,4.924,1.953,0.949,1.025,1.292
5.9,4.877,2.041,1.002,1.023,1.281
6.0,4.821,2.124,1.03,1.02,1.269
6.1,4.757,2.201,1.022,1.018,1.257
6.2,4.685,2.27,0.973,1.015,1.244
6.3,4.607,2.333,0.892,1.012,1.231
6.4,4.523,2.388,0.79,1.009,1.217
6.5,4.436,2.436,0.681,1.006,1.204
6.6,4.345,2.478,0.576,1.003,1.19
6.7,4.252,2.515,0.481,1.0,1.176
6.8,4.158,2.548,0.399,0.998,1.163
6.9,4.062,2.576,0.329,0.995,1.15
7.0,3.965,2.602,0.272,0.992,1.137
7.1,3.868,2.625,0.224,0.99,1.125
7.2,3.77,2.646,0.186,0.988,1.114
7.3,3.672,2.665,0.154,0.986,1.104
7.4,3.573,2.682,0.129,0.985,1.094
7.5,3.475,2.699,0.109,0.984,1.086
7.6,3.376,2.714,0.093,0.983,1.079
7.7,3.277,2.728,0.081,0.983,1.073
7.8,3.178,2.741,0.072,0.983,1.069
7.9,3.079,2.754,0.066,0.984,1.065
8.0,2.979,2.766,0.063,0.985,1.064
8.1,2.88,2.778,0.062,0.987,1.063
8.2,2.781,2.789,0.063,0.99,1.065
8.3,2.681,2.799,0.066,0.993,1.067
8.4,2.582,2.808,0.071,0.997,1.071
8.5,2.482,2.817,0.079,1.002,1.077
8.6,2.382,2.826,0.088,1.008,1.085
8.7,2.283,2.833,0.1,1.015,1.093
8.8,2.183,2.839,0.115,1.023,1.104
8.9,2.083,2.844,0.132,1.032,1.116
9.0,1.983,2.848,0.152,1.042,1.129
9.1,1.883,2.85,0.177,1.053,1.144
9.2,1.783,2.851,0.205,1.065,1.16
9.3,1.683,2.849,0.239,1.078,1.177
