s,x,y,kappa,n_l,n_r
10.9,4.6,4.063,0.392,0.487,0.666
11.0,4.506,4.027,0.356,0.478,0.609
11.1,4.414,3.989,0.323,0.486,0.644
11.2,4.323,3.947,0.292,0.48,0.609
11.3,4.233,3.903,0.262,0.488,0.57
11.4,4.145,3.856,0.233,0.483,0.559
11.5,4.058,3.808,0.205,0.483,0.562
11.6,3.971,3.758,0.177,0.481,0.548
11.7,3.886,3.706,0.149,0.479,0.524
11.8,3.801,3.652,0.121,0.473,0.493
11.9,3.717,3.598,0.092,0.519,0.532
12.0,3.633,3.543,0.062,0.479,0.516
12.1,3.55,3.488,0.031,0.488,0.468
12.2,3.467,3.432,-0.002,0.547,0.509
12.3,3.384,3.377,-0.039,0.487,0.461
12.4,3.301,3.321,-0.085,0.501,0.492
12.5,3.217,3.266,-0.15,0.527,0.512
12.6,3.133,3.213,-0.245,0.522,0.51
12.7,3.047,3.161,-0.381,0.546,0.561
12.8,2.959,3.113,-0.552,0.569,0.54
12.9,2.869,3.07,-0.723,0.603,0.588
13.0,2.776,3.033,-0.85,0.703,0.614
13.1,2.68,3.004,-0.911,0.696,0.609
13.2,2.582,2.985,-0.919,0.831,0.61
13.3,2.483,2.974,-0.898,0.828,0.62
13.4,2.383,2.973,-0.868,0.89,0.631
13.5,2.283,2.98,-0.838,0.948,0.617
13.6,2.185,2.996,-0.806,0.952,0.604
13.7,2.087,3.019,-0.766,0.908,0.617
13.8,1.992,3.05,-0.71,0.817,0.605
13.9,1.9,3.088,-0.63,0.748,0.58
14.0,1.81,3.132,-0.526,0.672,0.576
14.1,1.722,3.18,-0.406,0.627,0.574
14.2,1.636,3.231,-0.284,0.59,0.539
14.3,1.552,3.286,-0.175,0.552,0.547
14.4,1.469,3.341,-0.087,0.528,0.548
14.5,1.386,3.397,-0.023,0.537,0.54
14.6,1.304,3.454,0.021,0.514,0.539
14.7,1.221,3.51,0.05,0.49,0.526
14.8,1.138,3.565,0.07,0.483,0.521
14.9,1.055,3.62,0.084,0.471,0.513
15.0,0.971,3.675,0.095,0.471,0.503
15.1,0.886,3.728,0.105,0.46,0.514
15.2,0.801,3.781,0.117,0.449,0.53
15.3,0.716,3.833,0.131,0.462,0.527
15.4,0.629,3.883,0.152,0.479,0.536
15.5,0.542,3.933,0.185,0.474,0.548
15.6,0.454,3.98,0.242,0.489,0.563
15.7,0.366,4.026,0.345,0.521,0.578
15.8,0.275,4.069,0.51,0.525,0.59
15.9,0.183,4.107,0.722,0.548,0.626
16.0,0.088,4.138,0.911,0.566,0.654
16.1,-0.01,4.161,1.014,0.644,0.708
16.2,-0.109,4.173,1.031,0.641,0.76
16.3,-0.209,4.175,1.01,0.647,0.794
16.4,-0.308,4.167,0.99,0.658,0.839
16.5,-0.407,4.148,0.989,0.627,0.868
16.6,-0.503,4.121,1.01,0.595,0.9
16.7,-0.596,4.084,1.049,0.579,0.932
16.8,-0.684,4.037,1.1,0.576,0.941
16.9,-0.767,3.981,1.156,0.55,0.962
17.0,-0.843,3.916,1.209,0.55,0.978
17.1,-0.91,3.842,1.248,0.545,0.999
17.2,-0.968,3.76,1.27,0.511,0.953
17.3,-1.014,3.672,1.273,0.513,0.92
17.4,-1.049,3.578,1.261,0.529,0.861
17.5,-1.072,3.481,1.245,0.486,0.848
17.6,-1.083,3.382,1.234,0.486,0.861
17.7,-1.082,3.282,1.238,0.452,0.879
17.8,-1.068,3.183,1.259,0.458,0.886
17.9,-1.042,3.086,1.285,0.479,0.839
18.0,-1.003,2.994,1.274,0.466,0.781
18.1,-0.953,2.908,1.152,0.474,0.652
18.2,-0.894,2.828,0.868,0.467,0.565
18.3,-0.827,2.753,0.467,0.466,0.517
18.4,-0.756,2.682,0.06,0.537,0.513
18.5,-0.686,2.611,-0.285,0.558,0.499
18.6,-0.617,2.539,-0.581,0.591,0.497
18.7,-0.553,2.462,-0.86,0.522,0.485
18.8,-0.496,2.38,-1.126,0.666,0.501
18.9,-0.448,2.292,-1.337,0.741,0.478
19.0,-0.413,2.198,-1.435,0.709,0.471
19.1,-0.392,2.101,-1.392,0.827,0.454
19.2,-0.385,2.001,-1.24,0.757,0.453
19.3,-0.391,1.901,-1.042,0.646,0.463
19.4,-0.407,1.803,-0.846,0.555,0.476
19.5,-0.431,1.705,-0.67,0.498,0.441
19.6,-0.461,1.61,-0.505,0.437,0.431
19.7,-0.497,1.517,-0.329,0.444,0.422
19.8,-0.535,1.424,-0.127,0.456,0.425
19.9,-0.575,1.333,0.11,0.491,0.476
20.0,-0.613,1.24,0.373,0.954,0.499
20.1,-0.649,1.147,0.65,0.976,0.568
20.2,-0.678,1.051,0.924,0.964,0.664
20.3,-0.698,0.953,1.184,0.967,0.782
20.4,-0.706,0.854,1.412,0.986,0.92
20.5,-0.7,0.754,1.584,0.982,1.073
20.6,-0.679,0.656,1.676,0.959,1.079
20.7,-0.641,0.564,1.675,0.962,1.16
20.8,-0.588,0.479,1.594,0.959,1.302
20.9,-0.522,0.404,1.462,0.971,1.159
21.0,-0.446,0.339,1.312,0.962,0.942
21.1,-0.362,0.285,1.166,0.957,0.784
21.2,-0.272,0.241,0.807,0.955,0.728
21.3,-0.178,0.206,0.515,0.955,0.733
