s,x,y,kappa,n_l,n_r
6.4,5.445,1.662,0.367,0.5,0.801
6.5,5.442,1.762,0.39,0.5,0.8
6.6,5.435,1.861,0.423,0.5,0.799
6.7,5.424,1.961,0.467,0.499,0.797
6.8,5.408,2.06,0.522,0.499,0.795
6.9,5.387,2.157,0.587,0.498,0.794
7.0,5.361,2.254,0.66,0.496,0.791
7.1,5.328,2.348,0.736,0.495,0.789
7.2,5.288,2.44,0.808,0.494,0.785
7.3,5.241,2.528,0.867,0.493,0.782
7.4,5.187,2.612,0.903,0.492,0.777
7.5,5.125,2.691,0.908,0.491,0.772
7.6,5.056,2.763,0.882,0.49,0.766
7.7,4.981,2.829,0.829,0.49,0.759
7.8,4.901,2.889,0.757,0.49,0.752
7.9,4.816,2.942,0.676,0.49,0.744
8.0,4.728,2.99,0.594,0.49,0.736
8.1,4.637,3.032,0.516,0.491,0.727
8.2,4.545,3.07,0.445,0.492,0.717
8.3,4.451,3.103,0.384,0.494,0.708
8.4,4.355,3.133,0.33,0.496,0.698
8.5,4.259,3.159,0.285,0.498,0.689
8.6,4.162,3.183,0.246,0.5,0.68
8.7,4.064,3.205,0.214,0.503,0.671
8.8,3.966,3.224,0.188,0.506,0.662
8.9,3.867,3.242,0.165,0.51,0.655
9.0,3.769,3.258,0.147,0.513,0.648
9.1,3.67,3.272,0.132,0.517,0.642
9.2,3.571,3.286,0.119,0.521,0.636
9.3,3.471,3.298,0.109,0.525,0.632
9.4,3.372,3.309,0.101,0.529,0.629
9.5,3.272,3.319,0.093,0.534,0.626
9.6,3.173,3.328,0.088,0.538,0.624
9.7,3.073,3.336,0.082,0.543,0.623
9.8,2.973,3.343,0.078,0.547,0.623
9.9,2.874,3.35,0.074,0.551,0.624
10.0,2.774,3.355,0.071,0.556,0.625
10.1,2.674,3.361,0.068,0.56,0.627
10.2,2.574,3.365,0.066,0.564,0.63
10.3,2.474,3.369,0.064,0.568,0.633
10.4,2.374,3.372,0.062,0.571,0.636
10.5,2.274,3.375,0.061,0.574,0.64
10.6,2.174,3.376,0.06,0.577,0.645
10.7,2.074,3.378,0.06,0.58,0.65
10.8,1.974,3.379,0.061,0.582,0.655
10.9,1.874,3.379,0.063,0.584,0.661
11.0,1.774,3.378,0.065,0.586,0.667
11.1,1.674,3.377,0.069,0.587,0.674
11.2,1.574,3.375,0.074,0.588,0.681
11.3,1.474,3.373,0.08,0.588,0.689
11.4,1.374,3.369,0.088,0.589,0.697
11.5,1.274,3.365,0.099,0.589,0.706
11.6,1.175,3.36,0.111,0.588,0.715
11.7,1.075,3.353,0.127,0.588,0.725
11.8,0.975,3.346,0.146,0.587,0.735
11.9,0.876,3.337,0.169,0.586,0.746
12.0,0.776,3.326,0.196,0.585,0.757
12.1,0.677,3.313,0.229,0.584,0.768
12.2,0.578,3.298,0.268,0.583,0.779
12.3,0.48,3.281,0.314,0.581,0.79
12.4,0.382,3.26,0.367,0.58,0.801
12.5,0.285,3.236,0.43,0.578,0.812
12.6,0.189,3.208,0.501,0.577,0.822
12.7,0.094,3.175,0.581,0.575,0.832
12.8,0.002,3.136,0.667,0.574,0.841
12.9,-0.087,3.092,0.754,0.572,0.85
13.0,-0.173,3.041,0.835,0.571,0.858
13.1,-0.255,2.983,0.902,0.57,0.864
13.2,-0.33,2.917,0.944,0.569,0.87
13.3,-0.4,2.845,0.956,0.568,0.875
13.4,-0.462,2.767,0.936,0.567,0.879
13.5,-0.516,2.683,0.891,0.566,0.882
13.6,-0.562,2.594,0.829,0.565,0.884
13.7,-0.601,2.502,0.758,0.565,0.885
13.8,-0.633,2.407,0.688,0.564,0.886
13.9,-0.659,2.311,0.623,0.564,0.885
14.0,-0.678,2.213,0.567,0.564,0.885
14.1,-0.692,2.114,0.521,0.564,0.883
14.2,-0.7,2.014,0.485,0.564,0.882
14.3,-0.704,1.914,0.459,0.564,0.88
14.4,-0.703,1.814,0.443,0.564,0.878
14.5,-0.698,1.714,0.436,0.564,0.876
14.6,-0.689,1.615,0.438,0.564,0.874
14.7,-0.675,1.516,0.449,0.564,0.872
14.8,-0.656,1.417,0.468,0.564,0.87
14.9,-0.634,1.32,0.496,0.564,0.868
15.0,-0.606,1.224,0.531,0.564,0.866
15.1,-0.573,1.129,0.572,0.565,0.864
15.2,-0.535,1.037,0.619,0.565,0.862
15.3,-0.492,0.947,0.667,0.565,0.859
15.4,-0.442,0.86,0.713,0.565,0.856
15.5,-0.387,0.777,0.752,0.565,0.852
15.6,-0.325,0.698,0.779,0.565,0.848
15.7,-0.257,0.625,0.79,0.565,0.842
15.8,-0.184,0.557,0.782,0.565,0.837
15.9,-0.105,0.495,0.755,0.566,0.83
16.0,-0.022,0.439,0.548,0.566,0.823
16.1,0.064,0.389,0.358,0.566,0.814
