s,x,y,kappa,n_l,n_r
19.5,-1.762,0.212,1.048,0.5,0.922
19.6,-1.673,0.167,0.886,0.49,0.85
19.7,-1.58,0.131,0.737,0.488,0.786
19.8,-1.484,0.101,0.606,0.493,0.735
19.9,-1.387,0.077,0.493,0.505,0.694
20.0,-1.289,0.058,0.398,0.52,0.662
20.1,-1.19,0.042,0.319,0.535,0.636
20.2,-1.091,0.03,0.253,0.55,0.616
20.3,-0.991,0.021,0.198,0.564,0.603
20.4,-0.892,0.013,0.153,0.577,0.598
20.5,-0.792,0.007,0.117,0.59,0.6
20.6,-0.692,0.001,0.088,0.602,0.606
20.7,-0.592,-0.003,0.065,0.612,0.614
20.8,-0.492,-0.006,0.048,0.621,0.621
20.9,-0.392,-0.01,0.035,0.629,0.626
21.0,-0.292,-0.012,0.025,0.636,0.63
21.1,-0.192,-0.015,0.015,0.64,0.634
21.2,-0.092,-0.017,0.009,0.642,0.638
