s,x,y,kappa,n_l,n_r
2.65,2.656,0.057,-0.052,0.624,0.606
2.7,2.706,0.054,-0.064,0.623,0.604
2.75,2.756,0.051,-0.078,0.621,0.603
2.8,2.806,0.047,-0.091,0.619,0.601
2.85,2.856,0.044,-0.102,0.616,0.599
2.9,2.906,0.04,-0.112,0.614,0.597
2.95,2.956,0.036,-0.118,0.611,0.595
3.0,3.005,0.031,-0.12,0.608,0.593
3.05,3.055,0.027,-0.118,0.605,0.59
3.1,3.105,0.022,-0.112,0.602,0.588
3.15,3.155,0.016,-0.103,0.599,0.586
3.2,3.204,0.011,-0.091,0.595,0.584
3.25,3.254,0.005,-0.077,0.592,0.583
3.3,3.304,-0.001,-0.061,0.589,0.581
3.35,3.353,-0.007,-0.045,0.586,0.58
3.4,3.403,-0.013,-0.029,0.583,0.579
3.45,3.452,-0.02,-0.013,0.58,0.579
3.5,3.502,-0.026,0.003,0.578,0.578
3.55,3.552,-0.032,0.018,0.575,0.578
3.6,3.601,-0.038,0.032,0.573,0.579
3.65,3.651,-0.045,0.046,0.571,0.579
3.7,3.701,-0.051,0.06,0.569,0.58
3.75,3.75,-0.057,0.074,0.567,0.581
3.8,3.8,-0.062,0.088,0.566,0.583
3.85,3.85,-0.068,0.102,0.564,0.584
3.9,3.899,-0.073,0.117,0.563,0.586
3.95,3.949,-0.078,0.132,0.563,0.589
4.0,3.999,-0.083,0.148,0.562,0.591
4.05,4.049,-0.087,0.165,0.562,0.594
4.1,4.098,-0.091,0.183,0.562,0.597
4.15,4.148,-0.094,0.202,0.562,0.601
4.2,4.198,-0.097,0.222,0.563,0.604
4.25,4.248,-0.1,0.245,0.564,0.608
4.3,4.298,-0.102,0.27,0.565,0.613
4.35,4.348,-0.103,0.297,0.567,0.617
4.4,4.398,-0.103,0.328,0.569,0.622
4.45,4.448,-0.103,0.363,0.572,0.627
4.5,4.498,-0.101,0.404,0.574,0.632
4.55,4.548,-0.099,0.45,0.577,0.638
4.6,4.598,-0.095,0.505,0.58,0.644
4.65,4.648,-0.091,0.567,0.584,0.649
4.7,4.697,-0.084,0.639,0.588,0.655
4.75,4.747,-0.077,0.722,0.591,0.662
4.8,4.796,-0.067,0.815,0.595,0.668
4.85,4.844,-0.056,0.918,0.599,0.674
4.9,4.893,-0.042,1.029,0.603,0.68
4.95,4.94,-0.026,1.144,0.607,0.686
5.0,4.986,-0.007,1.259,0.611,0.692
5.05,5.031,0.015,1.364,0.614,0.697
5.1,5.075,0.039,1.451,0.618,0.702
5.15,5.116,0.067,1.511,0.621,0.707
5.2,5.155,0.098,1.536,0.624,0.711
5.25,5.192,0.132,1.525,0.627,0.715
5.3,5.226,0.169,1.479,0.629,0.718
5.35,5.258,0.208,1.404,0.632,0.72
5.4,5.286,0.249,1.308,0.634,0.722
5.45,5.312,0.292,1.201,0.635,0.723
5.5,5.335,0.336,1.089,0.637,0.723
5.55,5.356,0.381,0.979,0.638,0.723
5.6,5.374,0.428,0.875,0.639,0.723
5.65,5.39,0.475,0.778,0.64,0.721
5.7,5.405,0.523,0.689,0.641,0.72
5.75,5.418,0.571,0.608,0.642,0.717
5.8,5.429,0.62,0.536,0.642,0.715
5.85,5.439,0.669,0.471,0.643,0.712
5.9,5.448,0.718,0.414,0.643,0.709
5.95,5.456,0.768,0.363,0.644,0.706
6.0,5.463,0.817,0.317,0.644,0.703
6.05,5.469,0.867,0.277,0.645,0.699
6.1,5.475,0.916,0.241,0.645,0.696
6.15,5.48,0.966,0.21,0.645,0.692
6.2,5.484,1.016,0.183,0.646,0.689
6.25,5.488,1.066,0.159,0.646,0.686
6.3,5.491,1.116,0.138,0.646,0.683
6.35,5.495,1.166,0.12,0.646,0.68
6.4,5.498,1.216,0.104,0.646,0.677
6.45,5.5,1.265,0.09,0.646,0.674
6.5,5.503,1.315,0.079,0.645,0.671
6.55,5.505,1.365,0.069,0.645,0.668
6.6,5.507,1.415,0.061,0.644,0.666
6.65,5.509,1.465,0.055,0.644,0.664
6.7,5.511,1.515,0.05,0.643,0.662
6.75,5.513,1.565,0.047,0.642,0.66
6.8,5.514,1.615,0.045,0.642,0.658
6.85,5.516,1.665,0.046,0.641,0.657
6.9,5.517,1.715,0.05,0.64,0.656
6.95,5.518,1.765,0.056,0.639,0.655
7.0,5.519,1.815,0.065,0.639,0.655
7.05,5.52,1.865,0.078,0.638,0.655
7.1,5.521,1.915,0.096,0.638,0.656
7.15,5.521,1.965,0.118,0.638,0.657
7.2,5.521,2.015,0.146,0.638,0.658
7.25,5.521,2.065,0.179,0.638,0.66
7.3,5.521,2.115,0.219,0.639,0.663
7.35,5.52,2.165,0.266,0.64,0.666
7.4,5.518,2.215,0.32,0.641,0.67
7.45,5.515,2.265,0.384,0.642,0.673
7.5,5.512,2.315,0.457,0.644,0.678
7.55,5.507,2.365,0.54,0.645,0.682
7.6,5.501,2.414,0.635,0.647,0.686
7.65,5.493,2.464,0.743,0.649,0.691
7.7,5.484,2.513,0.863,0.651,0.695
7.75,5.472,2.561,0.995,0.653,0.699
7.8,5.458,2.609,1.135,0.655,0.703
7.85,5.442,2.657,1.279,0.657,0.706
7.9,5.422,2.703,1.417,0.658,0.708
7.95,5.399,2.747,1.536,0.66,0.71
8.0,5.373,2.79,1.623,0.66,0.712
8.05,5.344,2.83,1.664,0.661,0.712
8.1,5.311,2.868,1.653,0.661,0.712
8.15,5.275,2.903,1.59,0.66,0.711
8.2,5.236,2.934,1.486,0.659,0.709
8.25,5.196,2.963,1.354,0.658,0.706
8.3,5.153,2.989,1.208,0.656,0.702
8.35,5.109,3.013,1.061,0.653,0.697
8.4,5.063,3.034,0.92,0.65,0.692
8.45,5.017,3.053,0.791,0.647,0.686
8.5,4.97,3.07,0.676,0.643,0.68
8.55,4.923,3.085,0.575,0.638,0.673
8.6,4.875,3.1,0.488,0.633,0.666
8.65,4.826,3.113,0.412,0.628,0.658
8.7,4.778,3.125,0.347,0.623,0.651
8.75,4.729,3.136,0.292,0.618,0.643
8.8,4.68,3.146,0.245,0.612,0.635
8.85,4.631,3.156,0.205,0.607,0.628
8.9,4.582,3.166,0.171,0.601,0.62
8.95,4.533,3.175,0.142,0.596,0.613
9.0,4.484,3.183,0.117,0.59,0.606
9.05,4.434,3.191,0.096,0.585,0.599
9.1,4.385,3.2,0.079,0.58,0.593
9.15,4.336,3.207,0.065,0.576,0.587
9.2,4.286,3.215,0.053,0.571,0.581
9.25,4.237,3.223,0.044,0.567,0.576
9.3,4.187,3.23,0.037,0.563,0.571
9.35,4.138,3.238,0.032,0.56,0.566
9.4,4.088,3.245,0.028,0.557,0.562
9.45,4.039,3.252,0.027,0.554,0.559
9.5,3.99,3.259,0.028,0.552,0.556
9.55,3.94,3.267,0.03,0.549,0.553
9.6,3.891,3.274,0.034,0.548,0.55
9.65,3.841,3.281,0.04,0.546,0.549
9.7,3.792,3.288,0.046,0.545,0.547
9.75,3.742,3.294,0.055,0.544,0.546
9.8,3.692,3.301,0.064,0.544,0.545
9.85,3.643,3.307,0.073,0.544,0.545
9.9,3.593,3.314,0.083,0.544,0.545
9.95,3.544,3.32,0.093,0.545,0.545
10.0,3.494,3.326,0.102,0.546,0.546
10.05,3.444,3.331,0.11,0.547,0.547
10.1,3.395,3.337,0.118,0.549,0.549
10.15,3.345,3.342,0.123,0.551,0.551
10.2,3.295,3.346,0.127,0.553,0.553
10.25,3.245,3.351,0.128,0.556,0.555
10.3,3.195,3.355,0.127,0.558,0.558
10.35,3.146,3.359,0.125,0.562,0.561
10.4,3.096,3.362,0.12,0.565,0.564
10.45,3.046,3.365,0.113,0.568,0.568
10.5,2.996,3.368,0.106,0.572,0.571
10.55,2.946,3.371,0.097,0.576,0.575
10.6,2.896,3.373,0.087,0.58,0.578
10.65,2.846,3.375,0.077,0.584,0.582
10.7,2.796,3.377,0.067,0.587,0.586
10.75,2.746,3.379,0.057,0.591,0.589
10.8,2.696,3.381,0.047,0.595,0.593
10.85,2.646,3.382,0.038,0.598,0.596
10.9,2.596,3.384,0.03,0.601,0.6
10.95,2.546,3.385,0.024,0.604,0.603
11.0,2.496,3.386,0.018,0.607,0.606
11.05,2.446,3.388,0.015,0.609,0.609
11.1,2.396,3.389,0.012,0.611,0.611
11.15,2.346,3.39,0.012,0.613,0.613
11.2,2.296,3.391,0.013,0.614,0.616
11.25,2.246,3.392,0.016,0.615,0.618
11.3,2.196,3.393,0.021,0.616,0.619
11.35,2.146,3.394,0.027,0.616,0.621
11.4,2.096,3.395,0.034,0.617,0.622
11.45,2.046,3.396,0.042,0.617,0.624
11.5,1.996,3.397,0.051,0.617,0.625
11.55,1.946,3.398,0.06,0.617,0.626
11.6,1.896,3.398,0.068,0.617,0.627
11.65,1.846,3.399,0.076,0.617,0.628
11.7,1.796,3.399,0.082,0.618,0.629
11.75,1.746,3.399,0.087,0.618,0.63
11.8,1.696,3.398,0.09,0.618,0.631
11.85,1.646,3.398,0.091,0.619,0.632
11.9,1.596,3.397,0.09,0.62,0.634
11.95,1.546,3.396,0.086,0.621,0.635
12.0,1.496,3.395,0.08,0.622,0.636
12.05,1.446,3.394,0.073,0.624,0.638
12.1,1.396,3.392,0.063,0.626,0.639
12.15,1.346,3.39,0.053,0.628,0.641
12.2,1.296,3.388,0.042,0.63,0.642
12.25,1.246,3.387,0.032,0.632,0.644
12.3,1.197,3.384,0.022,0.634,0.646
12.35,1.147,3.382,0.013,0.637,0.648
12.4,1.097,3.38,0.006,0.639,0.65
12.45,1.047,3.378,0.002,0.641,0.653
12.5,0.997,3.376,-0.001,0.644,0.655
12.55,0.947,3.374,-0.001,0.646,0.658
12.6,0.897,3.372,0.002,0.649,0.66
12.65,0.847,3.37,0.007,0.651,0.663
12.7,0.797,3.367,0.015,0.654,0.666
12.75,0.747,3.365,0.024,0.656,0.669
12.8,0.697,3.363,0.036,0.659,0.673
12.85,0.647,3.361,0.049,0.661,0.676
12.9,0.597,3.358,0.063,0.664,0.68
12.95,0.547,3.356,0.079,0.667,0.683
13.0,0.497,3.353,0.096,0.67,0.687
13.05,0.447,3.35,0.115,0.674,0.692
13.1,0.397,3.346,0.135,0.678,0.696
13.15,0.348,3.343,0.157,0.682,0.701
13.2,0.298,3.339,0.181,0.686,0.706
13.25,0.248,3.334,0.209,0.69,0.711
13.3,0.198,3.329,0.24,0.695,0.717
13.35,0.149,3.324,0.276,0.7,0.722
13.4,0.099,3.317,0.319,0.705,0.728
13.45,0.049,3.31,0.368,0.711,0.735
13.5,0.0,3.302,0.426,0.716,0.741
13.55,-0.049,3.293,0.493,0.722,0.747
13.6,-0.098,3.283,0.571,0.727,0.754
13.65,-0.147,3.271,0.662,0.732,0.76
13.7,-0.195,3.258,0.765,0.737,0.767
13.75,-0.243,3.243,0.88,0.742,0.773
13.8,-0.29,3.226,1.006,0.747,0.779
13.85,-0.336,3.206,1.137,0.751,0.785
13.9,-0.38,3.184,1.269,0.754,0.79
13.95,-0.424,3.16,1.39,0.757,0.794
14.0,-0.465,3.132,1.489,0.76,0.798
14.05,-0.505,3.101,1.554,0.761,0.802
14.1,-0.542,3.067,1.577,0.763,0.804
14.15,-0.576,3.03,1.555,0.763,0.806
14.2,-0.607,2.991,1.493,0.763,0.807
14.25,-0.635,2.95,1.398,0.762,0.808
14.3,-0.66,2.907,1.282,0.761,0.807
14.35,-0.682,2.862,1.157,0.759,0.806
14.4,-0.702,2.816,1.032,0.757,0.804
14.45,-0.719,2.769,0.913,0.754,0.801
14.5,-0.734,2.721,0.804,0.75,0.798
14.55,-0.747,2.673,0.707,0.747,0.794
14.6,-0.758,2.624,0.621,0.743,0.79
14.65,-0.768,2.575,0.547,0.739,0.786
14.7,-0.777,2.526,0.484,0.734,0.781
14.75,-0.784,2.477,0.431,0.73,0.777
14.8,-0.791,2.427,0.387,0.725,0.772
14.85,-0.796,2.377,0.351,0.721,0.767
14.9,-0.8,2.327,0.322,0.717,0.762
14.95,-0.804,2.278,0.299,0.712,0.757
15.0,-0.807,2.228,0.281,0.708,0.753
15.05,-0.809,2.178,0.268,0.705,0.748
15.1,-0.811,2.128,0.258,0.701,0.744
15.15,-0.812,2.078,0.251,0.698,0.74
15.2,-0.812,2.028,0.247,0.695,0.737
15.25,-0.812,1.978,0.245,0.693,0.733
15.3,-0.811,1.928,0.245,0.691,0.73
15.35,-0.809,1.878,0.245,0.689,0.727
15.4,-0.807,1.828,0.247,0.688,0.725
15.45,-0.805,1.778,0.249,0.687,0.723
15.5,-0.801,1.728,0.251,0.687,0.72
15.55,-0.797,1.678,0.254,0.687,0.719
15.6,-0.793,1.628,0.257,0.687,0.717
15.65,-0.787,1.579,0.26,0.688,0.716
15.7,-0.781,1.529,0.263,0.689,0.715
15.75,-0.775,1.479,0.266,0.69,0.714
15.8,-0.768,1.43,0.269,0.692,0.713
15.85,-0.76,1.381,0.272,0.694,0.713
15.9,-0.751,1.331,0.276,0.697,0.713
15.95,-0.742,1.282,0.281,0.699,0.713
16.0,-0.732,1.233,0.287,0.702,0.714
16.05,-0.721,1.184,0.295,0.705,0.715
16.1,-0.71,1.136,0.307,0.709,0.716
16.15,-0.698,1.087,0.323,0.712,0.717
16.2,-0.685,1.039,0.345,0.715,0.719
16.25,-0.671,0.991,0.374,0.719,0.721
16.3,-0.657,0.943,0.412,0.722,0.724
16.35,-0.641,0.895,0.459,0.725,0.726
16.4,-0.625,0.848,0.518,0.729,0.729
16.45,-0.607,0.801,0.587,0.732,0.732
16.5,-0.588,0.755,0.667,0.734,0.736
16.55,-0.567,0.71,0.756,0.737,0.739
16.6,-0.544,0.665,0.851,0.739,0.743
16.65,-0.52,0.621,0.948,0.741,0.746
16.7,-0.494,0.579,1.04,0.742,0.75
16.75,-0.465,0.538,1.121,0.743,0.753
16.8,-0.435,0.498,1.184,0.744,0.756
16.85,-0.401,0.461,1.225,0.743,0.758
16.9,-0.366,0.426,1.24,0.743,0.76
16.95,-0.329,0.393,1.228,0.742,0.762
17.0,-0.289,0.362,1.194,0.74,0.763
17.05,-0.248,0.333,1.141,0.738,0.763
17.1,-0.205,0.308,1.075,0.735,0.763
17.15,-0.161,0.284,1.001,0.732,0.762
17.2,-0.116,0.263,0.713,0.728,0.76
17.25,-0.07,0.243,0.462,0.724,0.757
