s,x,y,kappa,n_l,n_r
7.1,6.387,1.985,0.45,0.627,0.853
7.2,6.407,2.083,0.436,0.628,0.852
7.3,6.424,2.182,0.421,0.629,0.852
7.4,6.436,2.281,0.409,0.63,0.852
7.5,6.444,2.381,0.398,0.631,0.852
7.6,6.448,2.48,0.39,0.632,0.853
7.7,6.448,2.58,0.385,0.634,0.853
7.8,6.444,2.68,0.384,0.635,0.854
7.9,6.436,2.78,0.388,0.636,0.855
8.0,6.425,2.879,0.398,0.637,0.857
8.1,6.41,2.978,0.413,0.638,0.859
8.2,6.39,3.076,0.433,0.638,0.861
8.3,6.367,3.174,0.458,0.639,0.864
8.4,6.339,3.27,0.488,0.639,0.867
8.5,6.306,3.364,0.522,0.639,0.87
8.6,6.269,3.457,0.558,0.639,0.873
8.7,6.226,3.547,0.595,0.639,0.876
8.8,6.178,3.635,0.631,0.639,0.878
8.9,6.125,3.719,0.665,0.638,0.881
9.0,6.066,3.8,0.696,0.637,0.882
9.1,6.001,3.877,0.723,0.635,0.884
9.2,5.932,3.948,0.746,0.634,0.884
9.3,5.857,4.015,0.763,0.632,0.884
9.4,5.777,4.075,0.776,0.63,0.883
9.5,5.693,4.129,0.784,0.628,0.881
9.6,5.605,4.176,0.788,0.625,0.878
9.7,5.513,4.216,0.787,0.623,0.874
9.8,5.418,4.249,0.783,0.621,0.869
9.9,5.322,4.274,0.774,0.618,0.863
10.0,5.223,4.292,0.759,0.616,0.855
10.1,5.124,4.302,0.739,0.614,0.847
10.2,5.024,4.305,0.713,0.612,0.837
10.3,4.924,4.3,0.68,0.61,0.827
10.4,4.825,4.289,0.64,0.608,0.815
10.5,4.726,4.272,0.596,0.607,0.803
10.6,4.629,4.248,0.548,0.606,0.789
10.7,4.533,4.22,0.498,0.605,0.775
10.8,4.439,4.186,0.447,0.605,0.76
10.9,4.346,4.149,0.396,0.604,0.745
11.0,4.255,4.108,0.346,0.605,0.729
11.1,4.166,4.063,0.296,0.605,0.712
11.2,4.077,4.016,0.248,0.606,0.696
11.3,3.99,3.967,0.2,0.608,0.679
11.4,3.904,3.916,0.151,0.609,0.662
11.5,3.819,3.864,0.099,0.611,0.645
11.6,3.734,3.811,0.042,0.613,0.628
11.7,3.649,3.758,-0.021,0.615,0.611
11.8,3.565,3.704,-0.093,0.618,0.595
11.9,3.48,3.652,-0.176,0.621,0.58
12.0,3.394,3.601,-0.272,0.623,0.565
12.1,3.306,3.552,-0.377,0.626,0.552
12.2,3.217,3.507,-0.488,0.629,0.539
12.3,3.126,3.466,-0.598,0.631,0.527
12.4,3.032,3.431,-0.696,0.634,0.516
12.5,2.937,3.402,-0.774,0.636,0.507
12.6,2.839,3.381,-0.827,0.638,0.499
12.7,2.74,3.368,-0.852,0.639,0.493
12.8,2.64,3.363,-0.852,0.64,0.488
12.9,2.54,3.368,-0.832,0.641,0.484
13.0,2.441,3.38,-0.797,0.641,0.482
13.1,2.343,3.4,-0.752,0.64,0.482
13.2,2.247,3.428,-0.701,0.639,0.483
13.3,2.153,3.462,-0.645,0.637,0.485
13.4,2.061,3.503,-0.587,0.635,0.489
13.5,1.972,3.548,-0.528,0.631,0.494
13.6,1.886,3.599,-0.468,0.628,0.501
13.7,1.802,3.653,-0.409,0.623,0.508
13.8,1.72,3.711,-0.35,0.618,0.517
13.9,1.641,3.771,-0.292,0.612,0.527
14.0,1.563,3.834,-0.235,0.606,0.537
14.1,1.486,3.898,-0.179,0.6,0.548
14.2,1.411,3.964,-0.124,0.593,0.56
14.3,1.337,4.031,-0.07,0.586,0.573
14.4,1.263,4.098,-0.015,0.579,0.585
14.5,1.189,4.166,0.041,0.571,0.598
14.6,1.115,4.233,0.098,0.564,0.612
14.7,1.04,4.3,0.158,0.556,0.625
14.8,0.965,4.365,0.219,0.549,0.638
14.9,0.887,4.428,0.283,0.543,0.651
15.0,0.808,4.49,0.35,0.536,0.664
15.1,0.727,4.548,0.418,0.53,0.677
15.2,0.644,4.604,0.486,0.525,0.689
15.3,0.558,4.655,0.554,0.52,0.7
15.4,0.469,4.701,0.618,0.517,0.711
15.5,0.378,4.741,0.678,0.513,0.721
15.6,0.284,4.776,0.732,0.511,0.729
15.7,0.188,4.803,0.779,0.509,0.737
15.8,0.09,4.823,0.82,0.509,0.744
15.9,-0.009,4.835,0.857,0.508,0.749
16.0,-0.109,4.838,0.894,0.509,0.753
16.1,-0.209,4.832,0.935,0.51,0.755
16.2,-0.308,4.817,0.985,0.512,0.756
16.3,-0.405,4.792,1.048,0.514,0.756
16.4,-0.499,4.757,1.13,0.517,0.753
16.5,-0.588,4.712,1.234,0.52,0.749
16.6,-0.671,4.657,1.36,0.523,0.744
16.7,-0.746,4.591,1.5,0.526,0.737
16.8,-0.81,4.514,1.635,0.529,0.728
16.9,-0.861,4.428,1.739,0.532,0.719
17.0,-0.895,4.334,1.781,0.535,0.707
17.1,-0.913,4.236,1.743,0.539,0.695
17.2,-0.913,4.136,1.629,0.542,0.682
17.3,-0.896,4.037,1.458,0.545,0.668
17.4,-0.866,3.942,1.25,0.547,0.654
17.5,-0.823,3.852,1.019,0.55,0.639
17.6,-0.772,3.766,0.775,0.553,0.624
17.7,-0.714,3.684,0.529,0.556,0.61
17.8,-0.652,3.606,0.301,0.559,0.595
17.9,-0.588,3.529,0.106,0.562,0.581
18.0,-0.522,3.453,-0.057,0.564,0.568
18.1,-0.458,3.377,-0.204,0.567,0.556
18.2,-0.395,3.3,-0.358,0.57,0.544
18.3,-0.335,3.22,-0.535,0.572,0.534
18.4,-0.279,3.137,-0.738,0.574,0.525
18.5,-0.229,3.05,-0.948,0.576,0.518
18.6,-0.187,2.959,-1.126,0.578,0.512
18.7,-0.157,2.864,-1.23,0.579,0.508
18.8,-0.139,2.766,-1.238,0.579,0.505
18.9,-0.133,2.666,-1.167,0.579,0.504
19.0,-0.138,2.566,-1.05,0.578,0.505
19.1,-0.155,2.468,-0.921,0.576,0.507
19.2,-0.18,2.371,-0.797,0.573,0.511
19.3,-0.213,2.276,-0.684,0.57,0.516
19.4,-0.252,2.184,-0.58,0.565,0.523
19.5,-0.297,2.095,-0.481,0.56,0.532
19.6,-0.345,2.008,-0.381,0.554,0.541
19.7,-0.397,1.922,-0.275,0.547,0.552
19.8,-0.452,1.838,-0.159,0.539,0.563
19.9,-0.508,1.755,-0.03,0.531,0.576
20.0,-0.564,1.672,0.114,0.523,0.588
20.1,-0.619,1.589,0.273,0.514,0.602
20.2,-0.672,1.504,0.442,0.506,0.615
20.3,-0.721,1.417,0.613,0.497,0.628
20.4,-0.764,1.327,0.775,0.488,0.641
20.5,-0.801,1.234,0.917,0.48,0.653
20.6,-0.828,1.138,1.03,0.473,0.665
20.7,-0.846,1.039,1.113,0.466,0.675
20.8,-0.852,0.94,1.169,0.459,0.684
20.9,-0.847,0.84,1.204,0.454,0.693
21.0,-0.83,0.741,1.225,0.449,0.699
21.1,-0.801,0.646,1.234,0.446,0.705
21.2,-0.76,0.554,1.23,0.443,0.708
21.3,-0.708,0.469,1.211,0.441,0.71
21.4,-0.647,0.39,1.175,0.44,0.711
21.5,-0.576,0.319,1.119,0.44,0.71
21.6,-0.498,0.257,1.046,0.441,0.708
21.7,-0.414,0.203,0.96,0.443,0.705
21.8,-0.325,0.157,0.866,0.446,0.7
21.9,-0.232,0.119,0.77,0.449,0.695
22.0,-0.137,0.089,0.53,0.453,0.688
22.1,-0.04,0.065,0.337,0.458,0.681
