s,x,y,kappa,n_l,n_r
6.1,5.936,1.104,0.522,0.627,0.913
6.2,6.001,1.181,0.523,0.63,0.925
6.3,6.061,1.26,0.523,0.632,0.933
6.4,6.118,1.343,0.521,0.634,0.936
6.5,6.17,1.428,0.516,0.635,0.934
6.6,6.217,1.516,0.51,0.634,0.928
6.7,6.26,1.606,0.501,0.633,0.92
6.8,6.299,1.699,0.49,0.631,0.91
6.9,6.333,1.793,0.478,0.629,0.9
7.0,6.362,1.888,0.465,0.627,0.888
7.1,6.387,1.985,0.45,0.626,0.876
7.2,6.407,2.083,0.436,0.625,0.863
7.3,6.424,2.182,0.421,0.624,0.851
7.4,6.436,2.281,0.409,0.624,0.84
7.5,6.444,2.381,0.398,0.624,0.828
7.6,6.448,2.48,0.39,0.625,0.816
7.7,6.448,2.58,0.385,0.627,0.804
7.8,6.444,2.68,0.384,0.63,0.795
7.9,6.436,2.78,0.388,0.634,0.79
8.0,6.425,2.879,0.398,0.639,0.791
8.1,6.41,2.978,0.413,0.645,0.797
8.2,6.39,3.076,0.433,0.653,0.807
8.3,6.367,3.174,0.458,0.661,0.821
8.4,6.339,3.27,0.488,0.67,0.839
8.5,6.306,3.364,0.522,0.678,0.861
8.6,6.269,3.457,0.558,0.684,0.887
8.7,6.226,3.547,0.595,0.687,0.915
8.8,6.178,3.635,0.631,0.688,0.942
8.9,6.125,3.719,0.665,0.687,0.965
9.0,6.066,3.8,0.696,0.684,0.981
9.1,6.001,3.877,0.723,0.68,0.988
9.2,5.932,3.948,0.746,0.677,0.987
9.3,5.857,4.015,0.763,0.673,0.979
9.4,5.777,4.075,0.776,0.669,0.968
9.5,5.693,4.129,0.784,0.662,0.957
9.6,5.605,4.176,0.788,0.655,0.951
9.7,5.513,4.216,0.787,0.647,0.95
9.8,5.418,4.249,0.783,0.64,0.954
9.9,5.322,4.274,0.774,0.632,0.958
10.0,5.223,4.292,0.759,0.623,0.958
10.1,5.124,4.302,0.739,0.613,0.95
10.2,5.024,4.305,0.713,0.603,0.933
10.3,4.924,4.3,0.68,0.593,0.909
10.4,4.825,4.289,0.64,0.585,0.882
10.5,4.726,4.272,0.596,0.579,0.856
10.6,4.629,4.248,0.548,0.577,0.835
10.7,4.533,4.22,0.498,0.578,0.819
10.8,4.439,4.186,0.447,0.581,0.806
10.9,4.346,4.149,0.396,0.586,0.794
11.0,4.255,4.108,0.346,0.592,0.78
11.1,4.166,4.063,0.296,0.599,0.763
11.2,4.077,4.016,0.248,0.605,0.742
11.3,3.99,3.967,0.2,0.609,0.718
11.4,3.904,3.916,0.151,0.613,0.693
11.5,3.819,3.864,0.099,0.615,0.668
11.6,3.734,3.811,0.042,0.615,0.646
11.7,3.649,3.758,-0.021,0.614,0.626
11.8,3.565,3.704,-0.093,0.612,0.608
11.9,3.48,3.652,-0.176,0.61,0.589
12.0,3.394,3.601,-0.272,0.608,0.565
12.1,3.306,3.552,-0.377,0.609,0.538
12.2,3.217,3.507,-0.488,0.612,0.507
12.3,3.126,3.466,-0.598,0.621,0.476
12.4,3.032,3.431,-0.696,0.638,0.447
12.5,2.937,3.402,-0.774,0.663,0.422
12.6,2.839,3.381,-0.827,0.693,0.403
12.7,2.74,3.368,-0.852,0.724,0.389
12.8,2.64,3.363,-0.852,0.752,0.38
12.9,2.54,3.368,-0.832,0.771,0.377
13.0,2.441,3.38,-0.797,0.777,0.378
13.1,2.343,3.4,-0.752,0.77,0.383
13.2,2.247,3.428,-0.701,0.752,0.392
13.3,2.153,3.462,-0.645,0.726,0.404
13.4,2.061,3.503,-0.587,0.699,0.42
13.5,1.972,3.548,-0.528,0.676,0.438
13.6,1.886,3.599,-0.468,0.659,0.459
13.7,1.802,3.653,-0.409,0.647,0.482
13.8,1.72,3.711,-0.35,0.641,0.503
13.9,1.641,3.771,-0.292,0.638,0.522
14.0,1.563,3.834,-0.235,0.637,0.537
14.1,1.486,3.898,-0.179,0.635,0.55
14.2,1.411,3.964,-0.124,0.632,0.563
14.3,1.337,4.031,-0.07,0.626,0.577
14.4,1.263,4.098,-0.015,0.618,0.594
14.5,1.189,4.166,0.041,0.607,0.612
14.6,1.115,4.233,0.098,0.595,0.629
14.7,1.04,4.3,0.158,0.58,0.643
14.8,0.965,4.365,0.219,0.564,0.656
14.9,0.887,4.428,0.283,0.545,0.67
15.0,0.808,4.49,0.35,0.526,0.687
15.1,0.727,4.548,0.418,0.507,0.709
15.2,0.644,4.604,0.486,0.489,0.734
15.3,0.558,4.655,0.554,0.471,0.76
15.4,0.469,4.701,0.618,0.456,0.786
15.5,0.378,4.741,0.678,0.443,0.809
15.6,0.284,4.776,0.732,0.434,0.827
15.7,0.188,4.803,0.779,0.428,0.838
15.8,0.09,4.823,0.82,0.427,0.84
15.9,-0.009,4.835,0.857,0.432,0.836
16.0,-0.109,4.838,0.894,0.447,0.831
16.1,-0.209,4.832,0.935,0.472,0.831
16.2,-0.308,4.817,0.985,0.504,0.84
16.3,-0.405,4.792,1.048,0.54,0.859
16.4,-0.499,4.757,1.13,0.575,0.89
16.5,-0.588,4.712,1.234,0.604,0.937
16.6,-0.671,4.657,1.36,0.625,0.999
16.7,-0.746,4.591,1.5,0.637,1.07
16.8,-0.81,4.514,1.635,0.643,1.134
16.9,-0.861,4.428,1.739,0.646,1.172
17.0,-0.895,4.334,1.781,0.647,1.166
17.1,-0.913,4.236,1.743,0.646,1.113
17.2,-0.913,4.136,1.629,0.644,1.021
17.3,-0.896,4.037,1.458,0.638,0.908
17.4,-0.866,3.942,1.25,0.627,0.795
17.5,-0.823,3.852,1.019,0.611,0.698
17.6,-0.772,3.766,0.775,0.589,0.623
17.7,-0.714,3.684,0.529,0.563,0.572
17.8,-0.652,3.606,0.301,0.537,0.538
17.9,-0.588,3.529,0.106,0.515,0.516
18.0,-0.522,3.453,-0.057,0.503,0.5
18.1,-0.458,3.377,-0.204,0.504,0.488
18.2,-0.395,3.3,-0.358,0.518,0.477
18.3,-0.335,3.22,-0.535,0.545,0.468
18.4,-0.279,3.137,-0.738,0.584,0.46
18.5,-0.229,3.05,-0.948,0.631,0.454
18.6,-0.187,2.959,-1.126,0.681,0.45
18.7,-0.157,2.864,-1.23,0.725,0.447
18.8,-0.139,2.766,-1.238,0.756,0.444
18.9,-0.133,2.666,-1.167,0.772,0.439
19.0,-0.138,2.566,-1.05,0.771,0.434
19.1,-0.155,2.468,-0.921,0.759,0.428
19.2,-0.18,2.371,-0.797,0.741,0.423
19.3,-0.213,2.276,-0.684,0.722,0.421
19.4,-0.252,2.184,-0.58,0.703,0.424
19.5,-0.297,2.095,-0.481,0.683,0.432
19.6,-0.345,2.008,-0.381,0.66,0.446
19.7,-0.397,1.922,-0.275,0.635,0.466
19.8,-0.452,1.838,-0.159,0.606,0.492
19.9,-0.508,1.755,-0.03,0.576,0.525
20.0,-0.564,1.672,0.114,0.544,0.564
20.1,-0.619,1.589,0.273,0.515,0.607
20.2,-0.672,1.504,0.442,0.488,0.652
20.3,-0.721,1.417,0.613,0.464,0.697
20.4,-0.764,1.327,0.775,0.445,0.738
20.5,-0.801,1.234,0.917,0.432,0.774
20.6,-0.828,1.138,1.03,0.425,0.804
20.7,-0.846,1.039,1.113,0.423,0.828
20.8,-0.852,0.94,1.169,0.422,0.847
20.9,-0.847,0.84,1.204,0.42,0.863
21.0,-0.83,0.741,1.225,0.413,0.875
21.1,-0.801,0.646,1.234,0.404,0.884
21.2,-0.76,0.554,1.23,0.394,0.888
21.3,-0.708,0.469,1.211,0.387,0.885
21.4,-0.647,0.39,1.175,0.384,0.875
21.5,-0.576,0.319,1.119,0.383,0.858
21.6,-0.498,0.257,1.046,0.386,0.832
21.7,-0.414,0.203,0.96,0.391,0.802
21.8,-0.325,0.157,0.866,0.398,0.77
21.9,-0.232,0.119,0.77,0.406,0.739
22.0,-0.137,0.089,0.53,0.416,0.71
22.1,-0.04,0.065,0.337,0.429,0.684
