s,x,y,kappa,n_l,n_r
5.5,4.971,-1.282,0.41,0.507,0.802
5.6,5.031,-1.202,0.371,0.515,0.805
5.7,5.088,-1.12,0.342,0.523,0.808
5.8,5.141,-1.036,0.323,0.53,0.81
5.9,5.193,-0.95,0.313,0.537,0.812
6.0,5.241,-0.862,0.312,0.542,0.814
6.1,5.287,-0.773,0.32,0.547,0.816
6.2,5.33,-0.683,0.337,0.551,0.817
6.3,5.37,-0.591,0.364,0.554,0.818
6.4,5.406,-0.498,0.402,0.557,0.818
6.5,5.439,-0.404,0.451,0.558,0.818
6.6,5.467,-0.308,0.511,0.559,0.817
6.7,5.491,-0.211,0.581,0.558,0.815
6.8,5.509,-0.112,0.66,0.557,0.812
6.9,5.52,-0.013,0.742,0.556,0.809
7.0,5.524,0.087,0.819,0.553,0.804
7.1,5.52,0.187,0.881,0.55,0.799
7.2,5.507,0.286,0.917,0.547,0.792
7.3,5.485,0.384,0.92,0.544,0.784
7.4,5.454,0.479,0.888,0.54,0.776
7.5,5.414,0.57,0.826,0.537,0.766
7.6,5.367,0.659,0.745,0.533,0.756
7.7,5.314,0.743,0.656,0.529,0.745
7.8,5.255,0.824,0.566,0.526,0.734
7.9,5.192,0.901,0.483,0.522,0.722
8.0,5.125,0.976,0.409,0.519,0.71
8.1,5.055,1.047,0.345,0.516,0.698
8.2,4.983,1.116,0.291,0.513,0.686
8.3,4.908,1.183,0.245,0.51,0.674
8.4,4.832,1.248,0.208,0.508,0.662
8.5,4.755,1.312,0.177,0.506,0.651
8.6,4.677,1.374,0.153,0.504,0.641
8.7,4.597,1.435,0.133,0.502,0.632
8.8,4.517,1.495,0.118,0.5,0.623
8.9,4.437,1.554,0.106,0.499,0.615
9.0,4.355,1.612,0.097,0.498,0.608
9.1,4.273,1.669,0.09,0.497,0.603
9.2,4.191,1.726,0.086,0.496,0.598
9.3,4.108,1.781,0.083,0.496,0.594
9.4,4.024,1.837,0.081,0.496,0.591
9.5,3.941,1.891,0.08,0.497,0.59
9.6,3.856,1.945,0.08,0.497,0.589
9.7,3.772,1.998,0.081,0.499,0.59
9.8,3.687,2.051,0.081,0.501,0.592
9.9,3.601,2.102,0.083,0.503,0.595
10.0,3.515,2.153,0.084,0.506,0.599
10.1,3.429,2.204,0.086,0.509,0.604
10.2,3.342,2.253,0.088,0.513,0.61
10.3,3.255,2.302,0.09,0.517,0.617
10.4,3.167,2.35,0.093,0.521,0.625
10.5,3.079,2.398,0.097,0.526,0.634
10.6,2.99,2.444,0.102,0.532,0.644
10.7,2.901,2.489,0.108,0.537,0.655
10.8,2.812,2.534,0.116,0.543,0.666
10.9,2.721,2.578,0.126,0.549,0.678
11.0,2.631,2.62,0.138,0.555,0.691
11.1,2.54,2.661,0.153,0.56,0.704
11.2,2.448,2.701,0.171,0.566,0.717
11.3,2.356,2.739,0.193,0.571,0.731
11.4,2.262,2.775,0.219,0.577,0.744
11.5,2.168,2.809,0.249,0.581,0.758
11.6,2.074,2.841,0.285,0.586,0.771
11.7,1.978,2.871,0.327,0.589,0.783
11.8,1.882,2.897,0.375,0.593,0.795
11.9,1.784,2.919,0.429,0.595,0.806
12.0,1.686,2.938,0.49,0.597,0.816
12.1,1.587,2.951,0.557,0.599,0.825
12.2,1.487,2.959,0.627,0.599,0.833
12.3,1.387,2.961,0.697,0.6,0.84
12.4,1.287,2.956,0.76,0.599,0.845
12.5,1.188,2.943,0.811,0.598,0.85
12.6,1.09,2.922,0.844,0.596,0.853
12.7,0.995,2.893,0.852,0.594,0.854
12.8,0.902,2.856,0.837,0.591,0.855
12.9,0.812,2.811,0.8,0.588,0.855
13.0,0.727,2.759,0.748,0.584,0.854
13.1,0.646,2.701,0.687,0.58,0.852
13.2,0.569,2.637,0.626,0.576,0.85
13.3,0.495,2.569,0.568,0.571,0.847
13.4,0.426,2.497,0.517,0.567,0.845
13.5,0.361,2.421,0.475,0.562,0.842
13.6,0.3,2.342,0.444,0.557,0.839
13.7,0.242,2.261,0.422,0.553,0.837
13.8,0.187,2.177,0.412,0.549,0.834
13.9,0.136,2.091,0.412,0.545,0.833
14.0,0.088,2.003,0.422,0.541,0.831
14.1,0.044,1.913,0.444,0.538,0.83
14.2,0.005,1.822,0.477,0.535,0.829
14.3,-0.031,1.728,0.521,0.532,0.828
14.4,-0.061,1.633,0.576,0.53,0.827
14.5,-0.086,1.536,0.641,0.529,0.826
14.6,-0.105,1.438,0.712,0.528,0.825
14.7,-0.117,1.338,0.786,0.527,0.823
14.8,-0.121,1.239,0.854,0.527,0.821
14.9,-0.116,1.139,0.907,0.527,0.819
15.0,-0.102,1.04,0.935,0.528,0.815
15.1,-0.079,0.942,0.932,0.529,0.811
15.2,-0.047,0.848,0.897,0.53,0.805
15.3,-0.007,0.756,0.836,0.531,0.799
15.4,0.041,0.669,0.757,0.533,0.792
15.5,0.096,0.585,0.671,0.535,0.784
15.6,0.156,0.505,0.459,0.537,0.774
15.7,0.22,0.428,0.291,0.539,0.764
