s,x,y,kappa,n_l,n_r
2.1,2.107,0.084,-0.069,0.649,0.644
2.15,2.157,0.082,-0.062,0.649,0.646
2.2,2.207,0.08,-0.054,0.696,0.68
2.25,2.257,0.077,-0.046,0.698,0.683
2.3,2.307,0.075,-0.038,0.696,0.681
2.35,2.357,0.073,-0.032,0.693,0.704
2.4,2.407,0.07,-0.028,0.701,0.686
2.45,2.457,0.068,-0.027,0.663,0.709
2.5,2.507,0.065,-0.029,0.662,0.706
2.55,2.556,0.062,-0.034,0.664,0.708
2.6,2.606,0.06,-0.042,0.671,0.711
2.65,2.656,0.057,-0.052,0.639,0.698
2.7,2.706,0.054,-0.064,0.641,0.695
2.75,2.756,0.051,-0.078,0.666,0.683
2.8,2.806,0.047,-0.091,0.842,0.685
2.85,2.856,0.044,-0.102,0.782,0.661
2.9,2.906,0.04,-0.112,0.666,0.639
2.95,2.956,0.036,-0.118,0.648,0.638
3.0,3.005,0.031,-0.12,0.621,0.562
3.05,3.055,0.027,-0.118,0.653,0.631
3.1,3.105,0.022,-0.112,0.637,0.625
3.15,3.155,0.016,-0.103,0.637,0.595
3.2,3.204,0.011,-0.091,0.628,0.612
3.25,3.254,0.005,-0.077,0.615,0.609
3.3,3.304,-0.001,-0.061,0.583,0.577
3.35,3.353,-0.007,-0.045,0.581,0.603
3.4,3.403,-0.013,-0.029,0.578,0.591
3.45,3.452,-0.02,-0.013,0.569,0.575
3.5,3.502,-0.026,0.003,0.555,0.579
3.55,3.552,-0.032,0.018,0.562,0.577
3.6,3.601,-0.038,0.032,0.563,0.566
3.65,3.651,-0.045,0.046,0.569,0.591
3.7,3.701,-0.051,0.06,0.58,0.594
3.75,3.75,-0.057,0.074,0.581,0.56
3.8,3.8,-0.062,0.088,0.586,0.581
3.85,3.85,-0.068,0.102,0.586,0.575
3.9,3.899,-0.073,0.117,0.589,0.57
3.95,3.949,-0.078,0.132,0.566,0.6
4.0,3.999,-0.083,0.148,0.573,0.595
4.05,4.049,-0.087,0.165,0.564,0.597
4.1,4.098,-0.091,0.183,0.556,0.609
4.15,4.148,-0.094,0.202,0.546,0.588
4.2,4.198,-0.097,0.222,0.543,0.618
4.25,4.248,-0.1,0.245,0.54,0.621
4.3,4.298,-0.102,0.27,0.532,0.649
4.35,4.348,-0.103,0.297,0.543,0.631
4.4,4.398,-0.103,0.328,0.538,0.622
4.45,4.448,-0.103,0.363,0.553,0.638
4.5,4.498,-0.101,0.404,0.576,0.669
4.55,4.548,-0.099,0.45,0.575,0.644
4.6,4.598,-0.095,0.505,0.562,0.629
4.65,4.648,-0.091,0.567,0.595,0.633
4.7,4.697,-0.084,0.639,0.59,0.637
4.75,4.747,-0.077,0.722,0.636,0.643
4.8,4.796,-0.067,0.815,0.636,0.652
4.85,4.844,-0.056,0.918,0.638,0.645
4.9,4.893,-0.042,1.029,0.648,0.695
4.95,4.94,-0.026,1.144,0.664,0.72
5.0,4.986,-0.007,1.259,0.671,0.769
5.05,5.031,0.015,1.364,0.673,0.864
5.1,5.075,0.039,1.451,0.674,0.958
5.15,5.116,0.067,1.511,0.674,1.019
5.2,5.155,0.098,1.536,0.674,1.029
5.25,5.192,0.132,1.525,0.674,1.023
5.3,5.226,0.169,1.479,0.674,1.0
5.35,5.258,0.208,1.404,0.674,0.954
5.4,5.286,0.249,1.308,0.673,0.912
5.45,5.312,0.292,1.201,0.671,0.854
5.5,5.335,0.336,1.089,0.667,0.842
5.55,5.356,0.381,0.979,0.661,0.806
5.6,5.374,0.428,0.875,0.66,0.791
5.65,5.39,0.475,0.778,0.657,0.785
5.7,5.405,0.523,0.689,0.643,0.762
5.75,5.418,0.571,0.608,0.639,0.737
5.8,5.429,0.62,0.536,0.641,0.72
5.85,5.439,0.669,0.471,0.638,0.711
5.9,5.448,0.718,0.414,0.624,0.704
5.95,5.456,0.768,0.363,0.638,0.694
6.0,5.463,0.817,0.317,0.626,0.691
6.05,5.469,0.867,0.277,0.631,0.678
6.1,5.475,0.916,0.241,0.662,0.671
6.15,5.48,0.966,0.21,0.65,0.671
6.2,5.484,1.016,0.183,0.664,0.671
6.25,5.488,1.066,0.159,0.658,0.676
6.3,5.491,1.116,0.138,0.676,0.677
6.35,5.495,1.166,0.12,0.679,0.674
6.4,5.498,1.216,0.104,0.686,0.681
6.45,5.5,1.265,0.09,0.684,0.679
6.5,5.503,1.315,0.079,0.686,0.687
6.55,5.505,1.365,0.069,0.688,0.688
6.6,5.507,1.415,0.061,0.685,0.701
6.65,5.509,1.465,0.055,0.672,0.704
6.7,5.511,1.515,0.05,0.674,0.701
6.75,5.513,1.565,0.047,0.65,0.703
6.8,5.514,1.615,0.045,0.667,0.693
6.85,5.516,1.665,0.046,0.636,0.672
6.9,5.517,1.715,0.05,0.641,0.661
6.95,5.518,1.765,0.056,0.646,0.654
7.0,5.519,1.815,0.065,0.637,0.648
7.05,5.52,1.865,0.078,0.647,0.637
7.1,5.521,1.915,0.096,0.633,0.617
7.15,5.521,1.965,0.118,0.648,0.63
7.2,5.521,2.015,0.146,0.654,0.606
7.25,5.521,2.065,0.179,0.664,0.641
7.3,5.521,2.115,0.219,0.673,0.621
7.35,5.52,2.165,0.266,0.652,0.648
7.4,5.518,2.215,0.32,0.599,0.623
7.45,5.515,2.265,0.384,0.621,0.682
7.5,5.512,2.315,0.457,0.636,0.678
7.55,5.507,2.365,0.54,0.643,0.684
7.6,5.501,2.414,0.635,0.668,0.713
7.65,5.493,2.464,0.743,0.683,0.735
7.7,5.484,2.513,0.863,0.694,0.76
7.75,5.472,2.561,0.995,0.701,0.77
7.8,5.458,2.609,1.135,0.712,0.781
7.85,5.442,2.657,1.279,0.715,0.811
7.9,5.422,2.703,1.417,0.716,0.856
7.95,5.399,2.747,1.536,0.715,0.887
8.0,5.373,2.79,1.623,0.714,0.969
8.05,5.344,2.83,1.664,0.709,1.091
8.1,5.311,2.868,1.653,0.708,1.173
8.15,5.275,2.903,1.59,0.708,1.105
8.2,5.236,2.934,1.486,0.712,1.015
8.25,5.196,2.963,1.354,0.712,0.912
8.3,5.153,2.989,1.208,0.708,0.847
8.35,5.109,3.013,1.061,0.704,0.79
8.4,5.063,3.034,0.92,0.702,0.754
8.45,5.017,3.053,0.791,0.698,0.737
8.5,4.97,3.07,0.676,0.694,0.72
8.55,4.923,3.085,0.575,0.686,0.696
8.6,4.875,3.1,0.488,0.678,0.681
8.65,4.826,3.113,0.412,0.674,0.658
8.7,4.778,3.125,0.347,0.656,0.648
8.75,4.729,3.136,0.292,0.651,0.639
8.8,4.68,3.146,0.245,0.65,0.627
8.85,4.631,3.156,0.205,0.643,0.626
8.9,4.582,3.166,0.171,0.641,0.605
8.95,4.533,3.175,0.142,0.645,0.6
9.0,4.484,3.183,0.117,0.619,0.59
9.05,4.434,3.191,0.096,0.555,0.587
9.1,4.385,3.2,0.079,0.542,0.578
9.15,4.336,3.207,0.065,0.549,0.565
9.2,4.286,3.215,0.053,0.557,0.557
9.25,4.237,3.223,0.044,0.555,0.564
9.3,4.187,3.23,0.037,0.551,0.551
9.35,4.138,3.238,0.032,0.549,0.558
9.4,4.088,3.245,0.028,0.556,0.551
9.45,4.039,3.252,0.027,0.555,0.543
9.5,3.99,3.259,0.028,0.56,0.546
9.55,3.94,3.267,0.03,0.557,0.534
9.6,3.891,3.274,0.034,0.541,0.538
9.65,3.841,3.281,0.04,0.54,0.565
9.7,3.792,3.288,0.046,0.543,0.548
9.75,3.742,3.294,0.055,0.541,0.53
9.8,3.692,3.301,0.064,0.541,0.549
9.85,3.643,3.307,0.073,0.54,0.532
9.9,3.593,3.314,0.083,0.533,0.525
9.95,3.544,3.32,0.093,0.529,0.597
10.0,3.494,3.326,0.102,0.524,0.538
10.05,3.444,3.331,0.11,0.53,0.541
10.1,3.395,3.337,0.118,0.519,0.617
10.15,3.345,3.342,0.123,0.521,0.547
10.2,3.295,3.346,0.127,0.524,0.531
10.25,3.245,3.351,0.128,0.541,0.611
10.3,3.195,3.355,0.127,0.541,0.537
10.35,3.146,3.359,0.125,0.545,0.541
10.4,3.096,3.362,0.12,0.568,0.608
10.45,3.046,3.365,0.113,0.562,0.616
10.5,2.996,3.368,0.106,0.589,0.628
10.55,2.946,3.371,0.097,0.592,0.615
10.6,2.896,3.373,0.087,0.609,0.616
10.65,2.846,3.375,0.077,0.6,0.62
10.7,2.796,3.377,0.067,0.623,0.608
10.75,2.746,3.379,0.057,0.619,0.646
10.8,2.696,3.381,0.047,0.631,0.62
10.85,2.646,3.382,0.038,0.623,0.631
10.9,2.596,3.384,0.03,0.639,0.628
10.95,2.546,3.385,0.024,0.647,0.62
11.0,2.496,3.386,0.018,0.639,0.644
11.05,2.446,3.388,0.015,0.655,0.638
11.1,2.396,3.389,0.012,0.654,0.631
11.15,2.346,3.39,0.012,0.67,0.655
11.2,2.296,3.391,0.013,0.671,0.639
11.25,2.246,3.392,0.016,0.672,0.645
11.3,2.196,3.393,0.021,0.668,0.662
11.35,2.146,3.394,0.027,0.68,0.631
11.4,2.096,3.395,0.034,0.675,0.639
11.45,2.046,3.396,0.042,0.666,0.654
11.5,1.996,3.397,0.051,0.662,0.628
11.55,1.946,3.398,0.06,0.634,0.651
11.6,1.896,3.398,0.068,0.628,0.651
11.65,1.846,3.399,0.076,0.604,0.626
11.7,1.796,3.399,0.082,0.599,0.652
11.75,1.746,3.399,0.087,0.594,0.651
11.8,1.696,3.398,0.09,0.603,0.627
11.85,1.646,3.398,0.091,0.593,0.631
11.9,1.596,3.397,0.09,0.592,0.653
11.95,1.546,3.396,0.086,0.581,0.629
12.0,1.496,3.395,0.08,0.606,0.638
12.05,1.446,3.394,0.073,0.599,0.647
12.1,1.396,3.392,0.063,0.627,0.628
12.15,1.346,3.39,0.053,0.649,0.665
12.2,1.296,3.388,0.042,0.664,0.662
12.25,1.246,3.387,0.032,0.667,0.638
12.3,1.197,3.384,0.022,0.692,0.671
12.35,1.147,3.382,0.013,0.703,0.664
12.4,1.097,3.38,0.006,0.706,0.655
12.45,1.047,3.378,0.002,0.714,0.682
12.5,0.997,3.376,-0.001,0.702,0.666
12.55,0.947,3.374,-0.001,0.734,0.657
12.6,0.897,3.372,0.002,0.697,0.684
12.65,0.847,3.37,0.007,0.689,0.667
12.7,0.797,3.367,0.015,0.689,0.658
12.75,0.747,3.365,0.024,0.667,0.68
12.8,0.697,3.363,0.036,0.669,0.683
12.85,0.647,3.361,0.049,0.651,0.688
12.9,0.597,3.358,0.063,0.649,0.703
12.95,0.547,3.356,0.079,0.651,0.7
13.0,0.497,3.353,0.096,0.644,0.688
13.05,0.447,3.35,0.115,0.64,0.702
13.1,0.397,3.346,0.135,0.649,0.69
13.15,0.348,3.343,0.157,0.654,0.709
13.2,0.298,3.339,0.181,0.661,0.699
13.25,0.248,3.334,0.209,0.673,0.699
13.3,0.198,3.329,0.24,0.693,0.706
13.35,0.149,3.324,0.276,0.704,0.707
13.4,0.099,3.317,0.319,0.729,0.699
13.45,0.049,3.31,0.368,0.731,0.718
13.5,0.0,3.302,0.426,0.778,0.712
13.55,-0.049,3.293,0.493,0.788,0.737
13.6,-0.098,3.283,0.571,0.794,0.735
13.65,-0.147,3.271,0.662,0.814,0.773
13.7,-0.195,3.258,0.765,0.826,0.782
13.75,-0.243,3.243,0.88,0.83,0.805
13.8,-0.29,3.226,1.006,0.831,0.843
13.85,-0.336,3.206,1.137,0.834,0.883
13.9,-0.38,3.184,1.269,0.834,0.946
13.95,-0.424,3.16,1.39,0.832,1.018
14.0,-0.465,3.132,1.489,0.834,0.992
14.05,-0.505,3.101,1.554,0.834,1.081
14.1,-0.542,3.067,1.577,0.835,1.217
14.15,-0.576,3.03,1.555,0.836,1.195
14.2,-0.607,2.991,1.493,0.837,1.086
14.25,-0.635,2.95,1.398,0.836,1.018
14.3,-0.66,2.907,1.282,0.838,0.968
14.35,-0.682,2.862,1.157,0.841,0.926
14.4,-0.702,2.816,1.032,0.836,0.91
14.45,-0.719,2.769,0.913,0.835,0.876
14.5,-0.734,2.721,0.804,0.828,0.848
14.55,-0.747,2.673,0.707,0.817,0.826
14.6,-0.758,2.624,0.621,0.794,0.808
14.65,-0.768,2.575,0.547,0.776,0.793
14.7,-0.777,2.526,0.484,0.759,0.781
14.75,-0.784,2.477,0.431,0.77,0.771
14.8,-0.791,2.427,0.387,0.73,0.762
14.85,-0.796,2.377,0.351,0.732,0.755
14.9,-0.8,2.327,0.322,0.745,0.725
14.95,-0.804,2.278,0.299,0.708,0.729
15.0,-0.807,2.228,0.281,0.715,0.722
15.05,-0.809,2.178,0.268,0.717,0.724
15.1,-0.811,2.128,0.258,0.688,0.737
15.15,-0.812,2.078,0.251,0.706,0.741
15.2,-0.812,2.028,0.247,0.687,0.755
15.25,-0.812,1.978,0.245,0.669,0.772
15.3,-0.811,1.928,0.245,0.689,0.782
15.35,-0.809,1.878,0.245,0.675,0.784
15.4,-0.807,1.828,0.247,0.666,0.776
15.45,-0.805,1.778,0.249,0.678,0.764
15.5,-0.801,1.728,0.251,0.665,0.758
15.55,-0.797,1.678,0.254,0.672,0.738
15.6,-0.793,1.628,0.257,0.668,0.719
15.65,-0.787,1.579,0.26,0.679,0.68
15.7,-0.781,1.529,0.263,0.679,0.682
15.75,-0.775,1.479,0.266,0.681,0.704
15.8,-0.768,1.43,0.269,0.683,0.704
15.85,-0.76,1.381,0.272,0.679,0.718
15.9,-0.751,1.331,0.276,0.695,0.733
15.95,-0.742,1.282,0.281,0.692,0.75
16.0,-0.732,1.233,0.287,0.706,0.777
16.05,-0.721,1.184,0.295,0.701,0.831
16.1,-0.71,1.136,0.307,0.706,0.872
16.15,-0.698,1.087,0.323,0.708,0.847
16.2,-0.685,1.039,0.345,0.715,0.806
16.25,-0.671,0.991,0.374,0.723,0.77
16.3,-0.657,0.943,0.412,0.733,0.745
16.35,-0.641,0.895,0.459,0.744,0.726
16.4,-0.625,0.848,0.518,0.759,0.705
16.45,-0.607,0.801,0.587,0.764,0.675
16.5,-0.588,0.755,0.667,0.771,0.676
16.55,-0.567,0.71,0.756,0.77,0.728
16.6,-0.544,0.665,0.851,0.771,0.795
16.65,-0.52,0.621,0.948,0.779,0.879
16.7,-0.494,0.579,1.04,0.789,0.95
16.75,-0.465,0.538,1.121,0.79,1.04
16.8,-0.435,0.498,1.184,0.791,1.155
16.85,-0.401,0.461,1.225,0.791,1.155
16.9,-0.366,0.426,1.24,0.791,1.106
16.95,-0.329,0.393,1.228,0.791,1.05
17.0,-0.289,0.362,1.194,0.79,1.009
17.05,-0.248,0.333,1.141,0.79,0.974
17.1,-0.205,0.308,1.075,0.788,0.953
17.15,-0.161,0.284,1.001,0.785,0.92
17.2,-0.116,0.263,0.713,0.785,0.882
17.25,-0.07,0.243,0.462,0.793,0.865
