s,x,y,kappa,n_l,n_r
13.5,1.397,3.868,-0.061,0.548,0.531
13.6,1.304,3.906,-0.023,0.54,0.539
13.7,1.212,3.944,0.014,0.532,0.547
13.8,1.12,3.983,0.05,0.525,0.556
13.9,1.027,4.02,0.085,0.517,0.565
14.0,0.934,4.057,0.119,0.51,0.574
14.1,0.841,4.093,0.15,0.503,0.583
14.2,0.747,4.128,0.179,0.496,0.592
14.3,0.652,4.16,0.206,0.49,0.601
14.4,0.557,4.191,0.23,0.485,0.61
14.5,0.461,4.22,0.25,0.48,0.618
14.6,0.365,4.246,0.267,0.476,0.627
14.7,0.268,4.27,0.281,0.473,0.634
14.8,0.17,4.291,0.292,0.47,0.641
14.9,0.072,4.309,0.301,0.468,0.648
15.0,-0.027,4.324,0.308,0.467,0.653
15.1,-0.126,4.336,0.315,0.467,0.659
15.2,-0.226,4.344,0.323,0.467,0.663
15.3,-0.326,4.35,0.334,0.468,0.667
15.4,-0.426,4.352,0.348,0.47,0.67
15.5,-0.526,4.351,0.368,0.472,0.673
15.6,-0.626,4.346,0.396,0.475,0.675
15.7,-0.725,4.337,0.435,0.479,0.676
15.8,-0.825,4.324,0.488,0.483,0.677
15.9,-0.923,4.307,0.559,0.488,0.677
16.0,-1.02,4.283,0.655,0.493,0.677
16.1,-1.116,4.254,0.783,0.499,0.677
16.2,-1.209,4.217,0.953,0.504,0.676
16.3,-1.298,4.172,1.168,0.51,0.674
16.4,-1.381,4.116,1.419,0.516,0.673
16.5,-1.456,4.05,1.656,0.522,0.671
16.6,-1.518,3.972,1.782,0.528,0.669
16.7,-1.565,3.884,1.696,0.534,0.666
16.8,-1.596,3.789,1.396,0.54,0.664
16.9,-1.613,3.69,0.997,0.546,0.661
17.0,-1.62,3.59,0.637,0.551,0.659
17.1,-1.622,3.491,0.386,0.556,0.656
17.2,-1.619,3.391,0.236,0.562,0.654
17.3,-1.615,3.291,0.156,0.567,0.652
17.4,-1.609,3.191,0.114,0.572,0.65
17.5,-1.602,3.091,0.09,0.576,0.648
17.6,-1.594,2.991,0.077,0.581,0.647
17.7,-1.585,2.892,0.068,0.585,0.646
17.8,-1.576,2.792,0.064,0.59,0.645
17.9,-1.566,2.693,0.062,0.594,0.645
18.0,-1.556,2.593,0.062,0.598,0.645
18.1,-1.544,2.494,0.064,0.603,0.646
18.2,-1.533,2.395,0.067,0.607,0.647
18.3,-1.52,2.295,0.07,0.611,0.649
18.4,-1.507,2.196,0.073,0.615,0.651
18.5,-1.493,2.097,0.074,0.619,0.654
18.6,-1.478,1.998,0.073,0.623,0.657
18.7,-1.463,1.899,0.071,0.627,0.661
18.8,-1.447,1.801,0.068,0.63,0.665
18.9,-1.43,1.702,0.065,0.634,0.67
19.0,-1.413,1.604,0.065,0.637,0.674
19.1,-1.395,1.505,0.071,0.641,0.679
19.2,-1.376,1.407,0.088,0.644,0.684
19.3,-1.357,1.309,0.123,0.647,0.69
19.4,-1.336,1.211,0.182,0.649,0.695
19.5,-1.314,1.114,0.268,0.652,0.7
19.6,-1.289,1.017,0.378,0.654,0.705
19.7,-1.26,0.921,0.503,0.656,0.709
19.8,-1.227,0.827,0.637,0.657,0.714
19.9,-1.188,0.735,0.774,0.658,0.717
20.0,-1.142,0.646,0.909,0.659,0.72
20.1,-1.088,0.562,1.036,0.659,0.723
20.2,-1.025,0.484,1.146,0.659,0.724
20.3,-0.954,0.414,1.222,0.659,0.725
20.4,-0.875,0.353,1.25,0.659,0.725
20.5,-0.789,0.302,1.219,0.658,0.725
20.6,-0.697,0.263,1.132,0.657,0.723
20.7,-0.601,0.234,1.002,0.656,0.721
20.8,-0.503,0.215,0.85,0.654,0.718
20.9,-0.404,0.204,0.692,0.653,0.715
21.0,-0.304,0.2,0.543,0.652,0.711
21.1,-0.204,0.202,0.338,0.651,0.707
21.2,-0.104,0.208,0.203,0.649,0.702
