s,x,y,kappa,n_l,n_r
16.8,-1.112,3.887,0.747,0.603,0.738
16.9,-1.137,3.791,0.621,0.609,0.738
17.0,-1.157,3.693,0.513,0.615,0.737
17.1,-1.172,3.594,0.42,0.621,0.735
17.2,-1.183,3.494,0.34,0.626,0.733
17.3,-1.19,3.394,0.271,0.631,0.73
17.4,-1.194,3.295,0.21,0.636,0.727
17.5,-1.197,3.195,0.155,0.64,0.724
17.6,-1.198,3.095,0.105,0.644,0.72
17.7,-1.198,2.995,0.06,0.648,0.717
17.8,-1.197,2.895,0.02,0.651,0.713
17.9,-1.196,2.795,-0.015,0.654,0.71
18.0,-1.196,2.695,-0.045,0.657,0.707
18.1,-1.195,2.595,-0.069,0.659,0.705
18.2,-1.196,2.495,-0.084,0.661,0.703
18.3,-1.197,2.395,-0.09,0.663,0.701
18.4,-1.2,2.295,-0.082,0.664,0.7
18.5,-1.203,2.195,-0.06,0.666,0.7
18.6,-1.206,2.095,-0.025,0.667,0.7
18.7,-1.21,1.995,0.016,0.667,0.7
18.8,-1.214,1.895,0.045,0.668,0.701
18.9,-1.218,1.795,0.041,0.668,0.703
19.0,-1.22,1.695,-0.0,0.668,0.704
19.1,-1.223,1.595,-0.048,0.667,0.706
19.2,-1.227,1.495,-0.057,0.666,0.708
19.3,-1.231,1.395,-0.006,0.665,0.71
19.4,-1.235,1.295,0.101,0.663,0.711
19.5,-1.238,1.195,0.251,0.661,0.713
19.6,-1.239,1.095,0.449,0.658,0.714
19.7,-1.236,0.995,0.706,0.655,0.715
19.8,-1.226,0.896,1.027,0.652,0.715
19.9,-1.206,0.798,1.385,0.648,0.714
20.0,-1.172,0.704,1.69,0.644,0.714
20.1,-1.123,0.617,1.828,0.639,0.712
20.2,-1.058,0.541,1.75,0.635,0.71
20.3,-0.98,0.478,1.525,0.63,0.708
20.4,-0.894,0.427,1.264,0.625,0.705
20.5,-0.803,0.388,1.033,0.62,0.702
20.6,-0.707,0.357,0.834,0.615,0.698
20.7,-0.61,0.335,0.624,0.61,0.694
20.8,-0.511,0.32,0.373,0.605,0.69
20.9,-0.412,0.308,0.145,0.601,0.686
21.0,-0.312,0.297,0.038,0.598,0.681
21.1,-0.213,0.286,0.046,0.594,0.677
21.2,-0.113,0.275,0.089,0.592,0.673
21.3,-0.014,0.266,0.085,0.59,0.669
21.4,0.086,0.257,0.062,0.589,0.665
