s,x,y,kappa,n_l,n_r
8.3,4.908,1.183,0.245,0.515,0.601
8.4,4.832,1.248,0.208,0.555,0.591
8.5,4.755,1.312,0.177,0.579,0.588
8.6,4.677,1.374,0.153,0.582,0.619
8.7,4.597,1.435,0.133,0.577,0.583
8.8,4.517,1.495,0.118,0.556,0.591
8.9,4.437,1.554,0.106,0.538,0.595
9.0,4.355,1.612,0.097,0.526,0.606
9.1,4.273,1.669,0.09,0.513,0.569
9.2,4.191,1.726,0.086,0.495,0.556
9.3,4.108,1.781,0.083,0.487,0.571
9.4,4.024,1.837,0.081,0.489,0.572
9.5,3.941,1.891,0.08,0.48,0.548
9.6,3.856,1.945,0.08,0.454,0.546
9.7,3.772,1.998,0.081,0.447,0.551
9.8,3.687,2.051,0.081,0.45,0.55
9.9,3.601,2.102,0.083,0.455,0.532
10.0,3.515,2.153,0.084,0.45,0.544
10.1,3.429,2.204,0.086,0.427,0.561
10.2,3.342,2.253,0.088,0.46,0.549
10.3,3.255,2.302,0.09,0.48,0.564
10.4,3.167,2.35,0.093,0.504,0.581
10.5,3.079,2.398,0.097,0.512,0.575
10.6,2.99,2.444,0.102,0.538,0.593
10.7,2.901,2.489,0.108,0.547,0.609
10.8,2.812,2.534,0.116,0.573,0.615
10.9,2.721,2.578,0.126,0.594,0.641
11.0,2.631,2.62,0.138,0.598,0.678
11.1,2.54,2.661,0.153,0.619,0.711
11.2,2.448,2.701,0.171,0.656,0.733
11.3,2.356,2.739,0.193,0.638,0.73
11.4,2.262,2.775,0.219,0.636,0.761
11.5,2.168,2.809,0.249,0.627,0.781
11.6,2.074,2.841,0.285,0.609,0.798
11.7,1.978,2.871,0.327,0.61,0.818
11.8,1.882,2.897,0.375,0.619,0.833
11.9,1.784,2.919,0.429,0.621,0.855
12.0,1.686,2.938,0.49,0.632,0.894
12.1,1.587,2.951,0.557,0.634,0.958
12.2,1.487,2.959,0.627,0.649,1.033
12.3,1.387,2.961,0.697,0.66,1.105
12.4,1.287,2.956,0.76,0.662,1.23
12.5,1.188,2.943,0.811,0.661,1.378
12.6,1.09,2.922,0.844,0.671,1.543
12.7,0.995,2.893,0.852,0.666,1.423
12.8,0.902,2.856,0.837,0.658,1.289
12.9,0.812,2.811,0.8,0.647,1.174
13.0,0.727,2.759,0.748,0.63,1.055
13.1,0.646,2.701,0.687,0.632,0.962
13.2,0.569,2.637,0.626,0.616,0.911
13.3,0.495,2.569,0.568,0.588,0.85
13.4,0.426,2.497,0.517,0.564,0.799
13.5,0.361,2.421,0.475,0.555,0.749
13.6,0.3,2.342,0.444,0.528,0.74
13.7,0.242,2.261,0.422,0.532,0.741
13.8,0.187,2.177,0.412,0.52,0.736
13.9,0.136,2.091,0.412,0.522,0.751
14.0,0.088,2.003,0.422,0.517,0.753
14.1,0.044,1.913,0.444,0.52,0.746
14.2,0.005,1.822,0.477,0.514,0.769
14.3,-0.031,1.728,0.521,0.542,0.773
14.4,-0.061,1.633,0.576,0.529,0.783
14.5,-0.086,1.536,0.641,0.501,0.842
14.6,-0.105,1.438,0.712,0.493,0.899
14.7,-0.117,1.338,0.786,0.496,0.964
14.8,-0.121,1.239,0.854,0.503,1.049
14.9,-0.116,1.139,0.907,0.507,1.212
15.0,-0.102,1.04,0.935,0.524,1.414
15.1,-0.079,0.942,0.932,0.522,1.444
15.2,-0.047,0.848,0.897,0.531,1.33
15.3,-0.007,0.756,0.836,0.518,1.225
15.4,0.041,0.669,0.757,0.532,1.096
15.5,0.096,0.585,0.671,0.534,0.989
15.6,0.156,0.505,0.459,0.54,0.912
15.7,0.22,0.428,0.291,0.55,0.862
