s,x,y,kappa,n_l,n_r
4.4,2.519,1.234,0.551,0.491,0.576
4.5,2.426,1.27,0.36,0.494,0.566
4.6,2.331,1.302,0.127,0.498,0.557
4.7,2.236,1.333,-0.172,0.501,0.548
4.8,2.141,1.366,-0.572,0.505,0.54
4.9,2.049,1.403,-1.027,0.509,0.533
5.0,1.961,1.45,-1.348,0.512,0.528
5.1,1.88,1.51,-1.403,0.516,0.524
5.2,1.809,1.58,-1.305,0.519,0.521
5.3,1.748,1.659,-1.23,0.522,0.52
5.4,1.696,1.744,-1.246,0.525,0.521
5.5,1.655,1.835,-1.347,0.528,0.523
5.6,1.627,1.931,-1.494,0.53,0.526
5.7,1.613,2.03,-1.616,0.532,0.531
5.8,1.616,2.13,-1.619,0.534,0.537
5.9,1.636,2.228,-1.447,0.535,0.545
6.0,1.669,2.322,-1.132,0.537,0.553
6.1,1.713,2.412,-0.759,0.538,0.563
6.2,1.764,2.498,-0.397,0.538,0.574
6.3,1.818,2.582,-0.062,0.539,0.585
6.4,1.873,2.666,0.262,0.539,0.596
6.5,1.926,2.751,0.597,0.54,0.608
6.6,1.973,2.839,0.934,0.54,0.621
6.7,2.012,2.931,1.218,0.54,0.633
6.8,2.039,3.027,1.384,0.54,0.644
6.9,2.052,3.126,1.416,0.54,0.655
7.0,2.05,3.226,1.365,0.54,0.666
7.1,2.035,3.325,1.296,0.54,0.675
7.2,2.008,3.421,1.25,0.54,0.683
7.3,1.969,3.513,1.242,0.54,0.69
7.4,1.919,3.6,1.269,0.54,0.696
7.5,1.858,3.679,1.321,0.539,0.7
7.6,1.788,3.75,1.379,0.539,0.703
7.7,1.708,3.81,1.419,0.538,0.704
7.8,1.621,3.859,1.417,0.538,0.703
7.9,1.527,3.894,1.358,0.537,0.702
8.0,1.43,3.917,1.246,0.536,0.698
8.1,1.33,3.926,1.095,0.536,0.694
8.2,1.23,3.925,0.929,0.535,0.688
8.3,1.131,3.915,0.768,0.534,0.682
8.4,1.032,3.897,0.622,0.534,0.674
8.5,0.935,3.873,0.497,0.534,0.667
8.6,0.839,3.845,0.394,0.534,0.658
8.7,0.745,3.813,0.31,0.534,0.65
8.8,0.651,3.777,0.242,0.534,0.642
8.9,0.558,3.74,0.189,0.535,0.633
9.0,0.466,3.701,0.146,0.536,0.625
9.1,0.375,3.66,0.112,0.537,0.618
9.2,0.284,3.619,0.085,0.539,0.611
9.3,0.193,3.577,0.063,0.541,0.604
9.4,0.103,3.534,0.045,0.543,0.598
9.5,0.013,3.491,0.03,0.545,0.593
9.6,-0.077,3.447,0.018,0.548,0.589
9.7,-0.167,3.404,0.008,0.551,0.585
9.8,-0.257,3.36,0.001,0.553,0.582
9.9,-0.347,3.316,-0.005,0.556,0.58
10.0,-0.437,3.273,-0.009,0.559,0.578
10.1,-0.527,3.229,-0.011,0.562,0.577
10.2,-0.617,3.186,-0.011,0.565,0.576
10.3,-0.707,3.142,-0.01,0.568,0.576
10.4,-0.797,3.099,-0.008,0.571,0.576
10.5,-0.888,3.056,-0.005,0.574,0.577
10.6,-0.978,3.013,-0.002,0.576,0.578
10.7,-1.068,2.969,0.0,0.579,0.58
10.8,-1.158,2.926,0.002,0.581,0.581
10.9,-1.249,2.883,0.004,0.583,0.583
11.0,-1.339,2.84,0.004,0.586,0.585
11.1,-1.429,2.797,0.004,0.588,0.587
11.2,-1.519,2.753,0.003,0.589,0.59
11.3,-1.609,2.71,0.002,0.591,0.592
11.4,-1.699,2.667,0.001,0.592,0.595
11.5,-1.789,2.624,-0.001,0.594,0.598
11.6,-1.88,2.58,-0.001,0.595,0.6
11.7,-1.97,2.537,-0.001,0.596,0.604
11.8,-2.06,2.494,-0.0,0.597,0.607
11.9,-2.15,2.45,0.002,0.598,0.61
12.0,-2.24,2.407,0.006,0.598,0.614
12.1,-2.33,2.364,0.01,0.599,0.618
12.2,-2.42,2.32,0.017,0.6,0.622
12.3,-2.51,2.277,0.024,0.6,0.627
12.4,-2.6,2.233,0.033,0.601,0.631
12.5,-2.69,2.189,0.043,0.602,0.637
12.6,-2.78,2.144,0.054,0.602,0.642
12.7,-2.869,2.099,0.066,0.603,0.648
12.8,-2.958,2.054,0.08,0.604,0.654
12.9,-3.047,2.008,0.094,0.605,0.661
13.0,-3.135,1.96,0.109,0.606,0.668
13.1,-3.223,1.912,0.126,0.607,0.675
13.2,-3.31,1.863,0.144,0.608,0.683
13.3,-3.396,1.813,0.164,0.61,0.69
13.4,-3.482,1.761,0.186,0.611,0.698
13.5,-3.566,1.708,0.209,0.612,0.705
13.6,-3.65,1.653,0.236,0.613,0.713
13.7,-3.732,1.596,0.265,0.614,0.72
13.8,-3.812,1.536,0.297,0.615,0.726
13.9,-3.891,1.475,0.333,0.616,0.732
14.0,-3.968,1.411,0.371,0.616,0.738
14.1,-4.042,1.344,0.413,0.617,0.743
14.2,-4.113,1.274,0.459,0.617,0.746
14.3,-4.182,1.201,0.509,0.617,0.749
14.4,-4.246,1.124,0.562,0.616,0.751
14.5,-4.306,1.044,0.62,0.615,0.752
14.6,-4.361,0.96,0.68,0.614,0.751
14.7,-4.41,0.873,0.741,0.613,0.75
14.8,-4.452,0.783,0.798,0.612,0.748
14.9,-4.488,0.689,0.841,0.61,0.744
15.0,-4.515,0.593,0.863,0.608,0.74
15.1,-4.533,0.495,0.851,0.607,0.735
15.2,-4.543,0.395,0.802,0.605,0.729
15.3,-4.545,0.295,0.721,0.603,0.723
15.4,-4.54,0.196,0.622,0.602,0.717
15.5,-4.529,0.096,0.523,0.601,0.71
15.6,-4.512,-0.002,0.437,0.6,0.703
15.7,-4.491,-0.1,0.37,0.599,0.697
15.8,-4.467,-0.197,0.323,0.599,0.691
15.9,-4.439,-0.293,0.294,0.599,0.685
16.0,-4.409,-0.389,0.281,0.599,0.68
16.1,-4.376,-0.483,0.284,0.6,0.675
16.2,-4.341,-0.577,0.304,0.6,0.672
16.3,-4.303,-0.669,0.341,0.602,0.669
16.4,-4.261,-0.76,0.386,0.603,0.667
16.5,-4.216,-0.849,0.417,0.605,0.666
16.6,-4.168,-0.937,0.409,0.606,0.666
16.7,-4.115,-1.022,0.36,0.608,0.667
16.8,-4.06,-1.105,0.293,0.609,0.668
16.9,-4.002,-1.187,0.241,0.611,0.67
17.0,-3.943,-1.267,0.224,0.612,0.673
17.1,-3.881,-1.346,0.25,0.614,0.676
17.2,-3.818,-1.424,0.325,0.614,0.68
17.3,-3.753,-1.499,0.437,0.615,0.684
17.4,-3.684,-1.572,0.557,0.615,0.688
17.5,-3.611,-1.64,0.644,0.615,0.692
17.6,-3.534,-1.704,0.678,0.614,0.696
17.7,-3.453,-1.762,0.672,0.613,0.7
17.8,-3.368,-1.815,0.65,0.611,0.704
17.9,-3.279,-1.861,0.63,0.609,0.707
18.0,-3.188,-1.903,0.623,0.607,0.71
18.1,-3.095,-1.938,0.631,0.604,0.713
18.2,-2.999,-1.968,0.653,0.601,0.715
18.3,-2.902,-1.991,0.688,0.599,0.716
18.4,-2.803,-2.008,0.726,0.596,0.717
18.5,-2.704,-2.017,0.759,0.593,0.717
18.6,-2.604,-2.019,0.774,0.59,0.717
18.7,-2.504,-2.013,0.764,0.587,0.716
18.8,-2.405,-1.999,0.729,0.585,0.714
18.9,-2.307,-1.979,0.678,0.583,0.712
19.0,-2.211,-1.951,0.622,0.582,0.71
19.1,-2.117,-1.918,0.57,0.581,0.707
19.2,-2.025,-1.879,0.529,0.581,0.703
19.3,-1.935,-1.836,0.497,0.581,0.699
19.4,-1.847,-1.788,0.475,0.582,0.695
19.5,-1.761,-1.736,0.458,0.584,0.69
19.6,-1.678,-1.68,0.444,0.586,0.684
19.7,-1.598,-1.62,0.429,0.588,0.678
19.8,-1.52,-1.558,0.409,0.591,0.671
19.9,-1.445,-1.492,0.384,0.595,0.664
20.0,-1.373,-1.423,0.351,0.599,0.656
20.1,-1.303,-1.351,0.309,0.603,0.647
20.2,-1.235,-1.278,0.258,0.608,0.638
20.3,-1.169,-1.203,0.199,0.613,0.629
20.4,-1.105,-1.126,0.133,0.617,0.619
20.5,-1.041,-1.049,0.061,0.622,0.609
20.6,-0.979,-0.971,-0.015,0.627,0.598
20.7,-0.916,-0.893,-0.092,0.631,0.588
20.8,-0.852,-0.816,-0.168,0.635,0.578
20.9,-0.787,-0.74,-0.243,0.638,0.568
21.0,-0.72,-0.665,-0.313,0.641,0.558
21.1,-0.651,-0.593,-0.379,0.643,0.548
21.2,-0.579,-0.524,-0.438,0.645,0.539
21.3,-0.505,-0.457,-0.491,0.645,0.531
21.4,-0.427,-0.394,-0.535,0.645,0.523
21.5,-0.346,-0.336,-0.572,0.644,0.517
21.6,-0.261,-0.282,-0.445,0.642,0.511
21.7,-0.174,-0.234,-0.301,0.638,0.506
