s,x,y,kappa,n_l,n_r
5.8,5.841,0.82,0.517,0.751,0.992
5.9,5.917,0.884,0.524,0.731,0.981
6.0,5.99,0.953,0.535,0.736,0.961
6.1,6.059,1.025,0.549,0.717,0.95
6.2,6.124,1.101,0.569,0.723,0.938
6.3,6.185,1.181,0.594,0.715,0.939
6.4,6.24,1.264,0.624,0.707,0.954
6.5,6.291,1.35,0.658,0.701,0.955
6.6,6.335,1.44,0.689,0.698,0.957
6.7,6.374,1.532,0.711,0.68,0.942
6.8,6.406,1.627,0.714,0.662,0.902
6.9,6.43,1.724,0.694,0.665,0.874
7.0,6.448,1.822,0.651,0.664,0.832
7.1,6.46,1.921,0.593,0.656,0.804
7.2,6.465,2.021,0.53,0.654,0.796
7.3,6.465,2.121,0.472,0.654,0.788
7.4,6.461,2.221,0.425,0.65,0.782
7.5,6.452,2.321,0.392,0.655,0.788
7.6,6.44,2.42,0.372,0.652,0.778
7.7,6.424,2.519,0.364,0.648,0.77
7.8,6.404,2.617,0.367,0.653,0.772
7.9,6.381,2.714,0.378,0.645,0.765
8.0,6.354,2.81,0.395,0.64,0.775
8.1,6.323,2.905,0.418,0.631,0.786
8.2,6.288,2.999,0.444,0.629,0.801
8.3,6.249,3.091,0.472,0.617,0.844
8.4,6.206,3.181,0.499,0.615,0.843
8.5,6.159,3.269,0.526,0.597,0.837
8.6,6.107,3.355,0.55,0.601,0.852
8.7,6.05,3.437,0.571,0.6,0.854
8.8,5.989,3.516,0.588,0.592,0.85
8.9,5.923,3.591,0.601,0.59,0.836
9.0,5.853,3.662,0.61,0.586,0.853
9.1,5.778,3.729,0.616,0.594,0.831
9.2,5.7,3.791,0.619,0.586,0.869
9.3,5.617,3.848,0.621,0.594,0.86
9.4,5.532,3.9,0.621,0.573,0.873
9.5,5.443,3.946,0.62,0.59,0.86
9.6,5.352,3.987,0.618,0.597,0.866
9.7,5.258,4.022,0.615,0.61,0.875
9.8,5.163,4.052,0.61,0.603,0.876
9.9,5.066,4.075,0.603,0.608,0.878
10.0,4.967,4.093,0.593,0.604,0.866
10.1,4.868,4.104,0.579,0.592,0.834
10.2,4.768,4.11,0.562,0.586,0.817
10.3,4.668,4.11,0.543,0.581,0.79
10.4,4.568,4.105,0.521,0.582,0.752
10.5,4.469,4.095,0.5,0.57,0.748
10.6,4.37,4.079,0.479,0.563,0.731
10.7,4.272,4.059,0.463,0.559,0.714
10.8,4.175,4.035,0.452,0.555,0.711
10.9,4.079,4.006,0.449,0.557,0.696
11.0,3.985,3.973,0.457,0.55,0.686
11.1,3.892,3.935,0.478,0.556,0.68
11.2,3.801,3.893,0.509,0.539,0.663
11.3,3.713,3.847,0.531,0.535,0.65
11.4,3.627,3.796,0.486,0.537,0.637
11.5,3.544,3.741,0.305,0.53,0.627
11.6,3.462,3.682,0.012,0.567,0.605
11.7,3.381,3.624,-0.278,0.62,0.561
11.8,3.298,3.568,-0.492,0.544,0.566
11.9,3.213,3.516,-0.643,0.58,0.548
12.0,3.124,3.47,-0.76,0.573,0.528
12.1,3.032,3.431,-0.849,0.607,0.508
12.2,2.937,3.4,-0.911,0.658,0.472
12.3,2.839,3.378,-0.948,0.707,0.487
12.4,2.74,3.365,-0.96,0.753,0.524
12.5,2.64,3.362,-0.948,0.798,0.548
12.6,2.541,3.369,-0.91,0.804,0.524
12.7,2.442,3.384,-0.844,0.756,0.516
12.8,2.345,3.408,-0.752,0.681,0.522
12.9,2.25,3.439,-0.644,0.611,0.485
13.0,2.157,3.476,-0.529,0.576,0.485
13.1,2.066,3.518,-0.418,0.563,0.495
13.2,1.977,3.564,-0.319,0.562,0.507
13.3,1.89,3.612,-0.234,0.561,0.509
13.4,1.803,3.663,-0.162,0.562,0.52
13.5,1.718,3.715,-0.101,0.583,0.534
13.6,1.633,3.768,-0.049,0.587,0.552
13.7,1.548,3.821,-0.003,0.572,0.549
13.8,1.464,3.874,0.038,0.578,0.554
13.9,1.379,3.927,0.077,0.567,0.585
14.0,1.293,3.979,0.113,0.542,0.592
14.1,1.208,4.03,0.146,0.522,0.591
14.2,1.121,4.08,0.177,0.506,0.583
14.3,1.033,4.129,0.206,0.514,0.579
14.4,0.945,4.175,0.232,0.508,0.584
14.5,0.855,4.22,0.256,0.51,0.588
14.6,0.765,4.262,0.279,0.485,0.611
14.7,0.673,4.301,0.3,0.5,0.621
14.8,0.58,4.338,0.321,0.458,0.654
14.9,0.486,4.372,0.343,0.449,0.674
15.0,0.391,4.403,0.366,0.442,0.66
15.1,0.294,4.43,0.391,0.439,0.661
15.2,0.197,4.453,0.421,0.449,0.631
15.3,0.099,4.472,0.456,0.449,0.626
15.4,0.0,4.487,0.496,0.48,0.617
15.5,-0.099,4.497,0.541,0.5,0.614
15.6,-0.199,4.502,0.593,0.517,0.634
15.7,-0.299,4.5,0.664,0.56,0.63
15.8,-0.399,4.492,0.777,0.624,0.682
15.9,-0.498,4.477,0.944,0.665,0.682
16.0,-0.595,4.452,1.138,0.569,0.707
16.1,-0.688,4.416,1.31,0.589,0.772
16.2,-0.776,4.369,1.411,0.594,0.933
16.3,-0.856,4.309,1.42,0.6,1.116
16.4,-0.927,4.239,1.344,0.6,1.24
16.5,-0.987,4.159,1.21,0.604,1.141
16.6,-1.038,4.073,1.051,0.606,0.992
16.7,-1.079,3.982,0.892,0.603,0.945
16.8,-1.112,3.887,0.747,0.61,0.881
16.9,-1.137,3.791,0.621,0.607,0.88
17.0,-1.157,3.693,0.513,0.628,0.85
17.1,-1.172,3.594,0.42,0.643,0.814
17.2,-1.183,3.494,0.34,0.651,0.79
17.3,-1.19,3.394,0.271,0.662,0.775
17.4,-1.194,3.295,0.21,0.675,0.745
17.5,-1.197,3.195,0.155,0.681,0.742
17.6,-1.198,3.095,0.105,0.689,0.701
17.7,-1.198,2.995,0.06,0.689,0.686
17.8,-1.197,2.895,0.02,0.698,0.657
17.9,-1.196,2.795,-0.015,0.702,0.658
18.0,-1.196,2.695,-0.045,0.717,0.643
18.1,-1.195,2.595,-0.069,0.701,0.694
18.2,-1.196,2.495,-0.084,0.688,0.679
18.3,-1.197,2.395,-0.09,0.718,0.679
18.4,-1.2,2.295,-0.082,0.711,0.68
18.5,-1.203,2.195,-0.06,0.704,0.644
18.6,-1.206,2.095,-0.025,0.708,0.653
18.7,-1.21,1.995,0.016,0.632,0.654
18.8,-1.214,1.895,0.045,0.631,0.659
18.9,-1.218,1.795,0.041,0.699,0.672
19.0,-1.22,1.695,-0.0,0.702,0.699
19.1,-1.223,1.595,-0.048,0.715,0.716
19.2,-1.227,1.495,-0.057,0.688,0.743
19.3,-1.231,1.395,-0.006,0.697,0.749
19.4,-1.235,1.295,0.101,0.702,0.755
19.5,-1.238,1.195,0.251,0.735,0.766
19.6,-1.239,1.095,0.449,0.715,0.765
19.7,-1.236,0.995,0.706,0.719,0.764
19.8,-1.226,0.896,1.027,0.724,0.762
19.9,-1.206,0.798,1.385,0.775,0.814
20.0,-1.172,0.704,1.69,0.727,0.937
20.1,-1.123,0.617,1.828,0.737,1.173
20.2,-1.058,0.541,1.75,0.762,1.056
20.3,-0.98,0.478,1.525,0.841,0.937
20.4,-0.894,0.427,1.264,0.862,0.838
20.5,-0.803,0.388,1.033,0.856,0.761
20.6,-0.707,0.357,0.834,0.723,0.707
20.7,-0.61,0.335,0.624,0.619,0.678
20.8,-0.511,0.32,0.373,0.606,0.656
20.9,-0.412,0.308,0.145,0.546,0.654
21.0,-0.312,0.297,0.038,0.518,0.656
21.1,-0.213,0.286,0.046,0.517,0.645
21.2,-0.113,0.275,0.089,0.502,0.639
21.3,-0.014,0.266,0.085,0.511,0.632
21.4,0.086,0.257,0.062,0.529,0.63
