s,x,y,kappa,n_l,n_r
5.0,4.986,0.234,0.343,0.574,0.675
5.1,5.083,0.258,0.382,0.577,0.68
5.2,5.179,0.286,0.422,0.579,0.686
5.3,5.273,0.318,0.462,0.582,0.692
5.4,5.367,0.354,0.5,0.585,0.698
5.5,5.458,0.395,0.537,0.589,0.704
5.6,5.547,0.441,0.571,0.593,0.709
5.7,5.633,0.491,0.6,0.597,0.715
5.8,5.716,0.547,0.621,0.601,0.72
5.9,5.795,0.608,0.628,0.605,0.726
6.0,5.87,0.674,0.619,0.608,0.73
6.1,5.942,0.744,0.593,0.612,0.735
6.2,6.008,0.819,0.556,0.616,0.739
6.3,6.071,0.897,0.515,0.619,0.742
6.4,6.129,0.978,0.476,0.621,0.744
6.5,6.184,1.062,0.443,0.623,0.746
6.6,6.234,1.148,0.416,0.624,0.747
6.7,6.281,1.236,0.396,0.625,0.748
6.8,6.325,1.326,0.381,0.625,0.747
6.9,6.365,1.418,0.372,0.624,0.745
7.0,6.402,1.511,0.367,0.623,0.743
7.1,6.435,1.605,0.366,0.62,0.74
7.2,6.465,1.701,0.368,0.617,0.736
7.3,6.491,1.797,0.372,0.614,0.731
7.4,6.514,1.894,0.378,0.609,0.725
7.5,6.533,1.993,0.386,0.604,0.719
7.6,6.548,2.091,0.396,0.599,0.713
7.7,6.559,2.191,0.41,0.593,0.705
7.8,6.567,2.29,0.428,0.586,0.698
7.9,6.57,2.39,0.453,0.58,0.69
8.0,6.568,2.49,0.485,0.573,0.683
8.1,6.562,2.59,0.522,0.566,0.675
8.2,6.55,2.69,0.56,0.559,0.668
8.3,6.533,2.788,0.587,0.553,0.661
8.4,6.51,2.885,0.592,0.546,0.654
8.5,6.481,2.981,0.573,0.54,0.648
8.6,6.447,3.075,0.536,0.535,0.643
8.7,6.408,3.167,0.498,0.53,0.639
8.8,6.364,3.257,0.478,0.525,0.635
8.9,6.316,3.345,0.49,0.521,0.632
9.0,6.264,3.43,0.543,0.518,0.63
9.1,6.208,3.513,0.635,0.516,0.629
9.2,6.146,3.591,0.746,0.515,0.628
9.3,6.079,3.665,0.848,0.514,0.629
9.4,6.006,3.733,0.915,0.514,0.63
9.5,5.926,3.794,0.946,0.515,0.631
9.6,5.841,3.847,0.953,0.516,0.633
9.7,5.752,3.892,0.946,0.519,0.636
9.8,5.659,3.928,0.92,0.521,0.638
9.9,5.563,3.955,0.872,0.524,0.64
10.0,5.464,3.974,0.806,0.528,0.643
10.1,5.365,3.985,0.73,0.532,0.644
10.2,5.265,3.988,0.652,0.536,0.646
10.3,5.165,3.985,0.577,0.541,0.647
10.4,5.066,3.976,0.509,0.545,0.647
10.5,4.966,3.962,0.448,0.55,0.647
10.6,4.868,3.944,0.393,0.555,0.645
10.7,4.771,3.922,0.345,0.559,0.643
10.8,4.674,3.896,0.301,0.564,0.641
10.9,4.578,3.868,0.261,0.569,0.637
11.0,4.483,3.837,0.224,0.573,0.632
11.1,4.388,3.804,0.189,0.577,0.627
11.2,4.295,3.77,0.155,0.582,0.621
11.3,4.201,3.734,0.121,0.586,0.614
11.4,4.109,3.696,0.086,0.59,0.607
11.5,4.016,3.658,0.047,0.593,0.6
11.6,3.924,3.62,0.003,0.597,0.592
11.7,3.832,3.581,-0.051,0.6,0.585
11.8,3.739,3.543,-0.117,0.603,0.577
11.9,3.646,3.506,-0.198,0.606,0.569
12.0,3.553,3.471,-0.296,0.609,0.561
12.1,3.458,3.438,-0.403,0.611,0.554
12.2,3.362,3.409,-0.509,0.613,0.547
12.3,3.265,3.386,-0.594,0.615,0.541
12.4,3.167,3.368,-0.645,0.616,0.536
12.5,3.068,3.356,-0.655,0.616,0.531
12.6,2.968,3.352,-0.632,0.617,0.527
12.7,2.868,3.353,-0.588,0.617,0.523
12.8,2.768,3.361,-0.535,0.616,0.521
12.9,2.669,3.374,-0.481,0.615,0.519
13.0,2.57,3.391,-0.429,0.613,0.519
13.1,2.473,3.413,-0.381,0.611,0.519
13.2,2.376,3.439,-0.336,0.609,0.521
13.3,2.28,3.467,-0.294,0.606,0.523
13.4,2.185,3.499,-0.253,0.604,0.527
13.5,2.091,3.533,-0.215,0.6,0.531
13.6,1.998,3.569,-0.177,0.597,0.536
13.7,1.905,3.606,-0.141,0.593,0.542
13.8,1.813,3.645,-0.106,0.59,0.549
13.9,1.721,3.685,-0.071,0.586,0.557
14.0,1.63,3.725,-0.038,0.582,0.566
14.1,1.539,3.766,-0.005,0.578,0.575
14.2,1.447,3.807,0.026,0.575,0.584
14.3,1.356,3.847,0.057,0.571,0.594
14.4,1.264,3.888,0.088,0.568,0.605
14.5,1.172,3.927,0.118,0.564,0.616
14.6,1.08,3.965,0.147,0.561,0.627
14.7,0.987,4.002,0.177,0.558,0.638
14.8,0.894,4.037,0.206,0.555,0.649
14.9,0.799,4.07,0.236,0.552,0.66
15.0,0.704,4.101,0.266,0.549,0.671
15.1,0.608,4.13,0.297,0.547,0.681
15.2,0.512,4.155,0.329,0.544,0.692
15.3,0.414,4.178,0.361,0.542,0.701
15.4,0.316,4.197,0.395,0.539,0.71
15.5,0.217,4.212,0.432,0.537,0.718
15.6,0.118,4.223,0.472,0.535,0.726
15.7,0.018,4.229,0.517,0.533,0.732
15.8,-0.082,4.229,0.569,0.53,0.737
15.9,-0.182,4.225,0.63,0.528,0.741
16.0,-0.281,4.214,0.704,0.526,0.744
16.1,-0.38,4.196,0.793,0.523,0.745
16.2,-0.476,4.17,0.898,0.521,0.744
16.3,-0.57,4.136,1.017,0.518,0.742
16.4,-0.66,4.092,1.141,0.516,0.738
16.5,-0.745,4.039,1.257,0.513,0.733
16.6,-0.822,3.975,1.346,0.51,0.726
16.7,-0.889,3.902,1.391,0.507,0.717
16.8,-0.946,3.819,1.387,0.503,0.707
16.9,-0.991,3.73,1.348,0.499,0.695
17.0,-1.023,3.635,1.296,0.496,0.681
17.1,-1.043,3.537,1.257,0.492,0.666
17.2,-1.05,3.438,1.254,0.487,0.651
17.3,-1.045,3.338,1.305,0.483,0.634
17.4,-1.028,3.24,1.416,0.479,0.616
17.5,-0.996,3.145,1.546,0.474,0.599
17.6,-0.951,3.056,1.523,0.47,0.581
17.7,-0.891,2.976,1.039,0.465,0.563
17.8,-0.822,2.904,0.097,0.461,0.546
17.9,-0.752,2.832,-0.707,0.457,0.529
18.0,-0.69,2.754,-0.921,0.453,0.514
18.1,-0.636,2.67,-0.815,0.449,0.5
18.2,-0.588,2.582,-0.79,0.445,0.487
18.3,-0.547,2.491,-0.902,0.442,0.475
18.4,-0.514,2.396,-1.041,0.439,0.466
18.5,-0.491,2.299,-1.107,0.436,0.458
18.6,-0.48,2.2,-1.069,0.433,0.452
18.7,-0.48,2.1,-0.956,0.431,0.448
18.8,-0.489,2.0,-0.818,0.429,0.447
18.9,-0.506,1.902,-0.693,0.427,0.446
19.0,-0.53,1.804,-0.597,0.425,0.448
19.1,-0.559,1.709,-0.539,0.423,0.451
19.2,-0.594,1.615,-0.535,0.421,0.456
19.3,-0.633,1.523,-0.607,0.42,0.462
19.4,-0.678,1.434,-0.72,0.419,0.469
19.5,-0.729,1.348,-0.559,0.418,0.477
19.6,-0.787,1.266,0.229,0.417,0.485
19.7,-0.844,1.184,1.249,0.417,0.494
19.8,-0.888,1.094,1.717,0.417,0.503
19.9,-0.914,0.998,1.585,0.417,0.512
20.0,-0.925,0.899,1.314,0.418,0.521
20.1,-0.923,0.799,1.12,0.419,0.53
20.2,-0.91,0.7,1.014,0.42,0.538
20.3,-0.887,0.602,0.975,0.423,0.545
20.4,-0.855,0.508,0.986,0.425,0.552
20.5,-0.814,0.416,1.037,0.429,0.558
20.6,-0.764,0.33,1.122,0.432,0.563
20.7,-0.705,0.25,1.231,0.437,0.568
20.8,-0.636,0.177,1.343,0.442,0.572
20.9,-0.558,0.115,1.419,0.448,0.575
21.0,-0.471,0.064,1.404,0.455,0.577
21.1,-0.379,0.027,1.266,0.462,0.579
21.2,-0.282,0.001,1.038,0.469,0.581
21.3,-0.184,-0.014,0.649,0.477,0.582
21.4,-0.084,-0.022,0.389,0.486,0.583
