s,x,y,kappa,n_l,n_r
8.6,4.238,3.63,0.919,0.532,0.726
8.7,4.145,3.665,0.979,0.527,0.716
8.8,4.048,3.69,1.022,0.523,0.705
8.9,3.949,3.706,1.041,0.52,0.694
9.0,3.849,3.711,1.031,0.518,0.682
9.1,3.749,3.705,0.989,0.516,0.67
9.2,3.651,3.69,0.917,0.516,0.658
9.3,3.554,3.665,0.819,0.516,0.646
9.4,3.459,3.633,0.704,0.517,0.634
9.5,3.367,3.594,0.583,0.52,0.623
9.6,3.277,3.55,0.463,0.523,0.611
9.7,3.19,3.502,0.351,0.526,0.6
9.8,3.104,3.45,0.249,0.531,0.59
9.9,3.019,3.397,0.157,0.537,0.58
10.0,2.936,3.342,0.068,0.543,0.571
10.1,2.852,3.287,-0.024,0.549,0.563
10.2,2.769,3.232,-0.128,0.556,0.556
10.3,2.685,3.178,-0.251,0.564,0.549
10.4,2.599,3.126,-0.391,0.571,0.544
10.5,2.512,3.077,-0.533,0.579,0.54
10.6,2.422,3.034,-0.654,0.587,0.537
10.7,2.329,2.996,-0.731,0.594,0.535
10.8,2.234,2.965,-0.759,0.601,0.534
10.9,2.137,2.942,-0.746,0.608,0.535
11.0,2.038,2.926,-0.709,0.615,0.536
11.1,1.939,2.917,-0.66,0.621,0.538
11.2,1.839,2.914,-0.607,0.627,0.541
11.3,1.739,2.918,-0.554,0.632,0.545
11.4,1.639,2.927,-0.5,0.636,0.55
11.5,1.54,2.942,-0.447,0.64,0.555
11.6,1.442,2.96,-0.395,0.644,0.561
11.7,1.345,2.983,-0.343,0.646,0.568
11.8,1.248,3.008,-0.293,0.649,0.575
11.9,1.152,3.037,-0.246,0.65,0.583
12.0,1.057,3.068,-0.201,0.651,0.592
12.1,0.963,3.101,-0.161,0.652,0.6
12.2,0.869,3.135,-0.129,0.652,0.609
12.3,0.775,3.171,-0.107,0.651,0.618
12.4,0.682,3.207,-0.099,0.65,0.627
12.5,0.59,3.245,-0.107,0.648,0.637
12.6,0.497,3.283,-0.131,0.646,0.646
12.7,0.405,3.323,-0.161,0.643,0.655
12.8,0.314,3.364,-0.185,0.639,0.664
12.9,0.224,3.406,-0.19,0.635,0.672
13.0,0.134,3.451,-0.174,0.63,0.68
13.1,0.045,3.497,-0.141,0.625,0.688
13.2,-0.043,3.544,-0.096,0.619,0.696
13.3,-0.13,3.593,-0.046,0.613,0.703
13.4,-0.218,3.641,0.005,0.607,0.709
13.5,-0.305,3.69,0.055,0.601,0.715
13.6,-0.393,3.738,0.103,0.595,0.721
13.7,-0.481,3.785,0.151,0.589,0.725
13.8,-0.57,3.831,0.199,0.583,0.73
13.9,-0.659,3.875,0.248,0.578,0.733
14.0,-0.75,3.917,0.297,0.574,0.736
14.1,-0.842,3.956,0.347,0.571,0.739
14.2,-0.936,3.992,0.4,0.568,0.74
14.3,-1.03,4.024,0.455,0.566,0.741
14.4,-1.126,4.052,0.513,0.566,0.741
14.5,-1.224,4.075,0.576,0.566,0.74
14.6,-1.322,4.092,0.647,0.567,0.739
14.7,-1.422,4.103,0.728,0.569,0.736
14.8,-1.522,4.107,0.825,0.572,0.733
14.9,-1.621,4.102,0.951,0.576,0.728
15.0,-1.72,4.088,1.126,0.58,0.723
15.1,-1.817,4.063,1.39,0.584,0.717
15.2,-1.91,4.026,1.815,0.589,0.709
15.3,-1.994,3.973,2.475,0.594,0.701
15.4,-2.064,3.901,3.234,0.598,0.692
15.5,-2.105,3.811,3.479,0.603,0.682
15.6,-2.111,3.711,2.774,0.607,0.671
15.7,-2.088,3.614,1.726,0.61,0.659
15.8,-2.05,3.522,0.925,0.614,0.647
15.9,-2.004,3.433,0.453,0.616,0.635
16.0,-1.954,3.346,0.18,0.618,0.622
16.1,-1.903,3.26,0.004,0.619,0.609
16.2,-1.852,3.174,-0.126,0.62,0.596
16.3,-1.802,3.087,-0.235,0.62,0.584
16.4,-1.755,2.999,-0.335,0.619,0.572
16.5,-1.71,2.91,-0.432,0.617,0.562
16.6,-1.669,2.819,-0.527,0.615,0.552
16.7,-1.633,2.725,-0.62,0.612,0.543
16.8,-1.603,2.63,-0.709,0.608,0.536
16.9,-1.58,2.533,-0.789,0.603,0.53
17.0,-1.565,2.434,-0.857,0.599,0.527
17.1,-1.558,2.334,-0.907,0.593,0.524
17.2,-1.56,2.234,-0.936,0.587,0.524
17.3,-1.571,2.135,-0.94,0.581,0.526
17.4,-1.592,2.037,-0.915,0.575,0.529
17.5,-1.622,1.942,-0.859,0.568,0.535
17.6,-1.66,1.849,-0.767,0.561,0.542
17.7,-1.705,1.76,-0.63,0.555,0.55
17.8,-1.756,1.674,-0.443,0.548,0.56
17.9,-1.811,1.59,-0.208,0.542,0.571
18.0,-1.867,1.508,0.057,0.536,0.583
18.1,-1.923,1.425,0.321,0.53,0.596
18.2,-1.976,1.34,0.558,0.525,0.61
18.3,-2.025,1.253,0.753,0.521,0.623
18.4,-2.066,1.162,0.908,0.517,0.636
18.5,-2.099,1.067,1.036,0.514,0.649
18.6,-2.122,0.97,1.15,0.511,0.661
18.7,-2.134,0.871,1.257,0.509,0.672
18.8,-2.133,0.771,1.36,0.508,0.682
18.9,-2.119,0.672,1.449,0.507,0.691
19.0,-2.09,0.576,1.507,0.507,0.698
19.1,-2.047,0.486,1.516,0.508,0.704
19.2,-1.991,0.403,1.465,0.509,0.708
19.3,-1.923,0.33,1.358,0.511,0.71
19.4,-1.846,0.266,1.211,0.513,0.711
19.5,-1.762,0.212,1.048,0.516,0.711
19.6,-1.673,0.167,0.886,0.52,0.709
19.7,-1.58,0.131,0.737,0.524,0.707
19.8,-1.484,0.101,0.606,0.528,0.703
19.9,-1.387,0.077,0.493,0.533,0.698
20.0,-1.289,0.058,0.398,0.538,0.693
20.1,-1.19,0.042,0.319,0.544,0.688
20.2,-1.091,0.03,0.253,0.549,0.682
20.3,-0.991,0.021,0.198,0.555,0.677
20.4,-0.892,0.013,0.153,0.561,0.671
20.5,-0.792,0.007,0.117,0.567,0.666
20.6,-0.692,0.001,0.088,0.573,0.661
20.7,-0.592,-0.003,0.065,0.579,0.657
20.8,-0.492,-0.006,0.048,0.585,0.653
20.9,-0.392,-0.01,0.035,0.59,0.649
21.0,-0.292,-0.012,0.025,0.596,0.647
21.1,-0.192,-0.015,0.015,0.601,0.644
21.2,-0.092,-0.017,0.009,0.606,0.643
