s,x,y,kappa,n_l,n_r
5.0,5.002,0.5,0.477,0.486,0.969
5.1,5.089,0.55,0.507,0.473,0.995
5.2,5.173,0.604,0.534,0.485,1.006
5.3,5.253,0.663,0.559,0.475,0.979
5.4,5.331,0.727,0.582,0.49,0.988
5.5,5.404,0.794,0.601,0.486,0.992
5.6,5.474,0.867,0.617,0.495,1.006
5.7,5.538,0.943,0.63,0.503,1.02
5.8,5.598,1.023,0.638,0.511,1.026
5.9,5.653,1.107,0.644,0.503,1.047
6.0,5.702,1.194,0.647,0.519,1.057
6.1,5.745,1.284,0.648,0.506,1.052
6.2,5.782,1.377,0.647,0.524,1.049
6.3,5.813,1.472,0.645,0.514,1.04
6.4,5.839,1.569,0.643,0.524,1.029
6.5,5.857,1.667,0.642,0.512,1.007
6.6,5.87,1.766,0.643,0.506,1.007
6.7,5.876,1.866,0.647,0.514,0.976
6.8,5.876,1.966,0.653,0.514,0.982
6.9,5.869,2.066,0.664,0.509,0.983
7.0,5.855,2.165,0.68,0.536,1.015
7.1,5.835,2.263,0.702,0.544,1.026
7.2,5.808,2.359,0.729,0.573,1.033
7.3,5.774,2.453,0.764,0.588,1.055
7.4,5.733,2.544,0.806,0.612,1.071
7.5,5.685,2.632,0.854,0.622,1.102
7.6,5.629,2.715,0.907,0.653,1.151
7.7,5.567,2.793,0.961,0.658,1.212
7.8,5.497,2.864,1.011,0.676,1.295
7.9,5.42,2.928,1.05,0.698,1.345
8.0,5.337,2.984,1.072,0.715,1.401
8.1,5.248,3.03,1.069,0.723,1.451
8.2,5.155,3.067,1.039,0.725,1.504
8.3,5.059,3.093,0.983,0.736,1.511
8.4,4.96,3.11,0.906,0.747,1.511
8.5,4.861,3.118,0.816,0.75,1.462
8.6,4.761,3.118,0.719,0.739,1.286
8.7,4.661,3.11,0.623,0.742,1.215
8.8,4.562,3.097,0.531,0.743,1.107
8.9,4.464,3.078,0.444,0.73,1.004
9.0,4.366,3.055,0.365,0.719,0.902
9.1,4.27,3.028,0.293,0.713,0.841
9.2,4.174,2.999,0.227,0.693,0.769
9.3,4.079,2.967,0.167,0.686,0.742
9.4,3.985,2.934,0.111,0.664,0.69
9.5,3.891,2.9,0.059,0.66,0.65
9.6,3.797,2.865,0.01,0.657,0.676
9.7,3.704,2.83,-0.036,0.652,0.658
9.8,3.61,2.796,-0.081,0.64,0.626
9.9,3.516,2.762,-0.125,0.639,0.577
10.0,3.421,2.729,-0.168,0.638,0.56
10.1,3.326,2.698,-0.211,0.644,0.522
10.2,3.23,2.669,-0.253,0.656,0.48
10.3,3.134,2.643,-0.294,0.678,0.441
10.4,3.037,2.619,-0.334,0.708,0.415
10.5,2.939,2.599,-0.373,0.733,0.383
10.6,2.84,2.582,-0.409,0.756,0.356
10.7,2.741,2.569,-0.44,0.783,0.331
10.8,2.641,2.561,-0.465,0.82,0.334
10.9,2.541,2.557,-0.483,0.868,0.317
11.0,2.442,2.559,-0.492,0.905,0.317
11.1,2.342,2.565,-0.491,0.929,0.33
11.2,2.242,2.576,-0.479,0.939,0.331
11.3,2.144,2.592,-0.457,0.928,0.353
11.4,2.046,2.612,-0.427,0.902,0.382
11.5,1.949,2.636,-0.388,0.879,0.408
11.6,1.853,2.665,-0.344,0.85,0.437
11.7,1.758,2.696,-0.295,0.807,0.468
11.8,1.664,2.731,-0.243,0.763,0.462
11.9,1.571,2.767,-0.189,0.724,0.497
12.0,1.479,2.806,-0.135,0.674,0.55
12.1,1.387,2.845,-0.08,0.64,0.595
12.2,1.295,2.886,-0.025,0.604,0.633
12.3,1.204,2.926,0.029,0.58,0.679
12.4,1.112,2.967,0.084,0.557,0.723
12.5,1.021,3.006,0.138,0.54,0.785
12.6,0.928,3.045,0.193,0.536,0.835
12.7,0.835,3.081,0.247,0.505,0.869
12.8,0.741,3.115,0.302,0.488,0.899
12.9,0.646,3.147,0.358,0.485,0.929
13.0,0.55,3.175,0.415,0.471,0.931
13.1,0.453,3.199,0.474,0.455,0.922
13.2,0.355,3.218,0.535,0.505,0.913
13.3,0.256,3.232,0.599,0.491,0.908
13.4,0.156,3.24,0.666,0.517,0.96
13.5,0.056,3.242,0.736,0.532,0.993
13.6,-0.043,3.236,0.81,0.534,1.038
13.7,-0.142,3.222,0.884,0.551,1.065
13.8,-0.24,3.199,0.955,0.556,1.107
13.9,-0.335,3.167,1.019,0.563,1.18
14.0,-0.426,3.126,1.066,0.567,1.253
14.1,-0.512,3.075,1.091,0.577,1.327
14.2,-0.592,3.015,1.088,0.578,1.441
14.3,-0.665,2.947,1.054,0.572,1.411
14.4,-0.73,2.871,0.996,0.576,1.309
14.5,-0.787,2.789,0.918,0.568,1.218
14.6,-0.837,2.702,0.832,0.569,1.122
14.7,-0.879,2.612,0.744,0.566,1.041
14.8,-0.915,2.518,0.661,0.551,0.965
14.9,-0.944,2.422,0.586,0.535,0.88
15.0,-0.967,2.325,0.521,0.547,0.834
15.1,-0.986,2.227,0.466,0.539,0.777
15.2,-1.0,2.128,0.423,0.536,0.759
15.3,-1.009,2.028,0.39,0.548,0.741
15.4,-1.015,1.929,0.367,0.521,0.708
15.5,-1.018,1.829,0.353,0.517,0.7
15.6,-1.016,1.729,0.349,0.518,0.703
15.7,-1.012,1.629,0.354,0.51,0.668
15.8,-1.003,1.529,0.368,0.503,0.673
15.9,-0.991,1.43,0.392,0.474,0.671
16.0,-0.976,1.331,0.425,0.48,0.688
16.1,-0.956,1.233,0.469,0.444,0.679
16.2,-0.931,1.136,0.521,0.445,0.708
16.3,-0.902,1.041,0.583,0.427,0.783
16.4,-0.867,0.947,0.65,0.445,0.855
16.5,-0.826,0.856,0.719,0.438,1.017
16.6,-0.779,0.768,0.784,0.425,1.12
16.7,-0.724,0.683,0.837,0.381,1.179
16.8,-0.663,0.604,0.872,0.403,1.203
16.9,-0.596,0.531,0.881,0.4,1.209
17.0,-0.522,0.464,0.864,0.436,1.197
17.1,-0.442,0.403,0.823,0.446,1.151
17.2,-0.358,0.349,0.764,0.475,1.1
17.3,-0.27,0.302,0.694,0.475,1.028
17.4,-0.178,0.261,0.483,0.49,0.986
17.5,-0.085,0.226,0.309,0.489,0.937
