s,x,y,kappa,n_l,n_r
11.3,-5.82,3.96,0.706,0.417,0.676
11.4,-5.805,3.862,0.693,0.415,0.676
11.5,-5.783,3.764,0.673,0.414,0.675
11.6,-5.754,3.668,0.644,0.414,0.674
11.7,-5.719,3.574,0.609,0.415,0.672
11.8,-5.679,3.483,0.569,0.418,0.67
11.9,-5.633,3.394,0.525,0.421,0.667
12.0,-5.583,3.308,0.478,0.426,0.664
12.1,-5.529,3.224,0.432,0.433,0.661
12.2,-5.471,3.142,0.386,0.441,0.658
12.3,-5.41,3.063,0.342,0.45,0.654
12.4,-5.346,2.986,0.299,0.46,0.65
12.5,-5.28,2.91,0.259,0.471,0.646
12.6,-5.213,2.837,0.221,0.483,0.641
12.7,-5.143,2.765,0.184,0.496,0.637
12.8,-5.072,2.694,0.148,0.51,0.632
12.9,-5.001,2.625,0.112,0.524,0.627
13.0,-4.928,2.556,0.076,0.539,0.623
13.1,-4.855,2.488,0.039,0.553,0.618
13.2,-4.782,2.42,0.001,0.568,0.613
13.3,-4.708,2.352,-0.04,0.582,0.608
13.4,-4.635,2.283,-0.084,0.596,0.603
13.5,-4.563,2.215,-0.131,0.61,0.598
13.6,-4.491,2.145,-0.182,0.623,0.594
13.7,-4.421,2.074,-0.235,0.635,0.59
13.8,-4.352,2.001,-0.29,0.646,0.586
13.9,-4.285,1.926,-0.345,0.656,0.583
14.0,-4.222,1.849,-0.4,0.665,0.581
14.1,-4.161,1.77,-0.45,0.672,0.579
14.2,-4.104,1.688,-0.492,0.679,0.578
14.3,-4.051,1.603,-0.524,0.684,0.578
14.4,-4.002,1.516,-0.542,0.688,0.579
14.5,-3.959,1.426,-0.545,0.69,0.581
14.6,-3.92,1.333,-0.532,0.691,0.584
14.7,-3.886,1.239,-0.505,0.691,0.588
14.8,-3.858,1.144,-0.466,0.691,0.593
14.9,-3.833,1.047,-0.416,0.689,0.599
15.0,-3.813,0.949,-0.359,0.686,0.606
15.1,-3.797,0.85,-0.297,0.682,0.614
15.2,-3.783,0.751,-0.232,0.678,0.623
15.3,-3.771,0.652,-0.164,0.674,0.632
15.4,-3.762,0.552,-0.095,0.669,0.643
15.5,-3.753,0.452,-0.026,0.664,0.653
15.6,-3.744,0.353,0.044,0.659,0.665
15.7,-3.735,0.253,0.113,0.654,0.676
15.8,-3.725,0.154,0.181,0.649,0.688
15.9,-3.713,0.054,0.248,0.644,0.699
16.0,-3.699,-0.045,0.314,0.64,0.711
16.1,-3.681,-0.143,0.379,0.636,0.722
16.2,-3.66,-0.241,0.443,0.633,0.733
16.3,-3.635,-0.337,0.506,0.63,0.743
16.4,-3.604,-0.433,0.569,0.627,0.752
16.5,-3.569,-0.526,0.632,0.625,0.76
16.6,-3.527,-0.617,0.695,0.623,0.768
16.7,-3.479,-0.705,0.758,0.622,0.774
16.8,-3.425,-0.789,0.823,0.621,0.779
16.9,-3.364,-0.868,0.89,0.62,0.783
17.0,-3.296,-0.941,0.959,0.62,0.785
17.1,-3.222,-1.008,1.034,0.619,0.785
17.2,-3.141,-1.067,1.115,0.619,0.784
17.3,-3.054,-1.116,1.205,0.618,0.781
17.4,-2.961,-1.154,1.3,0.618,0.776
17.5,-2.865,-1.181,1.389,0.618,0.77
17.6,-2.766,-1.193,1.459,0.617,0.762
17.7,-2.666,-1.191,1.488,0.617,0.752
17.8,-2.567,-1.174,1.461,0.616,0.741
17.9,-2.473,-1.142,1.373,0.615,0.728
18.0,-2.383,-1.098,1.233,0.614,0.715
18.1,-2.299,-1.043,1.061,0.613,0.7
18.2,-2.222,-0.98,0.877,0.611,0.685
18.3,-2.151,-0.91,0.695,0.61,0.669
18.4,-2.085,-0.835,0.522,0.608,0.653
18.5,-2.022,-0.757,0.358,0.606,0.638
18.6,-1.963,-0.676,0.201,0.604,0.622
18.7,-1.905,-0.595,0.044,0.601,0.608
18.8,-1.847,-0.513,-0.119,0.598,0.594
18.9,-1.789,-0.432,-0.297,0.595,0.581
19.0,-1.728,-0.352,-0.501,0.592,0.57
19.1,-1.663,-0.276,-0.739,0.588,0.56
19.2,-1.593,-0.205,-1.011,0.584,0.551
19.3,-1.517,-0.141,-1.292,0.579,0.544
19.4,-1.432,-0.087,-1.522,0.574,0.539
19.5,-1.34,-0.048,-1.613,0.569,0.535
19.6,-1.243,-0.024,-1.506,0.564,0.533
19.7,-1.144,-0.015,-1.227,0.558,0.533
19.8,-1.044,-0.019,-0.858,0.552,0.533
19.9,-0.945,-0.031,-0.489,0.545,0.536
20.0,-0.846,-0.049,-0.178,0.539,0.539
20.1,-0.748,-0.067,0.03,0.533,0.544
20.2,-0.65,-0.085,0.106,0.526,0.549
20.3,-0.551,-0.102,0.069,0.52,0.555
20.4,-0.452,-0.117,0.059,0.515,0.562
20.5,-0.354,-0.133,0.093,0.509,0.569
20.6,-0.255,-0.147,0.098,0.504,0.577
