s,x,y,kappa,n_l,n_r
16.9,-1.074,1.699,0.317,0.554,0.618
16.95,-1.067,1.65,0.293,0.55,0.612
17.0,-1.059,1.6,0.272,0.547,0.606
17.05,-1.05,1.551,0.253,0.544,0.601
17.1,-1.041,1.502,0.237,0.542,0.596
17.15,-1.031,1.453,0.222,0.54,0.591
17.2,-1.021,1.404,0.208,0.538,0.587
17.25,-1.01,1.355,0.194,0.537,0.584
17.3,-0.999,1.306,0.181,0.537,0.581
17.35,-0.988,1.258,0.168,0.537,0.578
17.4,-0.976,1.209,0.156,0.537,0.576
17.45,-0.963,1.161,0.144,0.538,0.575
17.5,-0.95,1.112,0.133,0.539,0.574
17.55,-0.937,1.064,0.124,0.54,0.573
17.6,-0.924,1.016,0.115,0.542,0.573
17.65,-0.91,0.968,0.109,0.544,0.574
17.7,-0.896,0.92,0.104,0.546,0.575
17.75,-0.882,0.872,0.102,0.549,0.576
17.8,-0.868,0.824,0.103,0.552,0.578
17.85,-0.853,0.776,0.108,0.555,0.581
17.9,-0.838,0.729,0.117,0.559,0.584
17.95,-0.823,0.681,0.13,0.562,0.588
18.0,-0.807,0.633,0.148,0.566,0.592
18.05,-0.791,0.586,0.172,0.57,0.596
18.1,-0.775,0.539,0.202,0.573,0.601
18.15,-0.758,0.492,0.24,0.577,0.606
18.2,-0.741,0.445,0.285,0.581,0.611
18.25,-0.723,0.398,0.338,0.584,0.617
18.3,-0.704,0.352,0.4,0.588,0.622
18.35,-0.685,0.306,0.473,0.591,0.628
18.4,-0.664,0.26,0.557,0.594,0.633
18.45,-0.642,0.215,0.652,0.596,0.638
18.5,-0.618,0.171,0.76,0.598,0.642
18.55,-0.593,0.128,0.879,0.6,0.646
18.6,-0.566,0.086,1.008,0.601,0.65
18.65,-0.537,0.045,1.144,0.601,0.652
18.7,-0.506,0.006,1.279,0.601,0.655
18.75,-0.472,-0.031,1.406,0.601,0.656
18.8,-0.436,-0.065,1.511,0.6,0.656
18.85,-0.397,-0.097,1.584,0.598,0.656
18.9,-0.356,-0.125,1.613,0.596,0.655
18.95,-0.313,-0.15,1.594,0.593,0.653
19.0,-0.268,-0.171,1.53,0.59,0.651
19.05,-0.221,-0.189,1.427,0.587,0.648
19.1,-0.173,-0.204,1.298,0.583,0.644
19.15,-0.124,-0.215,1.156,0.579,0.64
19.2,-0.075,-0.223,1.009,0.574,0.636
19.25,-0.025,-0.229,0.868,0.569,0.631
19.3,0.024,-0.233,0.582,0.565,0.626
19.35,0.074,-0.235,0.366,0.56,0.621
