s,x,y,kappa,n_l,n_r
1.95,1.832,-0.769,-0.07,0.532,0.526
2.0,1.873,-0.798,-0.057,0.529,0.524
2.05,1.913,-0.828,-0.043,0.525,0.522
2.1,1.954,-0.857,-0.029,0.522,0.52
2.15,1.994,-0.886,-0.015,0.518,0.518
2.2,2.034,-0.916,-0.002,0.515,0.516
2.25,2.075,-0.945,0.011,0.512,0.515
2.3,2.115,-0.975,0.022,0.509,0.514
2.35,2.156,-1.004,0.032,0.507,0.512
2.4,2.196,-1.033,0.041,0.504,0.511
2.45,2.237,-1.062,0.048,0.502,0.51
2.5,2.278,-1.091,0.053,0.5,0.509
2.55,2.318,-1.12,0.057,0.498,0.508
2.6,2.359,-1.149,0.059,0.496,0.507
2.65,2.4,-1.178,0.061,0.494,0.507
2.7,2.441,-1.207,0.062,0.493,0.506
2.75,2.482,-1.235,0.062,0.491,0.505
2.8,2.523,-1.264,0.062,0.49,0.505
2.85,2.565,-1.292,0.062,0.489,0.504
2.9,2.606,-1.32,0.063,0.487,0.504
2.95,2.647,-1.348,0.064,0.486,0.503
3.0,2.689,-1.376,0.066,0.485,0.503
3.05,2.73,-1.404,0.068,0.484,0.503
3.1,2.772,-1.431,0.071,0.483,0.503
3.15,2.814,-1.459,0.075,0.482,0.502
3.2,2.856,-1.486,0.08,0.481,0.503
3.25,2.898,-1.513,0.085,0.48,0.503
3.3,2.94,-1.54,0.091,0.48,0.503
3.35,2.982,-1.567,0.097,0.479,0.504
3.4,3.025,-1.593,0.103,0.479,0.505
3.45,3.067,-1.619,0.109,0.479,0.506
3.5,3.11,-1.646,0.115,0.48,0.507
3.55,3.153,-1.671,0.122,0.481,0.509
3.6,3.196,-1.697,0.128,0.482,0.511
3.65,3.239,-1.722,0.136,0.483,0.514
3.7,3.282,-1.747,0.144,0.485,0.517
3.75,3.325,-1.772,0.153,0.488,0.52
3.8,3.369,-1.796,0.165,0.491,0.524
3.85,3.413,-1.82,0.179,0.494,0.529
3.9,3.457,-1.844,0.196,0.498,0.534
3.95,3.501,-1.867,0.218,0.502,0.54
4.0,3.546,-1.89,0.246,0.506,0.546
4.05,3.591,-1.912,0.281,0.511,0.553
4.1,3.636,-1.934,0.323,0.516,0.56
4.15,3.681,-1.954,0.374,0.521,0.567
4.2,3.727,-1.974,0.435,0.527,0.575
4.25,3.773,-1.993,0.507,0.533,0.584
4.3,3.82,-2.011,0.591,0.538,0.593
4.35,3.867,-2.027,0.687,0.544,0.601
4.4,3.915,-2.042,0.794,0.55,0.61
4.45,3.963,-2.055,0.913,0.556,0.619
4.5,4.012,-2.066,1.039,0.561,0.628
4.55,4.062,-2.074,1.169,0.566,0.637
4.6,4.111,-2.079,1.295,0.571,0.645
4.65,4.161,-2.081,1.41,0.576,0.653
4.7,4.211,-2.08,1.502,0.58,0.661
4.75,4.261,-2.074,1.563,0.584,0.668
4.8,4.31,-2.065,1.586,0.588,0.674
4.85,4.358,-2.052,1.569,0.591,0.68
4.9,4.405,-2.035,1.516,0.594,0.685
4.95,4.451,-2.015,1.434,0.597,0.689
5.0,4.495,-1.991,1.332,0.599,0.692
5.05,4.538,-1.965,1.221,0.601,0.694
5.1,4.578,-1.935,1.108,0.603,0.696
5.15,4.617,-1.904,0.997,0.605,0.697
5.2,4.655,-1.871,0.894,0.607,0.697
5.25,4.691,-1.836,0.799,0.608,0.697
5.3,4.725,-1.8,0.712,0.61,0.697
5.35,4.758,-1.763,0.635,0.611,0.695
5.4,4.79,-1.724,0.565,0.613,0.694
5.45,4.821,-1.685,0.503,0.615,0.692
5.5,4.851,-1.645,0.447,0.617,0.691
5.55,4.88,-1.604,0.397,0.619,0.689
5.6,4.908,-1.563,0.352,0.622,0.687
5.65,4.936,-1.521,0.311,0.624,0.685
5.7,4.962,-1.479,0.274,0.627,0.684
5.75,4.989,-1.436,0.24,0.631,0.682
5.8,5.014,-1.393,0.209,0.634,0.681
5.85,5.04,-1.35,0.18,0.638,0.68
5.9,5.065,-1.307,0.154,0.642,0.68
5.95,5.089,-1.263,0.13,0.646,0.68
6.0,5.113,-1.22,0.107,0.651,0.68
6.05,5.137,-1.176,0.087,0.655,0.68
6.1,5.161,-1.132,0.068,0.66,0.681
6.15,5.185,-1.088,0.051,0.665,0.683
6.2,5.208,-1.044,0.036,0.67,0.685
6.25,5.232,-1.0,0.023,0.675,0.687
6.3,5.255,-0.955,0.013,0.68,0.689
6.35,5.279,-0.911,0.005,0.685,0.692
6.4,5.302,-0.867,-0.001,0.69,0.695
6.45,5.326,-0.823,-0.004,0.695,0.699
6.5,5.349,-0.779,-0.003,0.7,0.703
6.55,5.373,-0.734,0.0,0.705,0.707
6.6,5.396,-0.69,0.007,0.71,0.711
6.65,5.419,-0.646,0.017,0.714,0.716
6.7,5.443,-0.602,0.032,0.719,0.721
6.75,5.466,-0.558,0.05,0.723,0.726
6.8,5.489,-0.513,0.073,0.727,0.731
6.85,5.512,-0.469,0.101,0.731,0.736
6.9,5.535,-0.425,0.133,0.735,0.741
6.95,5.558,-0.38,0.171,0.739,0.746
7.0,5.58,-0.335,0.214,0.742,0.751
7.05,5.602,-0.29,0.264,0.745,0.755
7.1,5.623,-0.245,0.321,0.748,0.759
7.15,5.643,-0.199,0.386,0.75,0.762
7.2,5.662,-0.153,0.461,0.752,0.765
7.25,5.681,-0.106,0.545,0.753,0.767
7.3,5.698,-0.06,0.641,0.754,0.769
7.35,5.714,-0.012,0.748,0.755,0.769
7.4,5.728,0.036,0.869,0.754,0.769
7.45,5.739,0.085,1.002,0.753,0.767
7.5,5.749,0.134,1.144,0.752,0.765
7.55,5.755,0.183,1.291,0.75,0.762
7.6,5.758,0.233,1.433,0.747,0.757
7.65,5.758,0.283,1.558,0.743,0.752
7.7,5.754,0.333,1.652,0.739,0.746
7.75,5.746,0.382,1.701,0.733,0.739
7.8,5.733,0.431,1.697,0.728,0.732
7.85,5.716,0.478,1.64,0.721,0.724
7.9,5.696,0.523,1.537,0.714,0.715
7.95,5.672,0.567,1.402,0.706,0.706
8.0,5.645,0.609,1.25,0.698,0.697
8.05,5.616,0.65,1.094,0.69,0.687
8.1,5.584,0.689,0.942,0.681,0.677
8.15,5.551,0.726,0.801,0.672,0.668
8.2,5.516,0.761,0.674,0.663,0.658
8.25,5.48,0.796,0.562,0.654,0.649
8.3,5.443,0.83,0.465,0.645,0.64
8.35,5.405,0.862,0.381,0.636,0.632
8.4,5.366,0.894,0.31,0.628,0.624
8.45,5.327,0.926,0.25,0.62,0.616
8.5,5.288,0.957,0.2,0.612,0.609
8.55,5.249,0.987,0.158,0.605,0.602
8.6,5.209,1.017,0.124,0.598,0.596
8.65,5.169,1.047,0.096,0.592,0.59
8.7,5.128,1.077,0.074,0.586,0.585
8.75,5.088,1.107,0.056,0.581,0.58
8.8,5.048,1.136,0.041,0.577,0.576
8.85,5.007,1.166,0.029,0.573,0.572
8.9,4.967,1.195,0.02,0.569,0.569
8.95,4.927,1.225,0.012,0.566,0.565
9.0,4.886,1.254,0.006,0.563,0.563
9.05,4.846,1.283,0.002,0.561,0.56
9.1,4.805,1.313,-0.002,0.558,0.557
9.15,4.765,1.342,-0.004,0.556,0.555
9.2,4.724,1.371,-0.005,0.554,0.553
9.25,4.684,1.401,-0.005,0.552,0.551
9.3,4.643,1.43,-0.004,0.55,0.549
9.35,4.603,1.459,-0.001,0.548,0.547
9.4,4.562,1.489,0.002,0.546,0.546
9.45,4.522,1.518,0.006,0.544,0.544
9.5,4.481,1.547,0.012,0.541,0.542
9.55,4.441,1.577,0.018,0.539,0.54
9.6,4.4,1.606,0.025,0.536,0.539
9.65,4.36,1.635,0.033,0.533,0.537
9.7,4.319,1.664,0.041,0.53,0.535
9.75,4.278,1.693,0.049,0.527,0.534
9.8,4.238,1.722,0.057,0.524,0.532
9.85,4.197,1.751,0.065,0.521,0.53
9.9,4.156,1.78,0.073,0.518,0.529
9.95,4.115,1.809,0.08,0.515,0.527
10.0,4.074,1.837,0.087,0.512,0.526
10.05,4.032,1.865,0.094,0.509,0.525
10.1,3.991,1.893,0.1,0.506,0.523
10.15,3.949,1.921,0.105,0.504,0.522
10.2,3.908,1.949,0.11,0.502,0.522
10.25,3.866,1.976,0.114,0.5,0.521
10.3,3.824,2.003,0.117,0.499,0.521
10.35,3.782,2.03,0.12,0.497,0.52
10.4,3.74,2.057,0.122,0.497,0.52
10.45,3.697,2.083,0.123,0.496,0.521
10.5,3.654,2.109,0.124,0.496,0.521
10.55,3.612,2.135,0.123,0.497,0.522
10.6,3.569,2.161,0.122,0.498,0.523
10.65,3.526,2.186,0.121,0.499,0.525
10.7,3.482,2.211,0.118,0.501,0.527
10.75,3.439,2.236,0.115,0.504,0.529
10.8,3.395,2.261,0.111,0.507,0.531
10.85,3.352,2.285,0.106,0.51,0.534
10.9,3.308,2.309,0.101,0.514,0.537
10.95,3.264,2.333,0.096,0.519,0.541
11.0,3.22,2.357,0.09,0.523,0.545
11.05,3.176,2.38,0.084,0.528,0.549
11.1,3.132,2.403,0.078,0.534,0.553
11.15,3.087,2.427,0.071,0.54,0.558
11.2,3.043,2.45,0.065,0.546,0.563
11.25,2.998,2.472,0.06,0.552,0.569
11.3,2.954,2.495,0.054,0.559,0.574
11.35,2.909,2.518,0.05,0.566,0.58
11.4,2.864,2.54,0.046,0.572,0.586
11.45,2.82,2.562,0.043,0.579,0.592
11.5,2.775,2.585,0.041,0.586,0.599
11.55,2.73,2.607,0.039,0.594,0.606
11.6,2.685,2.629,0.039,0.601,0.612
11.65,2.64,2.651,0.04,0.608,0.619
11.7,2.595,2.673,0.042,0.615,0.626
11.75,2.55,2.695,0.044,0.622,0.633
11.8,2.505,2.716,0.048,0.629,0.64
11.85,2.46,2.738,0.052,0.636,0.647
11.9,2.415,2.759,0.057,0.643,0.654
11.95,2.37,2.781,0.063,0.65,0.66
12.0,2.325,2.802,0.069,0.657,0.667
12.05,2.279,2.823,0.075,0.664,0.674
12.1,2.234,2.844,0.082,0.671,0.681
12.15,2.188,2.865,0.09,0.678,0.687
12.2,2.143,2.885,0.099,0.685,0.694
12.25,2.097,2.905,0.109,0.693,0.7
12.3,2.051,2.925,0.12,0.7,0.707
12.35,2.005,2.945,0.133,0.708,0.714
12.4,1.959,2.964,0.148,0.715,0.72
12.45,1.913,2.984,0.166,0.723,0.727
12.5,1.867,3.002,0.187,0.731,0.733
12.55,1.82,3.021,0.212,0.739,0.74
12.6,1.773,3.038,0.242,0.747,0.746
12.65,1.726,3.056,0.277,0.755,0.753
12.7,1.679,3.072,0.318,0.762,0.759
12.75,1.632,3.088,0.366,0.77,0.766
12.8,1.584,3.103,0.421,0.777,0.772
12.85,1.536,3.117,0.484,0.785,0.778
12.9,1.488,3.13,0.555,0.791,0.783
12.95,1.439,3.141,0.636,0.798,0.789
13.0,1.39,3.151,0.726,0.803,0.794
13.05,1.341,3.159,0.824,0.808,0.798
13.1,1.291,3.165,0.928,0.813,0.802
13.15,1.241,3.169,1.037,0.817,0.805
13.2,1.191,3.17,1.144,0.819,0.807
13.25,1.141,3.169,1.245,0.821,0.808
13.3,1.092,3.164,1.331,0.822,0.809
13.35,1.042,3.156,1.395,0.823,0.809
13.4,0.994,3.144,1.43,0.822,0.807
13.45,0.946,3.129,1.433,0.82,0.805
13.5,0.899,3.111,1.403,0.817,0.802
13.55,0.854,3.089,1.343,0.813,0.798
13.6,0.811,3.065,1.26,0.808,0.793
13.65,0.769,3.037,1.161,0.803,0.788
13.7,0.729,3.008,1.052,0.797,0.782
13.75,0.69,2.976,0.942,0.789,0.775
13.8,0.653,2.942,0.832,0.782,0.768
13.85,0.617,2.907,0.728,0.773,0.76
13.9,0.583,2.871,0.63,0.765,0.752
13.95,0.55,2.834,0.54,0.755,0.744
14.0,0.518,2.795,0.458,0.746,0.736
14.05,0.486,2.756,0.385,0.736,0.728
14.1,0.456,2.717,0.322,0.727,0.72
14.15,0.426,2.677,0.267,0.717,0.712
14.2,0.397,2.636,0.221,0.708,0.705
14.25,0.368,2.595,0.184,0.699,0.698
14.3,0.339,2.554,0.156,0.69,0.692
14.35,0.311,2.513,0.135,0.681,0.686
14.4,0.283,2.472,0.121,0.673,0.68
14.45,0.255,2.43,0.114,0.666,0.675
14.5,0.228,2.388,0.111,0.659,0.671
14.55,0.2,2.346,0.112,0.653,0.667
14.6,0.173,2.304,0.116,0.647,0.664
14.65,0.147,2.262,0.121,0.643,0.661
14.7,0.12,2.22,0.128,0.639,0.659
14.75,0.094,2.177,0.135,0.635,0.657
14.8,0.068,2.134,0.143,0.633,0.656
14.85,0.042,2.091,0.15,0.631,0.656
14.9,0.017,2.048,0.157,0.63,0.656
14.95,-0.008,2.005,0.164,0.63,0.657
15.0,-0.033,1.962,0.171,0.63,0.658
15.05,-0.057,1.918,0.179,0.631,0.659
15.1,-0.081,1.874,0.189,0.633,0.661
15.15,-0.104,1.83,0.2,0.635,0.664
15.2,-0.127,1.785,0.214,0.639,0.667
15.25,-0.15,1.741,0.232,0.642,0.67
15.3,-0.172,1.696,0.254,0.646,0.674
15.35,-0.193,1.651,0.281,0.651,0.679
15.4,-0.214,1.605,0.315,0.655,0.683
15.45,-0.234,1.559,0.356,0.66,0.688
15.5,-0.254,1.513,0.406,0.666,0.694
15.55,-0.272,1.467,0.465,0.671,0.699
15.6,-0.289,1.42,0.536,0.676,0.705
15.65,-0.305,1.372,0.619,0.682,0.711
15.7,-0.32,1.325,0.715,0.687,0.716
15.75,-0.333,1.276,0.824,0.692,0.722
15.8,-0.343,1.228,0.946,0.697,0.727
15.85,-0.352,1.178,1.079,0.701,0.732
15.9,-0.358,1.129,1.218,0.705,0.737
15.95,-0.361,1.079,1.355,0.709,0.741
16.0,-0.36,1.029,1.478,0.711,0.745
16.05,-0.356,0.979,1.576,0.714,0.747
16.1,-0.348,0.93,1.635,0.716,0.75
16.15,-0.335,0.881,1.646,0.717,0.751
16.2,-0.319,0.834,1.609,0.717,0.751
16.25,-0.299,0.788,1.527,0.717,0.751
16.3,-0.276,0.744,1.413,0.716,0.75
16.35,-0.249,0.701,1.28,0.715,0.748
16.4,-0.22,0.661,1.139,0.713,0.745
16.45,-0.189,0.622,1.0,0.71,0.742
16.5,-0.155,0.585,0.869,0.707,0.738
16.55,-0.121,0.549,0.749,0.703,0.733
16.6,-0.084,0.514,0.641,0.699,0.728
16.65,-0.047,0.481,0.546,0.695,0.722
16.7,-0.009,0.449,0.463,0.69,0.716
16.75,0.03,0.417,0.391,0.686,0.71
16.8,0.07,0.387,0.328,0.681,0.704
16.85,0.11,0.357,0.217,0.675,0.697
16.9,0.15,0.327,0.136,0.67,0.69
