s,x,y,kappa,n_l,n_r
14.3,1.356,3.847,0.057,0.56,0.585
14.4,1.264,3.888,0.088,0.56,0.601
14.5,1.172,3.927,0.118,0.561,0.616
14.6,1.08,3.965,0.147,0.563,0.632
14.7,0.987,4.002,0.177,0.567,0.648
14.8,0.894,4.037,0.206,0.57,0.666
14.9,0.799,4.07,0.236,0.571,0.686
15.0,0.704,4.101,0.266,0.569,0.707
15.1,0.608,4.13,0.297,0.565,0.729
15.2,0.512,4.155,0.329,0.56,0.75
15.3,0.414,4.178,0.361,0.554,0.767
15.4,0.316,4.197,0.395,0.548,0.779
15.5,0.217,4.212,0.432,0.541,0.786
15.6,0.118,4.223,0.472,0.532,0.787
15.7,0.018,4.229,0.517,0.524,0.785
15.8,-0.082,4.229,0.569,0.516,0.785
15.9,-0.182,4.225,0.63,0.511,0.786
16.0,-0.281,4.214,0.704,0.51,0.793
16.1,-0.38,4.196,0.793,0.512,0.804
16.2,-0.476,4.17,0.898,0.518,0.824
16.3,-0.57,4.136,1.017,0.526,0.853
16.4,-0.66,4.092,1.141,0.534,0.891
16.5,-0.745,4.039,1.257,0.542,0.933
16.6,-0.822,3.975,1.346,0.548,0.969
16.7,-0.889,3.902,1.391,0.553,0.987
16.8,-0.946,3.819,1.387,0.558,0.983
16.9,-0.991,3.73,1.348,0.562,0.958
17.0,-1.023,3.635,1.296,0.562,0.924
17.1,-1.043,3.537,1.257,0.56,0.893
17.2,-1.05,3.438,1.254,0.555,0.874
17.3,-1.045,3.338,1.305,0.548,0.863
17.4,-1.028,3.24,1.416,0.541,0.849
17.5,-0.996,3.145,1.546,0.53,0.815
17.6,-0.951,3.056,1.523,0.515,0.75
17.7,-0.891,2.976,1.039,0.492,0.661
17.8,-0.822,2.904,0.097,0.464,0.567
17.9,-0.752,2.832,-0.707,0.436,0.487
18.0,-0.69,2.754,-0.921,0.413,0.43
18.1,-0.636,2.67,-0.815,0.402,0.391
18.2,-0.588,2.582,-0.79,0.402,0.364
18.3,-0.547,2.491,-0.902,0.414,0.347
18.4,-0.514,2.396,-1.041,0.434,0.337
18.5,-0.491,2.299,-1.107,0.459,0.334
18.6,-0.48,2.2,-1.069,0.483,0.335
18.7,-0.48,2.1,-0.956,0.502,0.338
18.8,-0.489,2.0,-0.818,0.511,0.34
18.9,-0.506,1.902,-0.693,0.508,0.342
19.0,-0.53,1.804,-0.597,0.494,0.348
19.1,-0.559,1.709,-0.539,0.474,0.36
19.2,-0.594,1.615,-0.535,0.451,0.379
19.3,-0.633,1.523,-0.607,0.43,0.408
19.4,-0.678,1.434,-0.72,0.413,0.446
19.5,-0.729,1.348,-0.559,0.403,0.495
19.6,-0.787,1.266,0.229,0.402,0.551
19.7,-0.844,1.184,1.249,0.407,0.607
19.8,-0.888,1.094,1.717,0.416,0.649
19.9,-0.914,0.998,1.585,0.427,0.671
20.0,-0.925,0.899,1.314,0.439,0.676
20.1,-0.923,0.799,1.12,0.45,0.676
20.2,-0.91,0.7,1.014,0.456,0.684
20.3,-0.887,0.602,0.975,0.454,0.706
20.4,-0.855,0.508,0.986,0.447,0.739
20.5,-0.814,0.416,1.037,0.436,0.775
20.6,-0.764,0.33,1.122,0.424,0.799
20.7,-0.705,0.25,1.231,0.413,0.802
20.8,-0.636,0.177,1.343,0.405,0.777
20.9,-0.558,0.115,1.419,0.4,0.728
21.0,-0.471,0.064,1.404,0.4,0.668
21.1,-0.379,0.027,1.266,0.407,0.611
21.2,-0.282,0.001,1.038,0.419,0.568
21.3,-0.184,-0.014,0.649,0.437,0.545
21.4,-0.084,-0.022,0.389,0.457,0.539
